Protein ID,Protein Description,Peptides,PSMs,n113,n114,n115,n116,n117,n118,n119,n121,GOannotation,Training
sp|Q9JHW4|SELB_MOUSE,Selenocysteine-specific elongation factor,1,1,0.038597478,0.078597575,0.021573755,0.121946808,0.120602206,0.179736182,0.282740744,0.156205253,#N/A,
sp|O54825|BYST_MOUSE,Bystin,1,1,0,0.033544839,0.013273432,0.052055831,0.072734186,0.166674306,0.364472537,0.297244869,NUC,
sp|Q6P5B0|RRP12_MOUSE,RRP12-like protein,1,1,0.027647392,0.047202914,0,0.09122336,0.078752689,0.168404096,0.436646458,0.150123091,NUC,
sp|Q8VCN5|CGL_MOUSE,Cystathionine gamma-lyase,1,1,0.05020784,0.092706446,0.012530024,0.102882558,0.079530641,0.081042911,0.100442616,0.480656964,null,
sp|P61620|S61A1_MOUSE,Protein transport protein Sec61 subunit alpha isoform 1,1,1,0.01866341,0.08898519,0.053472943,0.256512268,0.287321879,0.245266425,0.049777886,0,ERT,
sp|P06151|LDHA_MOUSE,L-lactate dehydrogenase A chain,1,1,0.030920961,0.085210691,0.012225629,0.068272064,0.040934032,0.035695464,0.053394792,0.673346367,MIT-CYT,
sp|Q8BTH8|KC1G1_MOUSE,Casein kinase I isoform gamma-1,1,1,0.110540714,0.249452612,0.037179183,0.199409693,0.145596701,0.120946173,0.100019231,0.036855692,#N/A,
sp|P47754|CAZA2_MOUSE,F-actin-capping protein subunit alpha-2,1,1,0.116336966,0.15018872,0.033247211,0.149568774,0.076339036,0.060615645,0.051232641,0.362471007,null,
sp|Q9QYI3|DNJC7_MOUSE,DnaJ homolog subfamily C member 7,1,1,0.027705554,0.045093453,0.039732153,0.057578195,0.039068947,0.057673653,0.061884299,0.671263747,#N/A,
sp|P39054|DYN2_MOUSE,Dynamin-2 (multiple isoforms),1,1,0.025991229,0.057606769,0.032188213,0.113626374,0.161810252,0.30371434,0.274269215,0.030793608,PLM-SKE,
sp|Q9CQH3|NDUB5_MOUSE,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",1,1,0.034882464,0.051997544,0.009226388,0.109067861,0.401823591,0.306928784,0.086073368,0,#N/A,
sp|Q9DC70|NDUS7_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",1,1,0.013370048,0.031246586,0.008432206,0.087845219,0.396489761,0.292052869,0.158708848,0.011854462,#N/A,
sp|Q8BH97|RCN3_MOUSE,Reticulocalbin-3,1,1,0.056478796,0.166529761,0.069685393,0.273626393,0.239812011,0.14406887,0.049798775,0,ERT,
sp|Q9DCT6|BAP18_MOUSE,Chromatin complexes subunit BAP18 (multiple isoforms),1,1,0.019350042,0.021246848,0,0.042947668,0.062857865,0.341663163,0.273974501,0.237959912,null,
sp|Q9CXI5|MANF_MOUSE,Mesencephalic astrocyte-derived neurotrophic factor,1,1,0.090088204,0.153834748,0.057087452,0.277782654,0.217877881,0.160127798,0.03472672,0.008474543,ECM,
sp|Q9JIX8|ACINU_MOUSE,Apoptotic chromatin condensation inducer in the nucleus (multiple isoforms),1,1,0,0.038048742,0.02676764,0.058484814,0.083657821,0.190430766,0.467708353,0.134901863,NUC,
sp|Q9DBP5|KCY_MOUSE,UMP-CMP kinase,1,1,0.037961159,0.066561999,0.015457879,0.055349207,0.061015454,0.048800129,0.022762452,0.692091722,#N/A,
sp|Q9CQX2|CYB5B_MOUSE,Cytochrome b5 type B,1,1,0.13625367,0.141384833,0.057643295,0.221250938,0.245317639,0.14620866,0.051940965,0,MIT,
sp|Q5RJH2|MCTP2_MOUSE,Multiple C2 and transmembrane domain-containing protein 2,1,1,0.072925285,0.164580667,0.069715257,0.294768498,0.207181625,0.162947838,0.027880831,0,#N/A,
sp|P63216|GBG3_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3,1,1,0.131604441,0.338227629,0.036563573,0.273295657,0.132272386,0.062510264,0.02156569,0.00396036,#N/A,
sp|Q9DBY8|NVL_MOUSE,Nuclear valosin-containing protein-like,1,1,0.009225866,0.03236052,0.005320352,0.067994888,0.088244289,0.247064774,0.467297146,0.082492164,NUC,
sp|Q8C7V3|UTP15_MOUSE,U3 small nucleolar RNA-associated protein 15 homolog,1,1,0.029143727,0.079247071,0.00920098,0.09640782,0.080141083,0.183784876,0.390987685,0.131086757,NUC,
sp|Q9D4H4|AMOL1_MOUSE,Angiomotin-like protein 1,1,1,0,0.104104775,0.025583978,0.3301445,0.292340291,0.198403268,0.049423189,0,#N/A,
sp|P58468|CU070_MOUSE,< No description >,1,1,0.075210553,0.087764458,0.053214307,0.105729547,0.120389595,0.135900191,0.250242367,0.171548983,#N/A,
sp|Q8JZM0|TFB1M_MOUSE,"Dimethyladenosine transferase 1, mitochondrial",1,1,0.026250153,0.047114025,0.043716342,0.112108711,0.373392959,0.27248106,0.108016948,0.016919801,#N/A,
sp|Q8BR70|YIPF6_MOUSE,Protein YIPF6,1,1,0.121065253,0.191694315,0.179660231,0.226725537,0.145486337,0.07424987,0.023194935,0.037923522,null,
sp|P99026|PSB4_MOUSE,Proteasome subunit beta type-4,1,1,0.061975455,0.040778019,0.014111926,0.043933134,0.026961941,0.02957148,0.0570532,0.725614845,NUC-PSO,
sp|O55126|NIPS2_MOUSE,Protein NipSnap homolog 2,1,1,0.014856027,0.030649507,0,0.077788297,0.429614649,0.337562133,0.106062902,0.003466485,MIT,
sp|O88413|TULP3_MOUSE,Tubby-related protein 3,1,1,0.098354759,0.125899272,0.022143466,0.100190206,0.094114669,0.116958329,0.089959458,0.352379841,#N/A,
sp|Q8K201|KCT2_MOUSE,Keratinocyte-associated transmembrane protein 2,1,1,0.05832223,0.242599032,0.035802937,0.339730914,0.182561535,0.106844363,0.025727483,0.008411506,#N/A,
sp|Q9D1E6|TBCB_MOUSE,Tubulin-folding cofactor B,1,1,0.07243469,0.130283537,0.025264923,0.133015411,0.157134638,0.159213735,0.177869837,0.144783229,SKE,
sp|Q63959|KCNC3_MOUSE,Isoform KV3.3A of Potassium voltage-gated channel subfamily C member 3,1,1,0.049052315,0.087824338,0.007012568,0.129550516,0.129319204,0.139567435,0.368233,0.089440625,#N/A,
sp|Q8BK72|RT27_MOUSE,"28S ribosomal protein S27, mitochondrial",1,1,0.04982251,0.065114263,0.030742763,0.099504868,0.331920754,0.272795183,0.094439042,0.055660617,#N/A,
sp|Q8BX10|PGAM5_MOUSE,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (multiple isoforms)",1,1,0.017182632,0.037283461,0.014360907,0.097644632,0.331689638,0.309030415,0.142263986,0.050544329,MIT,
sp|Q8BKX1|BAIP2_MOUSE,Brain-specific angiogenesis inhibitor 1-associated protein 2 (multiple isoforms),1,1,0.183762703,0.25662087,0.042836823,0.177425748,0.160386315,0.115003057,0.055879487,0.008084996,CYT-SKE,
tr|B2RWW2|B2RWW2_MOUSE,Golgb1 protein,1,1,0.018588336,0.060730256,0.03941464,0.312215961,0.298216295,0.202588679,0.061207248,0.007038587,GOL,
sp|P26638|SYSC_MOUSE,"Seryl-tRNA synthetase, cytoplasmic",1,1,0.030589462,0.029974114,0.023331683,0.020691389,0.023257045,0,0,0.872156307,CYT,
sp|P62855|RS26_MOUSE,40S ribosomal protein S26,1,1,0.037646277,0.057602385,0.013687491,0.088976876,0.104265298,0.128631424,0.468622692,0.100567557,RIB,
sp|O54962|BAF_MOUSE,Barrier-to-autointegration factor,1,1,0.01436725,0.052690369,0.0170728,0.058100882,0.035967805,0.075092588,0.022324624,0.724383682,NUC,
sp|Q64378|FKBP5_MOUSE,Peptidyl-prolyl cis-trans isomerase FKBP5,1,1,0.038777277,0.043184803,0,0.047176262,0.043831773,0.070580167,0.109703398,0.64674632,NUC,
sp|Q924N4|S12A6_MOUSE,Solute carrier family 12 member 6 (multiple isoforms),1,1,0.028103217,0.220985454,0.131890503,0.334926282,0.171274679,0.082970456,0.029849409,0,#N/A,
sp|P70122|SBDS_MOUSE,Ribosome maturation protein SBDS,1,1,0.048338516,0.114296272,0.015577714,0.190462612,0.162901671,0.148410558,0.194890488,0.12512217,null,
sp|Q9WV98|TIM9_MOUSE,Mitochondrial import inner membrane translocase subunit Tim9,1,1,0.051353497,0.049063443,0.031519839,0.107630165,0.366677608,0.285444011,0.089411315,0.018900123,MIT,
sp|P48758|CBR1_MOUSE,Carbonyl reductase [NADPH] 1,1,1,0.062988932,0.059519642,0.027093993,0.041237812,0.044661944,0.028555943,0.018049329,0.717892404,null,
sp|P23242|CXA1_MOUSE,Gap junction alpha-1 protein,1,1,0.170637667,0.141831022,0.060702947,0.186982257,0.200881567,0.158423675,0.058856597,0.021684269,CYT,
sp|Q8VE22|RT23_MOUSE,"28S ribosomal protein S23, mitochondrial",1,1,0.030460618,0.03041012,0,0.095884334,0.455822655,0.290067339,0.097354934,0,MIT-RIB,
sp|P97371|PSME1_MOUSE,Proteasome activator complex subunit 1,1,1,0.040096882,0.040602725,0.007602711,0.028692874,0.007725835,0.010596277,0.017633045,0.847049652,PSO,
sp|Q8R313|EXOC6_MOUSE,Exocyst complex component 6,1,1,0.025245073,0.030574404,0.008359429,0.045669849,0.05533364,0.17758262,0.356213318,0.301021667,#N/A,
sp|P09411|PGK1_MOUSE,Phosphoglycerate kinase 1,1,1,0.013250666,0.040387098,0.005569556,0.039588421,0.016724733,0.012550272,0.011785489,0.860143763,null,
sp|Q497V5|SRBD1_MOUSE,S1 RNA-binding domain-containing protein 1 (multiple isoforms),1,1,0.039366904,0.052271487,0.026974216,0.073012562,0.094854748,0.511699352,0.131421168,0.070399562,#N/A,
tr|Q6ZWQ7|Q6ZWQ7_MOUSE,Putative uncharacterized protein,1,1,0.077194902,0.150075966,0.053389277,0.256986203,0.215632689,0.186426382,0.053333026,0.006961555,ERT,
tr|Q5SQ20|Q5SQ20_MOUSE,"Pescadillo homolog 1, containing BRCT domain (Zebrafish)",1,1,0.007514917,0.041169421,0.021292087,0.078108286,0.084280892,0.120326455,0.401514031,0.24579391,#N/A,
sp|O35459|ECH1_MOUSE,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",1,1,0.044273952,0.051168897,0.018548021,0.101866815,0.353101522,0.29268532,0.134230105,0.004125369,MIT-PER,
sp|Q63850|NUP62_MOUSE,Nuclear pore glycoprotein p62,1,1,0.083911409,0.137798587,0.018275646,0.124185213,0.140267558,0.138616585,0.154609677,0.202335325,NUC,
sp|Q9CQ45|NENF_MOUSE,Neudesin,1,1,0.072413736,0.165377839,0.039295996,0.27693647,0.211743409,0.168779264,0.043058274,0.022395011,ECM,
sp|Q9CQG6|TM147_MOUSE,Transmembrane protein 147 (multiple isoforms),1,1,0.061265243,0.148517156,0.028626855,0.292724478,0.217082811,0.198978798,0.052804658,0,#N/A,
sp|P23798|PCGF2_MOUSE,Polycomb group RING finger protein 2,1,1,0.022828619,0.044427508,0,0.057591316,0.088251086,0.416651844,0.206690758,0.163558868,#N/A,
sp|Q3U186|SYRM_MOUSE,"Probable arginyl-tRNA synthetase, mitochondrial",1,1,0.009804811,0.027328159,0.007871946,0.091663532,0.441410903,0.312897751,0.104810704,0.004212194,MIT,
sp|P24638|PPAL_MOUSE,Lysosomal acid phosphatase,1,1,0.090201057,0.225838618,0.030875237,0.313553224,0.164507336,0.081360488,0.032919793,0.060744248,#N/A,
sp|O70309|ITB5_MOUSE,Isoform Beta-5B of Integrin beta-5,1,1,0.254325932,0.260234375,0.047031312,0.197005548,0.144936062,0.069961699,0.015706778,0.010798295,PLM,
tr|E9PV22|E9PV22_MOUSE,Uncharacterized protein,1,1,0.085390866,0.062496065,0.031040223,0.069704653,0.061144139,0.060531012,0.098465742,0.5312273,null,
sp|Q60710|SAMH1_MOUSE,SAM domain and HD domain-containing protein 1,1,1,0,0.041159178,0,0.039577316,0.049964597,0.147831846,0.077156172,0.644310891,NUC,
sp|Q8VD65|PI3R4_MOUSE,Phosphoinositide 3-kinase regulatory subunit 4,1,1,0.089715408,0.117608667,0.106076323,0.150066841,0.107419109,0.091202574,0.253977161,0.083933917,#N/A,
sp|Q8R0H9|GGA1_MOUSE,ADP-ribosylation factor-binding protein GGA1,1,1,0.061563007,0.152771337,0.054469731,0.203482466,0.091272554,0.048608629,0.037766782,0.350065493,PLM-GOL-END,
sp|Q8BGY7|CR019_MOUSE,< No description >,1,1,0.045238547,0.06230268,0.081024974,0.100650991,0.341093996,0.219140692,0.118625459,0.031922661,#N/A,
sp|Q99L45|IF2B_MOUSE,Eukaryotic translation initiation factor 2 subunit 2,1,1,0.01731658,0.039789785,0.030712498,0.063832801,0.067830061,0.134810401,0.273141625,0.372566248,null,
sp|Q8CHT1|NGEF_MOUSE,Ephexin-1 (multiple isoforms),1,1,0.029290878,0.096772538,0.028174837,0.105314248,0.069981744,0.133574315,0.239692301,0.297199138,#N/A,
sp|Q9CQJ4|RING2_MOUSE,E3 ubiquitin-protein ligase RING2,1,1,0.063548258,0.08316399,0.02374149,0.090819437,0.087159498,0.263427395,0.24101289,0.147127043,#N/A,
sp|Q9D8C2|TSN13_MOUSE,Tetraspanin-13,1,1,0.097672277,0.26753346,0.046215568,0.315869467,0.15080016,0.069433396,0.029996985,0.022478687,null,
sp|P52503|NDUS6_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",1,1,0.201246933,0.245438848,0.052019295,0.214155428,0.124572545,0.070101102,0.058401099,0.03406475,null,
sp|Q3UIA2|RHG17_MOUSE,Rho GTPase-activating protein 17 (multiple isoforms),1,1,0.144792836,0.180992192,0.07153505,0.134211033,0.118034617,0.163278335,0.126106705,0.061049233,PLM,
sp|Q9R0Q9|MPU1_MOUSE,Mannose-P-dolichol utilization defect 1 protein,1,1,0.0320107,0.167975664,0,0.298180148,0.2109956,0.247718019,0.04311987,0,#N/A,
sp|P61164|ACTZ_MOUSE,Alpha-centractin,1,1,0.051669316,0.290937904,0.091403582,0.263276513,0.087822063,0.030627349,0.014318878,0.169944395,SKE,
sp|Q9QZ23|NFU1_MOUSE,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",1,1,0.015366755,0.032546081,0.040792671,0.103389168,0.424228508,0.278143262,0.088974265,0.016559289,MIT-CYT,
tr|E9QLZ6|E9QLZ6_MOUSE,Uncharacterized protein,1,1,0.031653826,0.121295562,0.031976903,0.31938407,0.25236197,0.197040309,0.04628736,0,#N/A,
sp|Q9ERR7|SEP15_MOUSE,15 kDa selenoprotein,1,1,0.128332181,0.249793311,0.026096824,0.299508005,0.202945853,0.068781297,0.012033129,0.012509401,ERT,
sp|Q9CQS8|SC61B_MOUSE,Protein transport protein Sec61 subunit beta,1,1,0.027846455,0.088791606,0.013667952,0.206361371,0.294583638,0.290027081,0.078721896,0,ERT,
sp|O70472|TM131_MOUSE,Transmembrane protein 131,1,1,0.077226725,0.143955018,0.036948533,0.264648506,0.234984613,0.192939549,0.045749286,0.003547769,null,
sp|Q8BH24|TM9S4_MOUSE,Transmembrane 9 superfamily member 4,1,1,0.036882544,0.121859744,0.038486461,0.322864401,0.261294505,0.144290772,0.055219222,0.019102351,null,
sp|Q9D0I8|MRT4_MOUSE,mRNA turnover protein 4 homolog,1,1,0.032919682,0.070619768,0.029682381,0.135146947,0.134132354,0.148429415,0.263899587,0.185169866,NUC,
sp|Q61647|HAS1_MOUSE,Hyaluronan synthase 1,1,1,0.025654035,0.04886733,0.013616355,0.060334645,0.051287073,0.130525112,0.263855692,0.40585976,#N/A,
sp|P15864|H12_MOUSE,Histone H1.2,1,1,0.025452897,0.024327199,0.020316233,0.041824574,0.073937552,0.538542097,0.224148858,0.051450591,NUC,
sp|O70496|CLCN7_MOUSE,H(+)/Cl(-) exchange transporter 7,1,1,0.137064695,0.190994854,0.095125814,0.279587976,0.140353609,0.06579138,0.035106355,0.055975318,LYS,
sp|Q920L1|FADS1_MOUSE,Fatty acid desaturase 1,1,1,0.073165824,0.167189725,0.058254601,0.27611667,0.197245658,0.155497002,0.058147688,0.014382832,#N/A,
sp|Q9EPR5|SORC2_MOUSE,VPS10 domain-containing receptor SorCS2,1,1,0.047826736,0.145248557,0.082704122,0.254480649,0.197367675,0.185365196,0.06004504,0.026962025,null,
sp|Q5DU05|CE164_MOUSE,Centrosomal protein of 164 kDa (multiple isoforms),1,1,0.177187025,0.224378238,0.076277708,0.239148363,0.159149354,0.078351839,0.034021873,0.011485601,#N/A,
sp|Q60649|CLPB_MOUSE,Caseinolytic peptidase B protein homolog,1,1,0.017590441,0.036936122,0.012706035,0.114682446,0.403203474,0.309105373,0.095526873,0.010249237,MIT,
sp|Q8BHA3|DTD2_MOUSE,< No description >,1,1,0.179228655,0.171299429,0.077807049,0.141456131,0.075738898,0.057779343,0.166583665,0.13010683,null,
sp|Q9CQS7|DPA5A_MOUSE,Developmental pluripotency-associated protein 5A,1,1,0.030414662,0.083602378,0,0.08347608,0.046800318,0.102135333,0.043813364,0.609757866,null,
sp|Q9CR89|ERGI2_MOUSE,Endoplasmic reticulum-Golgi intermediate compartment protein 2 (multiple isoforms),1,1,0.022354473,0.082002558,0.021602205,0.268612795,0.328136072,0.20579848,0.063180314,0.008313103,#N/A,
sp|Q07832|PLK1_MOUSE,Serine/threonine-protein kinase PLK1,1,1,0.081812217,0.101988652,0.092933248,0.117881906,0.108893998,0.200964108,0.189588657,0.105937215,SKE,
sp|Q6DI86|FAKD1_MOUSE,FAST kinase domain-containing protein 1 (multiple isoforms),1,1,0.104155576,0.292955972,0.07280153,0.27557603,0.145291755,0.072752525,0.030418028,0.006048584,MIT,
sp|Q9DB43|ZFPL1_MOUSE,Zinc finger protein-like 1,1,1,0.054254088,0.104488857,0.019213424,0.300720045,0.270925214,0.178803658,0.056381474,0.015213241,GOL,
sp|Q8K385|FRRS1_MOUSE,Ferric-chelate reductase 1,1,1,0.146376129,0.205444318,0.148984004,0.279025802,0.140304635,0.050442202,0.022061973,0.007360937,null,
sp|Q8VC85|LSM1_MOUSE,U6 snRNA-associated Sm-like protein LSm1,1,1,0.04999547,0.069580283,0.015826472,0.061176385,0.072114512,0.095832271,0.172320032,0.463154576,#N/A,
sp|Q8BXQ2|PIGT_MOUSE,GPI transamidase component PIG-T,1,1,0.130775761,0.229277454,0.027241899,0.2567092,0.189748128,0.130919973,0.025773649,0.009553935,ERT-VES,
sp|P26339|CMGA_MOUSE,Chromogranin-A,1,1,0.018933339,0.048266852,0,0.117791709,0.411176163,0.322964702,0.080867235,0,#N/A,
sp|Q9WV70|NOC2L_MOUSE,Nucleolar complex protein 2 homolog,1,1,0.065590486,0.089157268,0.043379103,0.125202163,0.137438115,0.19863711,0.115835066,0.224760689,#N/A,
sp|Q9D9G3|CHIC2_MOUSE,Cysteine-rich hydrophobic domain 2 protein,1,1,0.183440307,0.225150281,0.050825613,0.246158277,0.161925407,0.106418647,0.026081469,0,PLM-VES,
sp|Q3TRM4|PLPL6_MOUSE,Neuropathy target esterase (multiple isoforms),1,1,0.076395086,0.106958978,0.058070675,0.266082157,0.245257522,0.164510061,0.072474681,0.01025084,ERT,
sp|Q8VHG2|AMOT_MOUSE,Angiomotin (multiple isoforms),1,1,0.134834364,0.212565353,0.061861025,0.18618242,0.173460309,0.113606503,0.0780191,0.039470927,PLM-SKE,
sp|Q08288|LYAR_MOUSE,Cell growth-regulating nucleolar protein,1,1,0.0581712,0.071012793,0.046360959,0.08451875,0.085452785,0.112311801,0.367479381,0.174692332,NUC,
sp|Q9D7E3|OVCA2_MOUSE,Ovarian cancer-associated gene 2 protein homolog,1,1,0.054906686,0.076898834,0.015270155,0.077104477,0.127643877,0.086945673,0.038955915,0.522274383,NUC,
sp|Q62356|FSTL1_MOUSE,Follistatin-related protein 1,1,1,0.089143985,0.19178836,0.025980276,0.281964507,0.198190966,0.149944198,0.044852789,0.018134919,ECM,
sp|Q8K370|ACD10_MOUSE,Acyl-CoA dehydrogenase family member 10,1,1,0.032403824,0.03800443,0.00815616,0.093039864,0.422880304,0.308956435,0.096558984,0,MIT,
sp|Q8R310|TMCC3_MOUSE,Transmembrane and coiled-coil domains protein 3 (multiple isoforms),1,1,0.067655067,0.082057797,0.026075341,0.13371515,0.133956821,0.124978433,0.348951235,0.082610155,null,
tr|Q9QYY3|Q9QYY3_MOUSE,Muscle protein 684 (Fragment),1,1,0,0.093457056,0.062734268,0.11510544,0.146399306,0.149862649,0.285698879,0.146742401,#N/A,
sp|Q61187|TS101_MOUSE,Tumor susceptibility gene 101 protein,1,1,0.019310591,0.099492731,0.022257385,0.150665347,0.120851232,0.161878301,0.273321036,0.152223377,#N/A,
sp|Q8R2U4|NTM1A_MOUSE,Alpha N-terminal protein methyltransferase 1A,1,1,0.056251455,0.056838405,0.021233409,0.047696491,0.032439344,0.075352061,0.095201403,0.614987433,NUC,
sp|P97363|SPTC2_MOUSE,Serine palmitoyltransferase 2,1,1,0.102896735,0.156959011,0.143663459,0.255886087,0.178818441,0.127346616,0.034429651,0,MIT,
sp|Q9DBR1|XRN2_MOUSE,5'-3' exoribonuclease 2 (multiple isoforms),1,1,0.030308451,0.095442745,0,0.147447831,0.089186296,0.137015696,0.32976619,0.170832791,NUC,
sp|Q920A7|AFG31_MOUSE,AFG3-like protein 1 (multiple isoforms),1,1,0.017574343,0.036634924,0,0.095773815,0.458134156,0.304760036,0.087122725,0,MIT,
sp|Q9D855|QCR7_MOUSE,Cytochrome b-c1 complex subunit 7,1,1,0.192197101,0.101841587,0.025851363,0.144409998,0.243539176,0.209569968,0.082590807,0,MIT,
sp|Q6P9L6|KIF15_MOUSE,Kinesin-like protein KIF15,1,1,0.032328719,0.07730773,0,0.099323541,0.122241307,0.192838131,0.430884721,0.04507585,SKE,
sp|O70152|DPM1_MOUSE,Dolichol-phosphate mannosyltransferase,1,1,0.0633909,0.132117022,0.058058059,0.274657115,0.224902812,0.188825554,0.058048537,0,ERT,
tr|E9QPJ9|E9QPJ9_MOUSE,Uncharacterized protein,1,1,0.031107988,0.057478566,0.015075376,0.144646763,0.327611577,0.293622207,0.10779211,0.022665412,#N/A,
sp|Q9CX47|XRCC2_MOUSE,DNA repair protein XRCC2,1,1,0.097083775,0.172718434,0.030939962,0.271603767,0.216838131,0.1617224,0.042710546,0.006382986,#N/A,
sp|O89079|COPE_MOUSE,Coatomer subunit epsilon,1,1,0.023628478,0.055744774,0.05069988,0.215045361,0.233832597,0.211681605,0.136457899,0.072909406,VES,
sp|P54754|EPHB3_MOUSE,Ephrin type-B receptor 3,1,1,0.060692518,0.229885796,0.033090516,0.307253953,0.173868669,0.110730723,0.034563252,0.049914571,#N/A,
sp|Q9CR57|RL14_MOUSE,60S ribosomal protein L14,1,1,0.087092899,0.076118402,0.059324294,0.127904958,0.126199386,0.103025602,0.34413324,0.07620122,RIB,
sp|Q62165|DAG1_MOUSE,Dystroglycan,1,1,0.13366754,0.18358075,0.104348398,0.183550621,0.087931066,0.089533022,0.047005323,0.170383281,#N/A,
sp|Q8BWW4|LARP4_MOUSE,La-related protein 4,1,1,0.120415325,0.08687084,0.053429169,0.104950449,0.148328,0.16198103,0.235522521,0.088502666,null,
sp|P17047|LAMP2_MOUSE,Isoform LAMP-2C of Lysosome-associated membrane glycoprotein 2,1,1,0.044305425,0.175231836,0.138856955,0.323808642,0.163868425,0.078662298,0.041388563,0.033877857,PLM-LYS-END-VES,LYS-END
sp|Q61001|LAMA5_MOUSE,Laminin subunit alpha-5,1,1,0.073216679,0.169293479,0,0.295011844,0.216920554,0.193390421,0.052167023,0,null,
sp|Q9D3D9|ATPD_MOUSE,"ATP synthase subunit delta, mitochondrial",1,1,0.151093328,0.090233497,0.040587549,0.114875068,0.147756095,0.235198126,0.206203689,0.014052649,null,
tr|Q3TA75|Q3TA75_MOUSE,Putative uncharacterized protein (Fragment),1,1,0.054943263,0.040167038,0.021907707,0.065580575,0.078945409,0.145532383,0.550744554,0.04217907,#N/A,
sp|Q8K4Z3|AIBP_MOUSE,Apolipoprotein A-I-binding protein,1,1,0.208534259,0.151220168,0.095849538,0.220868598,0.166546162,0.126683582,0.030297694,0,MIT-ECM,
sp|Q8R5M8|CADM1_MOUSE,Cell adhesion molecule 1 (multiple isoforms),1,1,0.354997084,0.184599284,0.057385436,0.168577313,0.090323109,0.059613851,0.046859925,0.037643997,#N/A,
sp|Q91VK1|BZW2_MOUSE,Basic leucine zipper and W2 domain-containing protein 2,1,1,0.045330469,0.054523211,0,0.072168417,0.124904393,0.215461153,0.225773981,0.261838375,null,
sp|P84089|ERH_MOUSE,Enhancer of rudimentary homolog,1,1,0.006779316,0.02559832,0.00492605,0.045221109,0.026363241,0.048634125,0.177495336,0.664982502,null,
sp|Q3UEB3|PUF60_MOUSE,Poly(U)-binding-splicing factor PUF60 (multiple isoforms),1,1,0.044079628,0.04607627,0.017940551,0.062530416,0.073796689,0.115262604,0.364047531,0.276266312,null,
sp|Q8CF93|GLT13_MOUSE,Polypeptide N-acetylgalactosaminyltransferase 13 (multiple isoforms),1,1,0.042272318,0.055502968,0.036323874,0.067848792,0.040788942,0.157492506,0.57061,0.029160601,#N/A,
tr|Q3V0P3|Q3V0P3_MOUSE,Putative uncharacterized protein,1,1,0.038603717,0.13114393,0.075966038,0.269689656,0.19407987,0.203936545,0.078041339,0.008538905,null,
sp|O88792|JAM1_MOUSE,Junctional adhesion molecule A,1,1,0.294310224,0.223689082,0.04558493,0.194208942,0.124269685,0.077771169,0.029691426,0.010474542,PLM,
sp|Q64467|G3PT_MOUSE,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",1,1,0.021457885,0.048669682,0.02167239,0.134561867,0.165317516,0.186562403,0.344483107,0.077275151,#N/A,
sp|Q9CW46|RAVR1_MOUSE,Ribonucleoprotein PTB-binding 1 (multiple isoforms),1,1,0.050756846,0.040817568,0.008852372,0.067397325,0.079055305,0.162315337,0.491814766,0.098990481,#N/A,
tr|E9Q616|E9Q616_MOUSE,Uncharacterized protein,1,1,0.053521698,0.079336172,0.055407978,0.09924382,0.191182745,0.380380591,0.140926996,0,null,
sp|Q9DBL1|ACDSB_MOUSE,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",1,1,0.015258165,0.048208715,0.00775514,0.108475066,0.391595768,0.338052426,0.09065472,0,MIT,
sp|Q8BU14|SEC62_MOUSE,Translocation protein SEC62,1,1,0.112890698,0.140341169,0.119801126,0.237512343,0.18513105,0.122718729,0.054224129,0.027380756,ERT,
sp|Q8CAY6|THIC_MOUSE,"Acetyl-CoA acetyltransferase, cytosolic",1,1,0.062678573,0.061580755,0.021065684,0.068411422,0.037963712,0.060797194,0.080521487,0.606981175,CYT,
sp|P39688|FYN_MOUSE,Tyrosine-protein kinase Fyn (multiple isoforms),1,1,0.284277048,0.247907199,0.049623094,0.180652893,0.111489275,0.076863543,0.049186949,0,#N/A,
sp|Q60692|PSB6_MOUSE,Proteasome subunit beta type-6,1,1,0.042411417,0.0446953,0.010263184,0.048622473,0.039993767,0.038313724,0.062888422,0.712811713,NUC-PSO,
sp|P51410|RL9_MOUSE,60S ribosomal protein L9,1,1,0.043149589,0.071423174,0.038756562,0.124269499,0.121199161,0.127486132,0.41578452,0.057931362,RIB,
tr|Q80X87|Q80X87_MOUSE,"Glia maturation factor, beta",1,1,0.023908967,0.094597883,0.016651856,0.082972161,0.031345475,0.034210945,0.01268152,0.703631192,null,
sp|Q80YE7|DAPK1_MOUSE,Death-associated protein kinase 1 (multiple isoforms),1,1,0.175861088,0.111332723,0.060821629,0.153421098,0.161390962,0.159158714,0.140770219,0.037243567,CYT,
sp|Q9D9B0|CCD70_MOUSE,Coiled-coil domain-containing protein 70,1,1,0.026698345,0.153032597,0.052414633,0.174567885,0.102660217,0.054109241,0.023346816,0.413170265,ECM,
