IPI,UniProt,Name,Log[Intensity],NumPeptides,Mito,ER,Golgi,ERGDV,EE,RE/TGN,PM,PS,Cyto,Notes
IPI00222425,Q8BJL9,"UDP-GLUCURONOSYLTRANSFERASE 2B5, MICROSOMAL, similar to",4.88580116866132,3,,Yes,,,,,,,,
IPI00222430,P31786,"diazepam binding inhibitor ",5.45196013495364,3,,,,,,,,,Probably,"No annotated localization"
IPI00222546,P41104,"ribosomal protein L22 ",4.96393785580315,2,,,,,,Co-migrating,,,,
IPI00222547,P41105,"ribosomal protein L28 ",4.64917305815966,5,,,,,,Co-migrating,,,,
IPI00222549,P04645,"ribosomal protein L30 ",4.03528107657092,5,,Yes,,,,Co-migrating,,,,
IPI00222550,P61514,"ribosomal protein L37a ",3.83366704408156,4,No,,,,,,,,,
IPI00222553,P62274,"ribosomal protein S29 ",4.28334974399458,3,,,Yes,,No,,,,Probably,
IPI00222560,Q9WUK2,"Eukaryotic translation initiation factor 4H ",3.62670470512344,2,,,,,,,Probably,,Yes,"Associating with membranes?"
IPI00222675,Q8BKS9,"hypothetical Pumilio-family RNA binding domains (aka PUM-HD, Pumilio homology domain) containin ",3.846111124,1,Probably,,,,,,,,,"No annotated location"
IPI00222809,Q8CFX1,"GDH/6PGL ENDOPLASMIC BIFUNCTIONAL PROTEIN, similar to",4.40652625188137,5,,Yes,,,,,,,,
IPI00223085,Q8BN11,"hypothetical protein, full insert sequence ",3.89936953815374,2,,,,Probably,,Probably,,,,"No annotated location"
IPI00223092,Q8BMS1,"TRIFUNCTIONAL ENZYME ALPHA SUBUNIT, MITOCHONDRIAL ",4.508558543,5,Yes,,,,,,,,,
IPI00223216,P52196,"thiosulfate sulfurtransferase, mitochondrial ",4.738704634,5,Yes,,,,,,,,,
IPI00223217,P19253,"ribosomal protein L13a ",4.6450968836632,5,,Yes,,,No,Co-migrating,,,,
IPI00223272,Q9ER39,"Torsin A precursor ",3.15449168022311,1,,,Probably,,,,,,,Cytoplasmic
IPI00223415,Q8BP47,"Asparaginyl-tRNA synthetase, cytoplasmic ",3.90760300492796,5,,,,,,,,,Yes,
IPI00223444,Q9Z204,"Heterogeneous nuclear ribonucleoproteins C1/C2 ",3.54622983578894,3,,,Probably,,Probably,Probably,Probably,,,"Cytoplasmic - de Hoog, Foster, Mann (2004) Cell 117(5):649-67"
IPI00223651,Q9JKX3,"Transferrin receptor protein 2 ",4.22163162345293,5,,,,,,Yes,,,,
IPI00223757,P45376,"Aldose reductase ",4.04380101365364,2,,,,,,,,,Yes,
IPI00223855,P37040,"NADPH--cytochrome P450 reductase ",4.69876223619946,5,,Yes,,,,,,,,
IPI00224073,Q8C165,"hypothetical Peptidase family M20/M25/M40 containing protein, full insert sequence ",4.2990074426662,5,,Yes,,,,,,,,"Secretory pathway"
IPI00224151,P22892,"adaptor protein complex AP-1, gamma 1 subunit ",4.20104701069385,5,,,,,,Yes,,,,
IPI00224505,P47963,"ribosomal protein L13 ",4.61866820393482,5,,,,,No,Co-migrating,,,,
IPI00224575,P61979,"Heterogeneous nuclear ribonucleoprotein K ",4.48932846188757,5,,,,Probably,,,,,,"Cytoplasmic - de Hoog, Foster, Mann (2004) Cell 117(5):649-64"
IPI00224626,O55131,"cell division cycle 10 homolog ",3.33183674721232,4,,,,Yes,,,,,,"Membrane associated"
IPI00224740,P10924,"profilin 1 ",4.96160361196254,5,,,,,,,,,Yes,
IPI00225066,P83882,"ribosomal protein L36a ",4.18482372305772,3,,,,,,Co-migrating,Co-migrating,,,
IPI00225072,Q8K1L3,"ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 4, similar to",3.58520393660973,2,,,,,,Probably,,,,"No annotated localization"
IPI00225201,Q8BU30,"Isoleucyl-tRNA synthetase, cytoplasmic ",4.53253052206241,5,,,,,,,,,Yes,
IPI00225254,O88441,"Metaxin 2 ",3.787327016,2,Yes,,,,,,,,,
IPI00225307,Q8CEH3,"seryl-aminoacyl-tRNA synthetase 1, full insert sequence ",3.76294299819425,2,,,,,,,,,Yes,
IPI00225390,P56391,"cytochrome c oxidase, subunit VIb ",3.828882706,2,Yes,,,,,,,,,
IPI00225634,P09388,"ribosomal protein S12, full insert sequence ",4.48370547475983,3,,,,,,Co-migrating,,,,
IPI00225670,Q8BUV3,"GEPHYRIN homolog ",3.5058453218587,4,,,,,,,,,No,Extracellular
IPI00225828,Q8BVD2,"CYTOCHROME P450, 2D9 homolog ",5.10200916150039,5,,Yes,,Yes,,,,,,
IPI00225880,Q8BVI5,"SYNTAXIN 16 ",3.29717538540269,2,No,,,Probably,,Probably,Probably,,,"Intracellular traffic"
IPI00225992,Q8C5R8,"ribose-phosphate pyrophosphokinase (EC 2.7.6.1) catalytic chain I homolog ",3.30886521889936,4,,,,,,,,Probably,,
IPI00226140,Q8BW75,"amine oxidase (flavin-containing) (EC 1.4.3.4) B homolog ",4.038818234,5,Yes,,,,,,,,,
IPI00226218,Q8C6B0,"hypothetical S-adenosyl-L-methionine-dependent methyltransferases structure containing protein, full ",4.28329151831361,3,,Probably,,Probably,,,,,,"No annotated location"
IPI00226234,P27612,"phospholipase A2, activating protein, full insert sequence ",3.84828353146877,2,,,,,,,,,Yes,
IPI00226356,Q9JL07,"tocopherol (alpha) transfer protein, full insert sequence ",3.64439643578536,3,,,,,,,Probably,,Yes,Cytoplasmic
IPI00226430,Q8BWT1,"3-KETOACYL-COA THIOLASE, MITOCHONDRIAL (EC 2.3.1.16) (BETA- KETOTHIOLASE) (ACETYL-COA ACYLTRANSFE ",5.231796144,5,Yes,,,,,,,,,
IPI00226656,Q8C7E7,"genethonin 1, similar to",3.96840315689929,5,,,,Probably,,Probably,Probably,,Probably,
IPI00226720,Q8C7K2,"cytochrome P450, 2c38, full insert sequence ",3.79143602688555,5,,,,Yes,,,,,,
IPI00226993,P10639,"thioredoxin 1 ",4.90810915152992,2,,,,,,,,,Yes,
IPI00227106,Q8BYH5,"GOLGI-SPECIFIC BREFELDIN A-RESISTANCE GUANINE NUCLEOTIDE EXCHANGE FACTOR 1 ",3.49251881279677,3,Probably,,Yes,,,,,,Yes,
IPI00227140,Q61781,"Keratin, type I cytoskeletal 14 ",4.272416075,1,Probably,,,,,,,,,Cytoskeleton
IPI00227299,P20152,"vimentin ",4.28713363548411,5,,,,,,,Yes,,,
IPI00227392,P11576,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide ",4.83123108290209,4,,,,,,,,,Yes,
IPI00227432,Q8BZ98,"DYNAMIN 3 (EC 3.6.1.50) (DYNAMIN, TESTICULAR) (T-DYNAMIN) homolog ",4.01302680001131,5,Yes,,,,,Yes,Yes,,Yes,
IPI00227678,Q8BZS6,"SLA/LP AUTOANTIGEN homolog ",3.71500703420557,1,,,,,,Probably,Probably,,,Cytoplasmic
IPI00227822,Q9JII6,"Alcohol dehydrogenase ",5.35112931199218,5,,,,,,,,,Yes,
IPI00227835,P58771,"Tropomyosin 1 alpha chain ",3.78402150308284,2,,,,,,,Probably,,Yes,Cytoskeleton
IPI00227851,Q9ESE1,"LBA ",3.52997343710603,3,,,,,,Yes,,,Yes,
IPI00228131,Q8CAP0,"hypothetical protein, full insert sequence ",3.36679458374036,5,,,Probably,Probably,,,,,,"No annotated location"
IPI00228253,Q99K88,"t-complex protein 1, related sequence 1, full insert sequence ",4.81422489852864,5,,,,Yes,,,Probably,,Yes,Cytoplasmic
IPI00228343,P22315,"ferrochelatase ",4.300250273,1,Yes,,,,,,,,,
IPI00228491,Q8C7W2,"hypothetical protein, full insert sequence ",3.46776163445136,5,,,,,,,,,Probably,"No annotated location"
IPI00228526,Q9Z1G4,"Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1 ",3.58248827004263,5,,,,,Yes,,,,,
IPI00228630,Q9QXD6,"fructose bisphosphatase 1 ",5.81099295425074,5,,,,,,,,,Yes,
IPI00228633,P06745,"glucose phosphate isomerase 1 ",5.03133460828532,5,,,,,,,,,Yes,
IPI00228820,P15626,"glutathione S-transferase, mu 2 ",5.77674345563504,4,,,,,,,Probably,,Yes,
IPI00228883,Q8CDP5,"PDZ domain containing 1, full insert sequence ",4.09725916140616,5,,Probably,,,,,,,,"No annotated location"
IPI00229078,Q61767,"hydroxysteroid dehydrogenase-4, delta<5>-3-beta ",4.17344884296227,4,Yes,Yes,,,,,,,,
IPI00229080,P11499,"Heat shock protein 84b ",5.59009823986173,5,,,,,,,,,Yes,
IPI00229483,Q8CGF4,"Hypothetical protein 2610204K03Rik ",4.11877422468313,5,,,,Yes,,,,,,
IPI00229527,P24527,"leukotriene A4 hydrolase ",3.95869801912964,5,,,,,,,,,Yes,
IPI00229613,Q9QXZ0,"Microtubule-actin crosslinking factor 1 ",4.70515214755948,1,,,,,,,,,Yes,
IPI00229705,Q8BW32,"Dihydropyrimidine dehydrogenase ",4.50173403082925,5,,,,,,,,,Yes,
IPI00229796,Q8CI94,"Glycogen phosphorylase, brain form ",5.66876268211066,4,,,,,,,Probably,,,"No annotated location"
IPI00229805,P17426,"Adapter-related protein complex 2 alpha 1 subunit ",4.16045217735062,5,,,,Yes,,,Yes,Probably,,"Part of cargo targetted for destruction"
IPI00229834,Q9ET41,"COATOMER ALPHA SUBUNIT ",4.28377312643409,5,,Yes,Yes,Yes,Yes,Yes,No,,,
IPI00229835,Q8QZW4,"BC034834 protein ",4.41120807395372,5,,Yes,,,,Probably,,,,"No annotated localization"
IPI00230002,P09411,"phosphoglycerate kinase 1 ",5.35224604172443,5,,,,,,,,,Yes,
IPI00230011,P35279,"Ras-related protein Rab-6A ",3.94615359715258,5,,,,Yes,Yes,Yes,,,,
IPI00230034,O35215,"D-dopachrome tautomerase ",5.80277591122105,5,,,,,,,,,Yes,
IPI00230035,Q62167,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked ",4.70704333020255,5,,,,,,No,,,,
IPI00230044,P21107,"Tropomyosin alpha 3 chain ",4.02225456268521,4,,,,,,,,,Yes,
IPI00230084,Q9DBF1,"aldehyde dehydrogenase family 7, member A1 ",4.96688654102782,5,Probably,,,,,,,,Yes,
IPI00230113,P56395,"cytochrome b-5 ",5.41099981319545,5,,Yes,,,,,,Probably,,
IPI00230139,P30416,"FK506 binding protein 4 ",3.69930841227635,5,,,,,,,,,Yes,
IPI00230145,P09528,"ferritin heavy chain ",4.48010545278229,1,,,,,,,,,Yes,
IPI00230185,P13707,"glycerol-3-phosphate dehydrogenase 1 (soluble) ",5.02724243040123,5,,Probably,,,,Probably,,,Yes,
IPI00230204,P05201,"glutamate oxaloacetate transaminase 1, soluble ",5.10628115454972,5,,,,,,,,,Yes,
IPI00230212,P10649,"glutathione S-transferase, mu 1 ",6.13423541156098,5,,,,,,,,,Yes,
IPI00230241,P56382,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit ",4.011597494,1,Yes,,,,,,,,,
IPI00230264,P27661,"H2A histone family, member X ",4.10874525476554,2,,,Probably,Probably,,,,,,"Biosynthesis - mostly in nucleus."
IPI00230319,Q9JJL3,"Solute carrier organic anion transporter family member 1B2 ",3.92052385339844,5,,No,,,,,,,,
IPI00230351,Q9Z1Z4,"Sdha protein ",4.54749021528292,5,Yes,,,,,,,,Yes,
IPI00230355,Q8R050,"G1 to phase transition 1 ",3.38927839582636,2,,,,,,,,,Probably,"No annotated location"
IPI00230365,Q9QWL7,"keratin complex 1, acidic, gene 17 ",5.402977909,3,Probably,,,,,,,,,Cytoskeleton
IPI00230415,Q9Z0N1,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked ",3.93440661987638,5,Probably,,,,,,Probably,,Yes,"Associating with membranes?"
IPI00230416,Q9Z0N2,"eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked ",3.9078101484158,5,Probably,Yes,,,,,,,Yes,"Associating with membranes?"
IPI00230422,Q61335,"B-cell receptor-associated protein 31 ",3.77065503193318,5,,Yes,,,,Yes,,,,
IPI00230427,P34884,"macrophage migration inhibitory factor ",5.02797597812269,3,,,,,,,Probably,,Probably,
IPI00230440,P50247,"S-adenosylhomocysteine hydrolase ",6.05848800461629,5,,,,,,,,,Yes,
IPI00230507,Q9DCX2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d ",4.366932642,5,Yes,,,,,,,,,
IPI00230512,P40630,"Transcription factor A, mitochondrial precursor ",2.473690211,1,Yes,,,,,,,,,
IPI00230540,Q60932,"Voltage-dependent anion-selective channel protein 1 ",4.025960861,5,Yes,,,,,,,,,
IPI00230550,P50171,"Estradiol 17-beta-dehydrogenase 8 ",3.761274211,1,Yes,,,,,,,,,
IPI00230594,P04919,"Ensembl_locations(Chr-bp):None Splice isoform Kidney of P04919 Band 3 anion transport protein ",3.139006623,4,No,,,,,,,,,
IPI00230602,Q61584,"Fragile X mental retardation syndrome related protein 1 homolog ",3.11130480344722,2,,,Yes,Yes,,,,,,"Cytoplasmic localization"
IPI00230623,P02433,"ribosomal protein L32 ",3.88401799376196,5,,,,Yes,,Co-migrating,,,Probably,
IPI00230649,O08573,"Galectin-9 ",4.56225105442644,5,,,,Yes,,,,,Yes,
IPI00230682,Q9CQV8,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide ",4.85650731124241,5,,,,,,,,,Yes,
IPI00230692,Q91ZU6,"Bullous pemphigoid antigen 1, isoforms 1/2/3/4 ",4.258725536,1,Probably,,,,,,,,,"Associated with mitochondria?"
IPI00230707,P61982,"14-3-3 protein gamma",4.78696149847817,5,,,,,,,,,Yes,
IPI00230715,Q9ERS2,"genes associated with retinoid-IFN-induced mortality 19 ",3.831484055,3,Yes,,,,,,,,,
IPI00230766,P32848,"parvalbumin ",3.76766921090019,3,,,,,,,,,Yes,
IPI00230767,P14131,"ribosomal protein S16 ",4.95265733285851,5,,Yes,,,,,,,Probably,
IPI00261455,,"Ensembl_locations(Chr-bp):6-148168835 ",4.27639295049109,4,,,,,,Probably,,,,
IPI00262743,Q9CY27,"Synaptic glycoprotein SC2 ",4.05403100127413,3,,Probably,,Probably,,,,,,"Transmembrane protein"
IPI00263313,P32233,"Developmentally regulated GTP-binding protein 1 ",3.80554454015452,2,,,Probably,Probably,,Probably,,,,"No annotated localization"
IPI00263863,Q64433,"10 kDa heat shock protein, mitochondrial ",4.251737982,3,Yes,,,,,,,,,
IPI00265025,Q9R0N0,"Galactokinase 1 ",4.30107207892474,4,,,,,,,,,Yes,
IPI00265274,,"Ensembl_locations(Chr-bp):8-106303609 ",4.50280969828283,5,,Probably,,,,,,,,
IPI00265352,Q8BGT5,"alanine aminotransferase, similar to",3.78980174361177,2,Yes,,,,,,,,Probably,
IPI00266188,P45591,"Cofilin, muscle isoform ",4.00308327626906,5,,,,,,,,,Yes,
IPI00266909,Q8BV47,"RAS GTPASE-ACTIVATING-LIKE PROTEIN IQGAP2 homolog ",3.97768614367393,5,,,,,,,,,Probably,"No annotated location"
IPI00267105,Q9DBN1,"RIKEN cDNA 1300002K09 ",3.17284642773208,2,,,,Probably,,,,,,
IPI00267407,Q91WS6,"Aldh8a1 protein ",5.22923385531249,5,,,,,,Yes,,,Yes,
IPI00267490,,"Ensembl_locations(Chr-bp):16-20159058 ",4.0621997911976,5,,,,,,,Probably,,Probably,
IPI00268157,Q9JLJ4,"Elongation of very long chain fatty acids protein 2 ",3.88398046394217,2,,Yes,,,,,,,,
IPI00268553,Q9CVF5,"NAD(P)H menadione oxidoreductase 2, dioxin inducible, full insert sequence. ",4.06942822290603,4,,,,,,,,,Probably,"No annotated location"
IPI00269029,Q8BWP9,"130 kDa GOLGI-LOCALIZED PHOSPHOPROTEIN , similar to",3.66061572479481,4,,,Yes,,,,,,,
IPI00269031,Q9JMH6,"Thioredoxin reductase 1, cytoplasmic ",4.26168058270647,5,,,,,,,,,Yes,
IPI00269076,Q9WTP6,"adenylate kinase 2, full insert sequence ",3.92244355521847,5,Yes,,,,,No,,,Probably,
IPI00269265,Q80VW0,"cytochrome P450, family 2, subfamily c, polypeptide 70 ",4.42739595023898,5,,Yes,,,,,,,,
IPI00269481,P47757,"F-actin capping protein beta subunit ",3.64226539157127,3,,,,Probably,,,,,Probably,"Cytoskeletal - associated with organelles?"
IPI00269613,Q9QZD9,"Eukaryotic translation initiation factor 3 subunit 2 ",4.22704060701796,5,,,,,,,,,Yes,
IPI00269811,Q91WU3,"Cystathionine beta-synthase, isoform 2 ",4.0793579913568,5,,,,,,,,,Yes,
IPI00270064,Q99PU8,"HELG ",4.483713233,2,No,,,,,,,,,
IPI00271059,Q91ZR1,"Ras-related protein Rab-4B ",4.22756093179505,2,,No,,,,Yes,Yes,,,
IPI00271726,Q9D1B9,"39S ribosomal protein L28, mitochondrial precursor ",2.877283187,2,Yes,,,,,,,,,
IPI00271986,P56135,"ATP synthase f chain, mitochondrial ",4.071901433,2,Yes,,,,,,,,,
IPI00272238,O08663,"Methionine aminopeptidase 2 ",3.21707521129848,3,,,,,,Probably,,,,"No annotated location"
IPI00272622,Q8BP48,"Methionine aminopeptidase 1 ",3.49047803487836,2,,,,,,Probably,Probably,,,"No annotated location"
IPI00272878,P39053,"Dynamin-1 ",3.95344312324236,5,,,,,,Yes,,,,
IPI00273146,Q8BJ64,"Choline dehydrogenase, mitochondrial precursor ",3.66150469,5,Yes,,,,,,,,,
IPI00273164,Q8BWF0,"SUCCINATE SEMIALDEHYDE DEHYDROGENASE (EC 1.2.1.24) (NAD(+)-DEPENDENT SUCCINIC SEMIALDEHYDE DEHYDROG ",3.75818231,1,Yes,,,,,,,,,
IPI00273646,P16858,"glyceraldehyde-3-phosphate dehydrogenase, similar to",5.77833218706818,5,,,,,,,,,Yes,
IPI00273803,Q9CZM2,"ribosomal protein L15 ",4.46341840566875,5,,,,Yes,,Co-migrating,,,,
IPI00274004,Q99KF1,"Glycoprotein 25L2 precursor ",3.74416687714571,3,,Yes,,Yes,,No,,,,
IPI00274222,Q9D7B6,"Acyl-CoA dehydrogenase family member 8, mitochondrial precursor ",2.376924651,4,Yes,,,,,,,,,
IPI00274407,Q8BFR5,"ELONGATION FACTOR TU, MITOCHONDRIAL ",4.290408868,3,Yes,,,,,,,,,
IPI00275907,Q8CHH7,"HSGCN1 homolog ",3.88840890204721,3,,,,,,Probably,,,,"No annotated location"
IPI00276926,Q8JZU2,"Solute carrier family 25, member 1 ",3.921110593,4,Yes,,,,,,,,,
IPI00277066,Q80XR6,"Hnrpab protein ",3.94450627505841,3,,,,,,,No,,No,
IPI00278498,P61211,"ADP-ribosylation factor-like protein 1 ",3.30537301157728,1,,,Yes,,,,,,,
IPI00278804,Q8K021,"Secretory carrier-associated membrane protein 1 ",3.94662466581794,4,,,,,Yes,,,,,
IPI00279079,Q8K0E8,"Fibrinogen, B beta polypeptide ",4.25319125006399,5,,Yes,,Yes,,,,,,"Secretory pathway"
IPI00279218,Q8R146,"Acylamino-acid-releasing enzyme ",3.83227697776909,4,,,,,,,,,Yes,
IPI00279474,Q8R3D2,"Uridindiphosphoglucosepyrophosphorylase 2 ",4.98538911954935,5,,,,,,Probably,Probably,,Probably,"No annotated location"
IPI00280873,Q8BXF6,"hypothetical Initiation factor 2B containing protein, full insert sequence ",2.7458138803273,2,,,,,,,,,Yes,"Translation initiation complex"
IPI00281704,,"Ensembl_locations(Chr-bp):19-28563258 ",4.24854847023814,5,,,,Probably,,,,,,
IPI00283511,Q8K183,"Pyridoxal kinase ",4.07733427679913,4,,,,,,,,,Yes,
IPI00283531,P19157,"Glutathione S-transferase P 1 ",6.31416327065773,5,,,,,,,,,Yes,
IPI00283577,,"Ensembl_locations(Chr-bp):15-84130612 ",5.45343202929557,5,,Probably,,,,Probably,Probably,,,
IPI00283862,Q9R1P4,"Proteasome subunit alpha type 1 ",4.13626621594912,5,,,,,,,,Yes,,
IPI00284145,Q6IRU5,"Hypothetical protein ",4.37211494320827,5,,,,,,,Yes,,,
IPI00284595,Q8R0M3,"SEC24 related gene family, member D ",4.23177440533198,5,,Yes,,Yes,Yes,,,,,
IPI00284806,P00493,"Hypoxanthine-guanine phosphoribosyltransferase ",4.10326766093273,5,,,,,,,,,Yes,
IPI00284934,Q8VE22,"Mitochondrial ribosomal protein S23 ",3.507495727,1,Yes,,,,,,,,,
IPI00285029,Q6PB72,"Fatty acid synthase ",5.25130321614919,5,,,,,,,,Probably,Probably,
IPI00307837,P10126,"Elongation factor 1-alpha 1 ",5.6548636172775,5,,Yes,,Yes,,Co-migrating,Co-migrating,,Yes,
IPI00308162,Q8BH59,"Calcium-binding mitochondrial carrier protein Aralar1 ",4.015191619,4,Yes,,,,,,,,,
IPI00308324,P26043,"Radixin ",4.32664563941052,5,,Probably,,,,Probably,,,Yes,Cytoskeleton
IPI00308328,P33267,"Cytochrome P450 2F2 ",5.07275245085732,5,,Yes,,,,,Probably,,,"Extracellular - interacting with membrane?"
IPI00308882,Q91VD9,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial precursor ",3.952522195,5,Yes,,,,,,,,,
IPI00308885,P19226,"60 kDa heat shock protein, mitochondrial precursor ",4.867899953,5,Yes,,,,,,,,,
IPI00308959,Q8VEE9,"Proteasome 26S non-ATPase subunit 5 ",3.51497778105232,2,,,,,,,,,Yes,
IPI00308971,Q07113,"Cation-independent mannose-6-phosphate receptor precursor ",3.18412193399865,2,,,,,,Yes,Yes,,,
IPI00309035,Q91YQ5,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit precursor ",4.195772539,5,No,,,,,,,,,
IPI00309073,O08601,"Microsomal triglyceride transfer protein large subunit precursor ",4.86296749388579,5,,Yes,,,,,,,,
IPI00309768,O70400,"PDZ and LIM domain protein 1 ",3.63038242912432,2,,,,,,,,,Yes,
IPI00310035,P35505,"Fumarylacetoacetase ",5.76584847427591,5,,,,,,Probably,Probably,,Probably,"No annotated location"
IPI00310059,O70570,"Polymeric-immunoglobulin receptor precursor ",3.84953131145111,5,,,,,Yes,Yes,,,,Endocytosed
IPI00310109,Q8BSG8,"lysosomal membrane glycoprotein 2, full insert sequence ",4.51300157567973,5,,,,,,Yes,,,,
IPI00310240,P14824,"annexin A6, full insert sequence ",4.20065294402488,5,,Yes,,Yes,,,,,Yes,
IPI00310658,Q8VC28,"Aldo-keto reductase family 1 member C13 ",4.56301354530929,5,,,,,,,,,Yes,
IPI00310669,Q8VC30,"cDNA sequence BC021917 ",5.11652391616547,5,,,,,,,,,Yes,
IPI00310903,Q8VCC1,"Hpgd protein ",3.90852740411851,2,,,,,,,,,Probably,"No annotated location"
IPI00311236,P14148,"60S ribosomal protein L7 ",5.23931992509646,5,,,,,,Co-migrating,,,,
IPI00311334,Q8VCX0,"cytochrome P450, family 2, subfamily d, polypeptide 13 ",4.58012871276885,5,,,Probably,,,,Probably,,,"No annotated localization"
IPI00311369,Q9JKB1,"Ubiquitin carboxyl-terminal hydrolase isozyme L3 ",3.60108473156631,2,,,,,,,,,Yes,
IPI00311395,Q922E4,"Ethanolamine-phosphate cytidylyltransferase ",3.41205961992847,4,,,,,,,,,Probably,"No annotated localization"
IPI00311493,P05784,"keratin complex 1, acidic, gene 18 ",5.32796976207651,5,,,,,,,Probably,,,Cytoskeleton
IPI00311594,Q922S1,"Farsla protein ",4.19022991699103,5,,,,,,Yes,,,,"Cytoplasmic localization"
IPI00311809,P14246,"Solute carrier family 2, facilitated glucose transporter, member 2 ",4.08867503648688,1,,No,,,Probably,,,,,Endocytosed?
IPI00311827,Q8BW68,"DEAD (aspartate-glutamate-alanine-aspartate) box polypeptide 6, full insert sequenc ",3.5868677352439,3,,,,,,Probably,,,Probably,"No annotated localization"
IPI00311934,P46460,"Vesicle-fusing ATPase ",3.90586891007664,5,,,,Yes,Yes,,,,,
IPI00312058,P24270,"catalase 1, full insert sequence ",5.1725264438407,5,No,,,,,Probably,,,,Peroxisomal
IPI00312063,P35951,"Low-density lipoprotein receptor precursor ",3.95911443429502,5,,,,,,Yes,,,,
IPI00312468,Q8BWY3,"Eukaryotic peptide chain release factor subunit 1 ",3.59036985656224,4,,Probably,,,,Probably,,,,"Associating with membranes?"
IPI00313201,P01942,"hemoglobin, beta adult major chain, full insert sequence ",5.72533981994571,5,,,,,,,,,No,
IPI00313222,P47911,"Ribosomal protein L6 ",5.0196843566228,5,,Yes,,Yes,,Co-migrating,,,,
IPI00313236,Q91VD5,"Solute carrier family 27 (Fatty acid transporter), member 5 ",4.69516306120619,5,,No,,,,,,,,
IPI00313275,Q91VH2,"Sorting nexin 9 ",3.80707638407309,4,,,,,,Yes,Yes,,,
IPI00313296,Q91VI7,"Ribonuclease/angiogenin inhibitor 1 ",3.77739348950539,4,,,,,,,,,Probably,"No annotation location"
IPI00313475,Q91VR2,"ATP synthase gamma chain, mitochondrial precursor ",4.41315831,5,Yes,,,,,,,,,
IPI00313558,Q91W48,"archain 1 ",4.2615810778769,5,,,,,,,Yes,,,
IPI00313841,P51863,"Vacuolar ATP synthase subunit d ",3.95203973942948,3,,,,,,Yes,,,,
IPI00314153,Q91WQ3,"Tyrosyl-tRNA synthetase, cytoplasmic ",3.75467881663256,5,,,,,,,,,Yes,
IPI00314191,P48758,"Carbonyl reductase 1 ",4.49439170630082,5,,,,,,,,,Yes,
IPI00314202,Q8C1I3,"Bile acid CoA: amino acid N-acyltransferase ",4.13655351075636,1,,,,,,,,,Yes,
IPI00314225,Q91X44,"glucokinase regulatory protein ",4.10217602487752,5,,,,,,,,,Probably,"Involved in nuclear import"
IPI00314510,Q91XE4,"Aspartoacylase 2 ",3.77184402871178,3,,,,,,,,,Yes,
IPI00314513,Q91XE8,"Hypothetical protein ",4.44844203930225,2,,,Probably,,,,,,,"No annotated location"
IPI00314673,Q91Y74,"Sialyltransferase 4C ",3.60013347632659,2,,,Yes,Yes,,,,,,
IPI00314736,O35381,"Acidic leucine-rich nuclear phosphoprotein 32 family member A ",4.00944527158897,5,,,,,,,,,Probably,"Leakage from nucleus? Non-exclusive nuclear localization?"
IPI00314748,O88342,"WD repeat domain 1 ",4.16004825283976,5,,,,,,Probably,Probably,,Yes,Cytoskeletal
IPI00314788,Q91YI0,"Argininosuccinate lyase ",5.93366668952689,5,,,,,,,Probably,,Yes,"Associated with membranes?"
IPI00314793,Q9CWB1,"pyruvate kinase 3, full insert sequence. ",3.68784400140542,4,,,,,,,,,Yes,
IPI00314831,Q91YP5,"ELAV ",3.63425611841227,2,,,,,,Probably,Probably,,,"No annotated localization"
IPI00314844,Q91YR1,"Twinfilin 1 ",3.57198128510023,3,,,,,,,,,Yes,
IPI00314883,P39054,"Dynamin 2 ",4.30014504235025,5,,,,,,Yes,Yes,,Yes,
IPI00314886,Q91YW3,"DnaJ (Hsp40) homolog, subfamily C, member 3 ",4.02368267437045,5,,Yes,,,,,,,,
IPI00314909,O35423,"Serine--pyruvate aminotransferase, mitochondrial precursor ",3.99706809590904,3,Yes,,,,,,,,Probably,
IPI00314948,O88428,"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthethase 2 ",3.9516167020069,5,,,,,,Probably,Probably,,Probably,
IPI00314950,P14869,"60S acidic ribosomal protein P0 ",5.00220868240463,5,,Yes,,,,Co-migrating,,,,
IPI00314972,Q91ZA3,"Propionyl CoA-carboxylase alpha-subunit ",2.432076245,4,Yes,,,,,,,,,
IPI00315100,Q9QUI0,"Transforming protein RhoA ",3.6695798926847,2,,Probably,Probably,,Probably,,Yes,,,Cytoplasmic
IPI00315135,Q9CPQ3,"Mitochondrial import receptor subunit TOM22 homolog ",3.324183527,2,Yes,,,,,,,,,
IPI00315166,Q9CQ16,"ribosomal protein L27a, full insert sequence ",4.68641606059037,3,,,,,,Co-migrating,Co-migrating,,,
