Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Marker,Min across,log H/L Con01_04K,log H/L Con01_10K,log H/L Con01_20K,log H/L Con01_40K,log H/L Con01_80K,log H/L Con02_04K,log H/L Con02_10K,log H/L Con02_20K,log H/L Con02_40K,log H/L Con02_80K,log H/L Pra01_04K,log H/L Pra01_10K,log H/L Pra01_20K,log H/L Pra01_40K,log H/L Pra01_80K,log H/L Pra02_04K,log H/L Pra02_10K,log H/L Pra02_20K,log H/L Pra02_40K,log H/L Pra02_80K,log H/L Tam01_04K,log H/L Tam01_10K,log H/L Tam01_20K,log H/L Tam01_40K,log H/L Tam01_80K,log H/L Tam02_04K,log H/L Tam02_10K,log H/L Tam02_20K,log H/L Tam02_40K,log H/L Tam02_80K
Q80YV3,Q80YV3,Transformation/transcription domain-associated protein,Trrap,sp|Q80YV3|TRRAP_MOUSE Transformation/transcription domain-associated protein OS=Mus musculus OX=10090 GN=Trrap PE=1 SV=2,,4,-0.312714111,-0.028711004,0.489116153,0.217482102,-0.343232461,-0.47449701,-0.209072747,0.007929378,-0.62083318,-0.632422836,-0.750227016,-0.46347624,0.09991489,0.165183659,-0.42721648,0.229371299,0.908199093,0.910688986,0.119085302,-0.539889994,-0.785463329,-0.359036942,0.005235193,0.120213338,-0.383712488,0.02081312,0.208244428,0.8008587,0.268877234,-0.315698113
Q810A7;Q810A7-2,Q810A7;Q810A7-2,ATP-dependent RNA helicase DDX42,Ddx42,sp|Q810A7|DDX42_MOUSE ATP-dependent RNA helicase DDX42 OS=Mus musculus OX=10090 GN=Ddx42 PE=1 SV=3;sp|Q810A7-2|DDX42_MOUSE Isoform 2 of ATP-dependent RNA helicase DDX42 OS=Mus musculus OX=10090 GN=Ddx42,,6,0.198539561,0.473508796,-0.377095375,-1.395968956,-1.906516688,-0.127405074,0.209824966,-0.461011281,-1.468748048,-2.32638593,-0.332774794,0.075659161,-0.599069675,-1.536935901,-2.226208537,0.534771014,1.21166817,-0.393591691,-1.119857791,-1.728041081,-0.532355818,-0.222590325,-1.022141812,-1.808804642,-2.137421649,0.100449543,0.354813636,-0.442193907,-1.337201403,-2.011380398
Q810U5-3;Q810U5;Q810U5-2,Q810U5-3;Q810U5;Q810U5-2,Coiled-coil domain-containing protein 50,Ccdc50,sp|Q810U5-3|CCD50_MOUSE Isoform 3 of Coiled-coil domain-containing protein 50 OS=Mus musculus OX=10090 GN=Ccdc50;sp|Q810U5|CCD50_MOUSE Coiled-coil domain-containing protein 50 OS=Mus musculus OX=10090 GN=Ccdc50 PE=1 SV=1;sp|Q810U5-2|CCD50_MOUSE Isoform 2 o,,5,-0.285681067,-0.42303536,-0.124753995,0.201271874,-0.237289751,-0.211867683,0.074832908,0.228210269,0.618693078,-0.158564278,-0.332227478,-0.353300584,-0.053467988,0.142288901,-0.424085642,-0.723609807,-0.974213649,-0.319327549,-0.301291331,-0.251754698,0.31280955,0.425699677,0.491402339,0.154558975,-0.067035002,-0.106429948,-0.041083204,0.213988329,0.153368232,-0.2235737
Q811D0-2;Q811D0-3,Q811D0-2;Q811D0-3,Disks large homolog 1,Dlg1,sp|Q811D0-2|DLG1_MOUSE Isoform 2 of Disks large homolog 1 OS=Mus musculus OX=10090 GN=Dlg1;sp|Q811D0-3|DLG1_MOUSE Isoform 3 of Disks large homolog 1 OS=Mus musculus OX=10090 GN=Dlg1,,10,0.107526887,-0.447631097,0.062598679,0.890676339,1.964174914,0.134976163,-0.434930422,-0.050847697,0.819094272,1.845939151,0.419648341,-0.45809948,0.069112325,0.969673809,1.985078144,-0.398951407,-0.930518521,-0.325640716,0.555874487,2.226356487,0.168780314,-0.25636015,-0.056741724,0.83395547,1.952829674,-0.194196217,-0.684727499,-0.085075226,0.391052886,2.288988585
Q811M1;Q811M1-2;Q811M1-3;Q811M1-4,Q811M1;Q811M1-2,Rho GTPase-activating protein 15,Arhgap15,sp|Q811M1|RHG15_MOUSE Rho GTPase-activating protein 15 OS=Mus musculus OX=10090 GN=Arhgap15 PE=1 SV=1;sp|Q811M1-2|RHG15_MOUSE Isoform 2 of Rho GTPase-activating protein 15 OS=Mus musculus OX=10090 GN=Arhgap15,,2,-0.097818522,0.160989615,0.367959298,0.008502588,-0.777893508,-0.458685148,-0.016661879,0.29051269,0.129047205,-1.174048021,-0.389926534,0.032416775,0.232221377,-0.072072718,-0.724324794,-0.229558629,-0.241531918,0.237558589,-0.668151838,-1.130907966,-0.47787273,0.087895622,0.478543376,0.136217907,-0.499211961,-0.112510653,0.215191394,0.746039532,-0.150402703,-1.009406107
Q8BFQ4,Q8BFQ4,WD repeat-containing protein 82,Wdr82,sp|Q8BFQ4|WDR82_MOUSE WD repeat-containing protein 82 OS=Mus musculus OX=10090 GN=Wdr82 PE=1 SV=1,,3,-0.007729509,0.252461773,0.231923582,-0.571523113,-1.61987839,-0.11651761,-0.007011939,0.055084971,-0.658258635,-1.819351966,-0.397270124,-0.319675364,0.028857182,-0.684899934,-1.621758857,0.494873193,1.066864782,0.639644739,-0.436258883,-1.49732049,-0.374662527,-0.334638455,-0.11452411,-0.664847845,-1.636057431,0.143811333,0.268182297,0.247116419,-0.655905234,-1.595545721
Q8BFR5;Q8BFR5-2,Q8BFR5;Q8BFR5-2,"Elongation factor Tu, mitochondrial",Tufm,"sp|Q8BFR5|EFTU_MOUSE Elongation factor Tu, mitochondrial OS=Mus musculus OX=10090 GN=Tufm PE=1 SV=1;sp|Q8BFR5-2|EFTU_MOUSE Isoform 2 of Elongation factor Tu, mitochondrial OS=Mus musculus OX=10090 GN=Tufm",,5,-1.187750731,0.314437806,4.64943109,5.248380378,5.220576766,-1.737074294,-0.252881508,3.830470174,3.922813269,3.312644992,-1.511110434,0.271760056,4.644893221,4.708011976,4.45861456,-0.908690013,-0.089694412,3.809754375,3.61223345,2.869031563,-1.067748567,0.693591484,3.706434901,3.135055505,2.927712024,-1.280254545,-0.374028835,2.886707538,2.960654679,2.466798114
Q8BFY9-2;Q8BFY9,Q8BFY9-2;Q8BFY9,Transportin-1,Tnpo1,sp|Q8BFY9-2|TNPO1_MOUSE Isoform 2 of Transportin-1 OS=Mus musculus OX=10090 GN=Tnpo1;sp|Q8BFY9|TNPO1_MOUSE Transportin-1 OS=Mus musculus OX=10090 GN=Tnpo1 PE=1 SV=2,,4,-0.806120608,0.003142209,0.424500278,0.270884725,-0.063263115,-0.49263054,-0.041380175,0.397606101,0.256076464,-0.003400786,-0.502207581,0.429226941,0.645013603,0.156693864,0.12371753,-0.897585716,-0.174607055,0.479228943,0.348025746,0.17579075,-0.755320946,-0.325251783,-0.139255641,-0.33663343,-0.371496257,-0.728722495,-0.494381477,0.032424619,0.084150276,-0.17051552
Q8BG07-2;Q8BG07,Q8BG07-2;Q8BG07,Phospholipase D4,Pld4,sp|Q8BG07-2|PLD4_MOUSE Isoform 2 of Phospholipase D4 OS=Mus musculus OX=10090 GN=Pld4;sp|Q8BG07|PLD4_MOUSE Phospholipase D4 OS=Mus musculus OX=10090 GN=Pld4 PE=1 SV=1,,6,0.207716095,-0.87362713,0.80423877,2.067976859,2.280083646,0.023741282,-1.137326102,0.385457562,1.522503971,1.549388371,-0.15968364,-0.446495942,1.544028866,1.66166306,1.144011605,0.533244121,-0.639414172,1.158544015,1.316149051,0.969331955,-0.619388038,-0.073158014,1.499158823,1.824803665,1.421929368,-0.110547506,-1.061603703,0.753101278,1.023899778,0.847577007
Q8BG81,Q8BG81,Polymerase delta-interacting protein 3,Poldip3,sp|Q8BG81|PDIP3_MOUSE Polymerase delta-interacting protein 3 OS=Mus musculus OX=10090 GN=Poldip3 PE=1 SV=1,,10,0.722128561,0.729885137,-0.387492677,-1.934998686,-2.608509078,0.534065369,0.534700345,-0.947446604,-2.125711256,-2.787544258,0.350499614,0.387900906,-0.634580803,-1.919653937,-2.65943606,1.355502618,1.693849618,-0.528566048,-1.742785489,-2.086852595,0.185539081,0.12710533,-1.311686607,-2.234325451,-2.673356351,0.838670064,0.540181548,-0.987699151,-2.114815616,-2.461351687
Q8BGB2,Q8BGB2,Tetratricopeptide repeat protein 7A,Ttc7a,sp|Q8BGB2|TTC7A_MOUSE Tetratricopeptide repeat protein 7A OS=Mus musculus OX=10090 GN=Ttc7a PE=1 SV=1,,5,-0.061700985,-0.235652207,-0.133986869,0.093635456,-0.036353953,0.331177024,-0.302705519,-0.194833743,0.39264051,0.245613875,0.342523132,-0.375808768,-0.13341659,0.116531874,0.260558123,-0.468415479,-0.953094893,-0.519392036,0.027056332,0.09830277,0.269496273,-0.253023705,-0.208309845,0.43360326,0.519222417,-0.093267568,-0.585047595,-0.281475563,0.103116946,0.287659101
Q8BGH2,Q8BGH2,Sorting and assembly machinery component 50 homolog,Samm50,sp|Q8BGH2|SAM50_MOUSE Sorting and assembly machinery component 50 homolog OS=Mus musculus OX=10090 GN=Samm50 PE=1 SV=1,,3,-1.121275241,0.179368145,3.127637731,4.465621698,4.849436133,-1.129462746,-0.055193402,3.074370333,4.30990752,2.676574055,-1.433140525,0.092199589,3.72217394,3.391551101,2.946611108,-0.453028441,0.158586445,2.792481468,1.691442426,1.894005655,-1.212717261,-0.09333335,2.270412021,3.655542434,4.220581954,-1.051745371,-0.397150609,1.924860781,2.943695851,2.727292046
Q8BGQ7,Q8BGQ7,"Alanine--tRNA ligase, cytoplasmic",Aars,"sp|Q8BGQ7|SYAC_MOUSE Alanine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Aars PE=1 SV=1",,22,-0.876214179,0.108194111,0.848220951,1.061667986,1.102812443,-0.839522846,0.194132865,0.964524426,0.845777799,1.05233355,-0.492373872,0.360523037,1.038354815,0.831338032,1.19056822,-1.596202587,-1.100691216,0.012520756,0.286807608,0.238824299,0.225312163,1.524095073,1.692860248,0.765085814,0.944577632,-0.684192352,0.30383754,0.792396167,0.687411845,0.571835498
Q8BGT7,Q8BGT7,Survival of motor neuron-related-splicing factor 30,Smndc1,sp|Q8BGT7|SPF30_MOUSE Survival of motor neuron-related-splicing factor 30 OS=Mus musculus OX=10090 GN=Smndc1 PE=1 SV=1,,3,0.19155615,0.613727242,-0.23887145,-1.481349921,-2.472155634,0.359526693,0.579230074,-0.361405599,-1.485643582,-2.558041005,0.05053864,0.373648863,-0.438598333,-1.63828267,-2.528799741,0.884701746,1.090720563,0.063598767,-1.175738514,-2.176719048,-0.010473331,0.179501221,-0.802820524,-1.611537801,-2.377549891,0.583497981,0.357231223,-0.38275109,-1.531552653,-2.350488982
Q8BH24,Q8BH24,Transmembrane 9 superfamily member 4,Tm9sf4,sp|Q8BH24|TM9S4_MOUSE Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1,,4,-0.453969054,-0.48758378,0.604524907,0.856149239,0.842426981,-0.21265757,-0.404125837,0.412203477,0.659268707,0.540597664,-0.43356443,-0.6539522,0.307297027,0.592792979,0.747397387,0.235688602,0.194737143,1.06211158,1.098355247,1.424091994,-0.651531491,-0.528285839,0.462809418,1.00607504,1.220197624,-0.423457709,-0.655969651,0.805233207,1.320677575,1.842713026
Q8BH43,Q8BH43,Wiskott-Aldrich syndrome protein family member 2,Wasf2,sp|Q8BH43|WASF2_MOUSE Wiskott-Aldrich syndrome protein family member 2 OS=Mus musculus OX=10090 GN=Wasf2 PE=1 SV=1,,6,-0.004718666,-0.263386876,-0.31129125,-0.249785357,-0.499473189,0.274833827,-0.006909079,0.155687474,0.184967982,-0.152562825,0.202646653,-0.421906828,-0.450576077,-0.181790865,-0.589755999,0.10682045,-0.364066271,-0.12206341,-0.124574113,-0.345428999,0.303493937,0.506881872,0.453804907,0.410040782,-0.206775666,0.515565508,0.611786289,0.989075277,0.4544029,-0.187089186
Q8BH57;Q8BH57-2;Q8BH57-3,Q8BH57;Q8BH57-2;Q8BH57-3,WD repeat-containing protein 48,Wdr48,sp|Q8BH57|WDR48_MOUSE WD repeat-containing protein 48 OS=Mus musculus OX=10090 GN=Wdr48 PE=1 SV=1;sp|Q8BH57-2|WDR48_MOUSE Isoform 2 of WD repeat-containing protein 48 OS=Mus musculus OX=10090 GN=Wdr48;sp|Q8BH57-3|WDR48_MOUSE Isoform 3 of WD repeat-containi,,4,0.264199778,-0.086359197,-0.132968942,0.017618955,0.026271504,0.258942648,-0.187171647,-0.2550241,-0.102774904,-0.305448624,0.281151568,-0.343931863,-0.105569523,0.023629661,-0.092909749,-0.134168986,-0.570510001,-0.448456263,-0.330252359,-0.359247155,0.146376238,-0.043663934,-0.335825606,-0.155904773,-0.248538521,0.092344715,-0.413831245,-0.411846663,-0.430858952,0.04200909
Q8BH59,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,Slc25a12,sp|Q8BH59|CMC1_MOUSE Calcium-binding mitochondrial carrier protein Aralar1 OS=Mus musculus OX=10090 GN=Slc25a12 PE=1 SV=1,,5,-1.018216016,0.17124317,3.580321125,3.857787636,3.731254706,-1.136581883,-0.090379986,2.607553301,3.05304324,3.185291076,-1.2980101,0.176887779,3.58361771,3.922775292,3.793935971,-0.37201058,0.308816287,3.542985761,3.939864642,3.356391754,-1.139924921,-0.016355783,1.879499329,2.837868301,3.444502841,-1.034927522,-0.539497043,2.05579777,3.000776432,3.489095274
Q8BHB4,Q8BHB4,WD repeat-containing protein 3,Wdr3,sp|Q8BHB4|WDR3_MOUSE WD repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Wdr3 PE=1 SV=1,,2,-0.315607152,0.271890668,0.606284363,-0.131308496,-1.210925438,-0.724798686,0.037020554,0.267458141,-0.48359072,-1.631878224,-0.896963963,0.049724893,0.350719672,-0.441491548,-1.056215837,0.038887585,1.386640877,0.682563331,-0.349874859,-1.496237743,-0.997695068,-0.108092207,0.442037737,-0.226644887,-1.09742633,0.127161987,1.06843568,0.901216281,-0.159736063,-1.372669089
Q8BHD7,Q8BHD7,Polypyrimidine tract-binding protein 3,Ptbp3,sp|Q8BHD7|PTBP3_MOUSE Polypyrimidine tract-binding protein 3 OS=Mus musculus OX=10090 GN=Ptbp3 PE=1 SV=1,,6,0.713100294,0.513640832,-0.585587233,-1.664241086,-2.145107866,0.589195408,0.480583188,-0.537247772,-1.546678779,-2.107118845,0.626965496,0.404844157,-0.712417362,-1.543884226,-2.091355121,0.713643046,1.004756855,-0.520107902,-1.61073302,-2.062269233,0.331916918,0.119647301,-0.754961522,-1.501958374,-1.94593796,0.574713394,0.336061259,-0.493864228,-1.461234183,-2.081165258
Q8BHL5-2;Q8BHL5;Q8BHL5-3,Q8BHL5-2;Q8BHL5;Q8BHL5-3,Engulfment and cell motility protein 2,Elmo2,sp|Q8BHL5-2|ELMO2_MOUSE Isoform 2 of Engulfment and cell motility protein 2 OS=Mus musculus OX=10090 GN=Elmo2;sp|Q8BHL5|ELMO2_MOUSE Engulfment and cell motility protein 2 OS=Mus musculus OX=10090 GN=Elmo2 PE=1 SV=1;sp|Q8BHL5-3|ELMO2_MOUSE Isoform 3 of Engu,,2,-0.184891849,-0.11302784,-0.02335161,-0.35168943,-1.094820126,0.331294838,0.241875315,0.210195007,0.176126677,-0.743147688,0.190742204,-0.074626989,0.074207211,-0.111486987,-0.579367441,0.149331801,-0.038570928,0.190512183,-0.444686094,-1.04297642,0.349266335,0.401420589,0.301074212,-0.06656032,-1.023109613,0.461973016,0.306717297,0.477347657,-0.411414665,-1.061045323
Q8BHS3,Q8BHS3,Pre-mRNA-splicing factor RBM22,Rbm22,sp|Q8BHS3|RBM22_MOUSE Pre-mRNA-splicing factor RBM22 OS=Mus musculus OX=10090 GN=Rbm22 PE=1 SV=1,,5,0.371157434,0.477488936,-0.326562011,-1.479867999,-2.165141152,0.337642566,0.476542538,-0.517771245,-1.549311346,-2.287781927,-0.021530438,0.19477591,-0.357428086,-1.600229762,-2.327669134,0.958963165,0.987601961,-0.394223461,-1.224428243,-1.775692189,-0.103473937,0.21290948,-0.996599184,-1.78590539,-2.275167228,0.528570765,0.363978995,-0.396583469,-1.559291968,-2.168231555
Q8BI72,Q8BI72,CDKN2A-interacting protein,Cdkn2aip,sp|Q8BI72|CARF_MOUSE CDKN2A-interacting protein OS=Mus musculus OX=10090 GN=Cdkn2aip PE=1 SV=1,,4,-0.217651195,0.131513609,-0.013698901,-0.821567235,-1.871933607,0.001881181,0.386487114,-0.17116102,-0.923457482,-2.027648333,-0.664196056,-0.306208198,-0.326171793,-0.916993047,-1.885659139,0.823286326,1.200528579,0.701337061,-0.694824312,-1.600226784,-0.789563547,-0.232082436,-0.303729201,-0.972984306,-1.892712012,0.518504865,0.704421044,0.290752473,-0.863874115,-2.06294359
Q8BIJ7,Q8BIJ7,RUN and FYVE domain-containing protein 1,Rufy1,sp|Q8BIJ7|RUFY1_MOUSE RUN and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rufy1 PE=1 SV=1,,4,-0.403095533,-0.336620381,-0.016873189,0.597439622,0.605143248,-0.235388007,-0.086860508,0.556016931,0.919203117,0.730744289,0.042354772,-0.056874607,0.403538514,0.568356969,0.672003984,-0.717858226,-0.353512628,0.42571459,0.784687642,1.015783112,-0.297877656,-0.129773757,0.1253423,0.040802395,0.110893897,-0.664324273,-0.348885655,0.297783558,0.505019721,0.837171803
Q8BIQ5;Q8BIQ5-2,Q8BIQ5;Q8BIQ5-2,Cleavage stimulation factor subunit 2,Cstf2,sp|Q8BIQ5|CSTF2_MOUSE Cleavage stimulation factor subunit 2 OS=Mus musculus OX=10090 GN=Cstf2 PE=1 SV=2;sp|Q8BIQ5-2|CSTF2_MOUSE Isoform 2 of Cleavage stimulation factor subunit 2 OS=Mus musculus OX=10090 GN=Cstf2,,2,0.017453027,0.039006753,-0.770235801,-1.758539036,-2.433246221,0.148144189,0.486318587,-0.539439101,-1.568765034,-2.350077981,-0.437401539,-0.041899652,-0.68943428,-1.757363407,-2.709321889,0.497895717,1.148982286,-0.281410944,-1.535691333,-1.87054094,-0.071062294,-0.038006804,-1.073111527,-1.870513275,-2.254569685,0.447240235,0.502454836,-0.63765923,-1.450945746,-2.263554049
Q8BJ05;Q8BJ05-2;Q8BJ05-3;Q8BJ05-4,Q8BJ05;Q8BJ05-2;Q8BJ05-3,Zinc finger CCCH domain-containing protein 14,Zc3h14,sp|Q8BJ05|ZC3HE_MOUSE Zinc finger CCCH domain-containing protein 14 OS=Mus musculus OX=10090 GN=Zc3h14 PE=1 SV=1;sp|Q8BJ05-2|ZC3HE_MOUSE Isoform 2 of Zinc finger CCCH domain-containing protein 14 OS=Mus musculus OX=10090 GN=Zc3h14;sp|Q8BJ05-3|ZC3HE_MOUSE I,,3,0.762155024,1.013696919,-0.333651105,-1.997799473,-2.903155878,0.88898351,0.9123964,-0.577412537,-1.999549921,-2.886450414,0.572878508,0.615951414,-0.385218448,-2.033560935,-2.943686952,1.414926952,1.479971147,-0.086304026,-1.573427991,-1.891093109,0.269496273,0.373594062,-1.27422267,-2.430984294,-2.888206032,1.207342328,1.119885735,-0.763929975,-1.948788356,-2.477241208
Q8BJS4;Q8BJS4-2;Q8BJS4-3,Q8BJS4;Q8BJS4-2;Q8BJS4-3,SUN domain-containing protein 2,Sun2,sp|Q8BJS4|SUN2_MOUSE SUN domain-containing protein 2 OS=Mus musculus OX=10090 GN=Sun2 PE=1 SV=3;sp|Q8BJS4-2|SUN2_MOUSE Isoform 2 of SUN domain-containing protein 2 OS=Mus musculus OX=10090 GN=Sun2;sp|Q8BJS4-3|SUN2_MOUSE Isoform 3 of SUN domain-containing p,,5,-0.530589269,0.162812022,0.419705497,1.093415885,2.120760442,-0.917251308,-0.07118202,0.108033704,0.863021555,1.48406245,-1.091974916,-0.170388997,0.316059861,1.003523452,1.82901251,0.187828431,0.865330856,1.134401772,1.833880634,2.6089255,-0.977222856,-0.03058341,0.540239228,1.022896955,2.050626073,-0.228597353,-0.028357211,0.290868014,1.409023249,2.122635031
Q8BJY1;REV__A2AQP0,Q8BJY1,26S proteasome non-ATPase regulatory subunit 5,Psmd5,sp|Q8BJY1|PSMD5_MOUSE 26S proteasome non-ATPase regulatory subunit 5 OS=Mus musculus OX=10090 GN=Psmd5 PE=1 SV=4,,2,-0.634571284,0.240554331,0.493179013,0.678817495,0.204344874,-0.566523559,0.049603239,0.725237063,0.72992947,0.651011482,-0.270806666,0.517500226,0.859204821,0.478905759,0.316736052,-1.109902953,-0.668332874,0.168747133,0.560951303,0.375315352,-0.425796696,0.513354073,0.63254857,0.228811463,-0.007953701,-0.695973287,-0.044956513,0.474095138,0.517144364,0.216984379
Q8BK64,Q8BK64,Activator of 90 kDa heat shock protein ATPase homolog 1,Ahsa1,sp|Q8BK64|AHSA1_MOUSE Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus OX=10090 GN=Ahsa1 PE=1 SV=2,,8,-0.414238285,0.077883703,0.716060382,0.887049462,0.687838985,-0.471041303,0.094189162,0.572413324,0.792293031,0.756972651,-0.069375487,0.439826185,0.851714128,0.673365833,0.685588707,-0.82635468,-0.379460545,0.520939195,0.887402378,0.673457653,-0.749722821,-0.47177164,-0.182112642,-0.195990719,-0.258573905,-0.900555184,-0.554619795,0.150970915,0.477558912,0.523366855
Q8BK67,Q8BK67,Protein RCC2,Rcc2,sp|Q8BK67|RCC2_MOUSE Protein RCC2 OS=Mus musculus OX=10090 GN=Rcc2 PE=1 SV=1,,9,-0.419727521,0.087921078,0.510194353,0.033866331,-0.860612689,-0.71741978,-0.261772459,0.03778201,-0.36088717,-1.362191965,-0.879577307,-0.347406942,0.226226198,0.08573748,-0.744930895,0.49173202,0.96188872,0.761372172,-0.410842597,-1.368748497,-0.916456563,-0.299662435,0.319629593,0.095488114,-0.746506725,-0.04986314,0.348022758,0.641009548,-0.28511388,-1.270886768
Q8BKC5,Q8BKC5,Importin-5,Ipo5,sp|Q8BKC5|IPO5_MOUSE Importin-5 OS=Mus musculus OX=10090 GN=Ipo5 PE=1 SV=3,,14,-0.477647635,0.082429797,0.349169411,0.306808543,-0.104148405,-0.424624602,0.120808696,0.422359767,0.467498072,0.270103447,-0.098552858,0.429106047,0.609702637,0.328163322,0.094744352,-0.963281476,-0.432721913,0.266888129,0.492541233,0.34396497,-0.446660315,-0.080754763,0.012088165,-0.089824597,-0.18683404,-0.724462853,-0.41240978,0.080269668,0.147571741,0.046017693
Q8BKE6,Q8BKE6,Cytochrome P450 20A1,Cyp20a1,sp|Q8BKE6|CP20A_MOUSE Cytochrome P450 20A1 OS=Mus musculus OX=10090 GN=Cyp20a1 PE=1 SV=1,,5,0.635276773,-0.384104492,-1.024276886,-0.499937283,0.785691558,0.42126415,-0.503463175,-1.187266315,-0.437908692,0.819900103,0.50881458,-0.371422135,-1.062053981,-0.493437898,0.516564147,0.790885132,0.082766941,-0.704231139,-0.080831385,1.506563782,0.17146508,-0.751016273,-1.140327428,-0.312198528,0.928132294,0.137385744,-0.970991046,-1.308597558,-0.149913142,1.78083148
Q8BKS9,Q8BKS9,Pumilio domain-containing protein KIAA0020,Kiaa0020,sp|Q8BKS9|PUM3_MOUSE Pumilio homolog 3 OS=Mus musculus OX=10090 GN=Pum3 PE=1 SV=2,,2,-0.533520486,0.511394915,0.661370234,-0.242856524,-1.376888795,-0.748832426,0.190265268,0.300596195,-0.714735868,-2.133601336,-0.985344687,0.103258508,0.406318761,-0.252263635,-1.486260469,0.397289291,1.147679509,1.300596674,0.001403044,-1.040750278,-1.067604665,-0.08879042,0.321441609,-0.405437367,-1.424819042,0.077512732,1.211388066,1.364022048,-0.057910586,-1.094643679
Q8BKX1;Q8BKX1-3;Q8BKX1-2;Q8BKX1-4,Q8BKX1;Q8BKX1-3;Q8BKX1-2;Q8BKX1-4,Brain-specific angiogenesis inhibitor 1-associated protein 2,Baiap2,sp|Q8BKX1|BAIP2_MOUSE Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus OX=10090 GN=Baiap2 PE=1 SV=2;sp|Q8BKX1-3|BAIP2_MOUSE Isoform 3 of Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus OX=10090 GN=Ba,,16,0.080914804,-0.506368388,-0.151124959,0.296926164,0.619180903,0.194215366,-0.311507551,0.11068969,0.6238955,0.764576715,0.299220667,-0.562383591,-0.218777194,0.45590819,0.618894691,-0.007631817,-0.590503072,-0.096411099,0.258516087,0.357549169,0.120211847,-0.215153783,0.084400598,0.566821664,0.424505354,-0.066398909,-0.15962128,0.512649617,0.478218852,0.376202685
Q8BM55;Q8BM55-2;Q8BM55-3,Q8BM55,Transmembrane protein 214,Tmem214,sp|Q8BM55|TM214_MOUSE Transmembrane protein 214 OS=Mus musculus OX=10090 GN=Tmem214 PE=1 SV=1,,15,0.186296319,-0.488788996,-0.84231535,0.217616424,2.127268514,0.18759302,-0.577653435,-0.849038229,0.417444622,1.941341773,0.025846435,-0.661553595,-0.930170118,0.197410746,1.840111623,0.759606216,0.078534359,-0.283457719,0.6213129,2.220231653,-0.021859434,-0.799110116,-0.874715866,0.057266566,1.41133871,0.16897688,-0.848625177,-0.910986538,0.389369788,2.2920297
Q8BMG7;Q8BMG7-2,Q8BMG7,Rab3 GTPase-activating protein non-catalytic subunit,Rab3gap2,sp|Q8BMG7|RBGPR_MOUSE Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap2 PE=1 SV=2,,4,0.643890451,0.0418389,-0.933817323,-0.892975471,-0.430629869,0.703376066,-0.163800399,-1.062697705,-0.569878272,-0.224776041,0.845768246,-0.191276058,-1.177053826,-1.035407989,-0.669446001,0.37029962,0.459746606,-0.166224216,-0.012150534,0.737616514,0.080248278,-1.184914645,-1.771328225,-1.075056575,-0.159028028,-0.226233635,-1.23469279,-1.704310657,-0.834796686,0.760901377
Q8BML9,Q8BML9,,Qars,sp|Q8BML9|SYQ_MOUSE Glutamine--tRNA ligase OS=Mus musculus OX=10090 GN=Qars PE=1 SV=1,,4,-0.052937006,0.660360464,0.590015853,0.206560203,-2.065182955,-0.376842138,0.581055981,0.636414773,0.142552416,-1.529695037,0.24003258,0.806696679,0.967733288,0.200029693,-1.778623644,-1.027597965,-0.026226243,0.551669908,-0.051013567,-1.217718518,0.420553587,1.042335639,0.98983438,0.300360133,-1.604981467,-0.353493949,0.50147159,0.324780416,-0.403077619,-1.271941421
Q8BMS1,Q8BMS1,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",Hadha,"sp|Q8BMS1|ECHA_MOUSE Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Hadha PE=1 SV=1",,20,-1.07952605,0.277067881,3.691131394,3.612611298,2.723778375,-1.416273204,-0.183718272,2.695500402,2.285202566,1.420021563,-1.424364388,0.236409154,3.668047961,3.728922707,2.906135128,-0.551866343,0.077029485,3.49763392,2.713965036,2.013654097,-1.171618316,0.248852256,2.167876892,1.986057975,1.25223711,-1.11593437,-0.518246745,1.729554315,1.151764107,0.4854943
