"Protein Entry Name"	"Accession No."	"Protein Description"	"Peptides"	"PSMs"	113	114	115	116	117	118	119	121	"markers"	"pd.2013"	"pd.validated"
"RRBP1_HUMAN"	"Q9P2E9"	"Ribosome-binding protein 1 (multiple isoforms)"	4	4	0.078786951	0.138071865	0.092840547	0.15600036	0.260994883	0.223503858	0.040392434	0.009409103	"unknown"	"ER"	"ER"
"RS11_HUMAN"	"P62280"	"40S ribosomal protein S11"	2	2	0.156723896	0.147867533	0.033824507	0.119064858	0.194241509	0.088766725	0.010207075	0.249303898	"unknown"	"unknown"	"unknown"
"RS13_HUMAN"	"P62277"	"40S ribosomal protein S13"	3	3	0.172737692	0.139337851	0.06950232	0.105723545	0.158964724	0.093436643	0.015258425	0.245038798	"unknown"	"unknown"	"unknown"
"RS15A_HUMAN"	"P62244"	"40S ribosomal protein S15a"	3	3	0.138082961	0.145783185	0.053756321	0.114768934	0.173715859	0.107413961	0.017929165	0.248549615	"unknown"	"unknown"	"unknown"
"RS16_HUMAN"	"P62249"	"40S ribosomal protein S16"	3	3	0.14044231	0.147880656	0.047532679	0.132148971	0.180866082	0.103415848	0.015788898	0.231924556	"unknown"	"unknown"	"unknown"
"RS18_HUMAN"	"P62269"	"40S ribosomal protein S18"	4	4	0.150001382	0.165767659	0.027676145	0.132490716	0.183323898	0.092266248	0.006748678	0.241725273	"unknown"	"unknown"	"unknown"
"RS19_HUMAN"	"P39019"	"40S ribosomal protein S19"	1	1	0.114185421	0.11365375	0.071300393	0.105988711	0.16244075	0.135247141	0	0.297183835	"unknown"	"unknown"	"unknown"
"RS2_HUMAN"	"P15880"	"40S ribosomal protein S2"	4	4	0.158539773	0.164623154	0.047773003	0.121791401	0.182087763	0.095222252	0.011495273	0.218467381	"unknown"	"unknown"	"unknown"
"RS21_HUMAN"	"P63220"	"40S ribosomal protein S21"	3	3	0.144170583	0.155716491	0.054091669	0.118297315	0.171460768	0.104167326	0.01494186	0.237153987	"unknown"	"unknown"	"unknown"
"RS25_HUMAN"	"P62851"	"40S ribosomal protein S25"	1	1	0.13757662	0.149325857	0.045516505	0.134048674	0.185712666	0.102440376	0	0.245379304	"unknown"	"unknown"	"unknown"
"RS29_HUMAN"	"P62273"	"40S ribosomal protein S29"	1	1	0.125077997	0.157389494	0.039152635	0.115754814	0.180906028	0.130174286	0.029030188	0.222514557	"unknown"	"unknown"	"unknown"
"RS3_HUMAN"	"P23396"	"40S ribosomal protein S3"	5	5	0.085041605	0.148548998	0.113408665	0.107989544	0.173558445	0.123836988	0.040376252	0.207239501	"unknown"	"unknown"	"unknown"
"RS3A_HUMAN"	"P61247"	"40S ribosomal protein S3a"	3	3	0.158182263	0.138742426	0.046718057	0.119968519	0.178457264	0.10153439	0.016902327	0.239494754	"unknown"	"unknown"	"unknown"
"RS5_HUMAN"	"P46782"	"40S ribosomal protein S5"	3	3	0.130732417	0.136899338	0.09360576	0.11295107	0.149935942	0.101395635	0.041320391	0.233159446	"unknown"	"unknown"	"unknown"
"RS6_HUMAN"	"P62753"	"40S ribosomal protein S6"	1	1	0.126316475	0.142383543	0.070035937	0.133765872	0.207178943	0.101785592	0	0.218533638	"unknown"	"unknown"	"unknown"
"RS7_HUMAN"	"P62081"	"40S ribosomal protein S7"	1	1	0.150441909	0.151902641	0.028057285	0.117150256	0.203953895	0.085189163	0.027236916	0.236067934	"unknown"	"unknown"	"unknown"
"RS8_HUMAN"	"P62241"	"40S ribosomal protein S8"	1	1	0.036002068	0.091308378	0.07980369	0.091331823	0.17096328	0.13907539	0.021707074	0.369808298	"unknown"	"unknown"	"unknown"
"RS9_HUMAN"	"P46781"	"40S ribosomal protein S9"	3	3	0.140138615	0.182747441	0.038592151	0.112367704	0.192573916	0.094036896	0.011963872	0.227579404	"unknown"	"unknown"	"unknown"
"RSSA_HUMAN"	"P08865"	"40S ribosomal protein SA"	2	2	0.155831086	0.157132678	0.056769773	0.111827297	0.178304682	0.098599762	0	0.241534721	"unknown"	"unknown"	"unknown"
"RT02_HUMAN"	"Q9Y399"	"28S ribosomal protein S2, mitochondrial"	2	2	0.107388569	0.141924312	0.063016268	0.078832551	0.147782356	0.40435231	0.043615869	0.013087765	"unknown"	"Mitochondrion"	"Mitochondrion"
"RT05_HUMAN"	"P82675"	"28S ribosomal protein S5, mitochondrial (multiple isoforms)"	1	1	0.246230752	0.171552385	0.062677101	0.143257294	0.150896038	0.054716685	0.012359264	0.158310481	"unknown"	"unknown"	"unknown"
"RT06_HUMAN"	"P82932"	"28S ribosomal protein S6, mitochondrial"	1	1	0.086697834	0.129192382	0.060306728	0.07753348	0.155853754	0.401319715	0.082202396	0.006893711	"unknown"	"Mitochondrion"	"Mitochondrion"
"RT23_HUMAN"	"Q9Y3D9"	"28S ribosomal protein S23, mitochondrial"	1	1	0.148111506	0.175825288	0.022290708	0.089540666	0.18299318	0.351497091	0.021610393	0.008131168	"unknown"	"Mitochondrion"	"Mitochondrion"
"RT25_HUMAN"	"P82663"	"28S ribosomal protein S25, mitochondrial"	1	1	0.130953015	0.170908625	0.024850481	0.082883225	0.206658362	0.347352774	0.015112447	0.021281071	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"RT28_HUMAN"	"Q9Y2Q9"	"28S ribosomal protein S28, mitochondrial"	2	2	0.191675532	0.215148367	0.036389662	0.084590955	0.158662687	0.289103465	0.019291039	0.005138294	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"RT29_HUMAN"	"P51398"	"28S ribosomal protein S29, mitochondrial"	1	1	0.058233115	0.142751071	0.032822259	0.058247477	0.207367567	0.500578512	0	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"RT31_HUMAN"	"Q92665"	"28S ribosomal protein S31, mitochondrial"	1	1	0.112547751	0.216857717	0.082773623	0.096136305	0.180328934	0.31135567	0	0	"unknown"	"unknown"	"unknown"
"RT34_HUMAN"	"P82930"	"28S ribosomal protein S34, mitochondrial"	5	5	0.119871312	0.147493577	0.053805701	0.083128814	0.154794198	0.357073008	0.074360063	0.009473326	"unknown"	"Mitochondrion"	"Mitochondrion"
"RTCB_HUMAN"	"Q9Y3I0"	"tRNA-splicing ligase RtcB homolog"	2	2	0.14405183	0.149198059	0.050566593	0.129623065	0.17928603	0.09729169	0.016054284	0.233928449	"unknown"	"unknown"	"unknown"
"RTL1_HUMAN"	"A6NKG5"	"Retrotransposon-like protein 1"	1	1	0.164917991	0.133993117	0.056186075	0.14310904	0.234217433	0.119235364	0.012486372	0.135854608	"unknown"	"unknown"	"unknown"
"RU17_HUMAN"	"P08621"	"U1 small nuclear ribonucleoprotein 70 kDa (multiple isoforms)"	2	2	0.126298879	0.120911131	0.027428099	0.092343117	0.138762197	0.066674435	0.012111743	0.415470398	"unknown"	"unknown"	"unknown"
"RUSD3_HUMAN"	"Q6P087"	"RNA pseudouridylate synthase domain-containing protein 3 (multiple isoforms)"	1	1	0.067467789	0.124461106	0.072787689	0.075821241	0.167036373	0.386325329	0.094388588	0.011711885	"unknown"	"Mitochondrion"	"Mitochondrion"
"RUSD4_HUMAN"	"Q96CM3"	"RNA pseudouridylate synthase domain-containing protein 4"	1	1	0.107565229	0.251176629	0.066101827	0.098809066	0.140156561	0.30282253	0.033368157	0	"unknown"	"unknown"	"unknown"
"RUVB1_HUMAN"	"Q9Y265"	"RuvB-like 1 (multiple isoforms)"	2	2	0.152417074	0.124394729	0.052477638	0.091769012	0.088162986	0.041994779	0.022773021	0.426010762	"unknown"	"unknown"	"unknown"
"RUVB2_HUMAN"	"Q9Y230"	"RuvB-like 2"	2	2	0.161987523	0.142607285	0.049948384	0.108320866	0.112684606	0.048905104	0.010487937	0.365058295	"unknown"	"unknown"	"unknown"
"S10AA_HUMAN"	"P60903"	"Protein S100-A10"	1	1	0.071534085	0.205212535	0.195175073	0.143890736	0.241010993	0.077792774	0.043467647	0.021916157	"unknown"	"unknown"	"unknown"
"S12A9_HUMAN"	"Q9BXP2"	"Solute carrier family 12 member 9 (multiple isoforms)"	1	1	0.16237558	0.24925403	0.119041082	0.259531043	0.172157722	0.037640543	0	0	"PM"	"PM"	"PM"
"S27A4_HUMAN"	"Q6P1M0"	"Long-chain fatty acid transport protein 4"	3	3	0.106891506	0.143791379	0.072981025	0.16846081	0.308264645	0.18161787	0.017478303	0.000514462	"unknown"	"ER"	"ER"
"S35B2_HUMAN"	"Q8TB61"	"Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (multiple isoforms)"	1	1	0.1436875	0.178913646	0.180729749	0.184980295	0.243261362	0.068427447	0	0	"Golgi"	"Golgi"	"Golgi"
"S39AA_HUMAN"	"Q9ULF5"	"Zinc transporter ZIP10"	1	1	0.170524711	0.200712489	0.038922359	0.18863765	0.278128765	0.123074026	0	0	"unknown"	"unknown"	"unknown"
"S4A7_HUMAN"	"Q9Y6M7"	"Sodium bicarbonate cotransporter 3 (multiple isoforms)"	1	1	0.234723417	0.176880409	0.08721098	0.158333827	0.249776763	0.077170607	0.015903997	0	"PM"	"PM"	"PM"
"S61A1_HUMAN"	"P61619"	"Protein transport protein Sec61 subunit alpha isoform 1 (multiple isoforms)"	1	1	0.0805524	0.119782076	0.164124831	0.091249278	0.312151036	0.232140379	0	0	"ER"	"ER"	"ER"
"SAC1_HUMAN"	"Q9NTJ5"	"Phosphatidylinositide phosphatase SAC1"	2	2	0.160060215	0.178870809	0.06392373	0.184506251	0.287406242	0.102185183	0.012206739	0.01084083	"Golgi"	"Golgi"	"Golgi"
"SAE2_HUMAN"	"Q9UBT2"	"SUMO-activating enzyme subunit 2"	2	2	0.032177839	0.036503697	0.006338073	0.023408324	0.031564616	0.019113464	0	0.850893987	"unknown"	"Phenotype 2"	"Nucleus"
"SAHH_HUMAN"	"P23526"	"Adenosylhomocysteinase"	1	1	0.103203062	0.095785726	0.037733296	0.062272087	0.052306363	0.018705863	0	0.629993603	"unknown"	"Phenotype 1"	"Cytosol"
"SAM50_HUMAN"	"Q9Y512"	"Sorting and assembly machinery component 50 homolog"	1	1	0.08340925	0.146359433	0.023796786	0.097967485	0.199980853	0.422921069	0.025565123	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"SAP_HUMAN"	"P07602"	"Isoform Sap-mu-9 of Proactivator polypeptide"	1	1	0.082262937	0.231793341	0.080891309	0.290739268	0.287615779	0.026697365	0	0	"unknown"	"Phenotype 3"	"Lysosome"
"SBDS_HUMAN"	"Q9Y3A5"	"Ribosome maturation protein SBDS"	1	1	0.189655944	0.149983861	0.100439516	0.08892349	0.185115629	0.09578896	0	0.1900926	"unknown"	"PM"	"PM"
"SC11A_HUMAN"	"P67812"	"Signal peptidase complex catalytic subunit SEC11A"	2	2	0.059290891	0.173448223	0.07804077	0.142973065	0.313628547	0.197103071	0.028995318	0.006520115	"ER"	"ER"	"ER"
"SC22B_HUMAN"	"O75396"	"Vesicle-trafficking protein SEC22b"	2	2	0.210823294	0.234179474	0.039361076	0.168997203	0.234115873	0.09620637	0.01631671	0	"unknown"	"unknown"	"unknown"
"SC24B_HUMAN"	"O95487"	"Protein transport protein Sec24B (multiple isoforms)"	1	1	0.142452318	0.152609512	0.084458887	0.159474142	0.282896424	0.106401919	0.037106868	0.034599931	"unknown"	"ER"	"ER"
"SC24C_HUMAN"	"P53992"	"Protein transport protein Sec24C"	1	1	0.147707956	0.126562175	0.119228584	0.143766818	0.222483128	0.104067032	0.071878708	0.0643056	"unknown"	"unknown"	"unknown"
"SC31A_HUMAN"	"O94979"	"Protein transport protein Sec31A (multiple isoforms)"	1	1	0.168524001	0.132240192	0.058198384	0.117970616	0.14113074	0.065394517	0.054580981	0.261960569	"unknown"	"unknown"	"unknown"
"SC5A6_HUMAN"	"Q9Y289"	"Sodium-dependent multivitamin transporter"	1	1	0.239833749	0.208028287	0.109953535	0.145284445	0.185952004	0.055116268	0.007948203	0.047883509	"PM"	"PM"	"PM"
"SCAM1_HUMAN"	"O15126"	"Secretory carrier-associated membrane protein 1 (multiple isoforms)"	1	1	0.169514876	0.204334745	0.153887098	0.161577125	0.164462828	0.059075208	0	0.087148119	"Golgi"	"Golgi"	"Golgi"
"SCAP_HUMAN"	"Q12770"	"Sterol regulatory element-binding protein cleavage-activating protein (multiple isoforms)"	1	1	0.136308566	0.180501008	0.065335687	0.166708447	0.287654632	0.137746001	0.016182216	0.009563443	"unknown"	"unknown"	"unknown"
"SCFD1_HUMAN"	"Q8WVM8"	"Sec1 family domain-containing protein 1"	2	2	0.091579455	0.13941632	0.081994369	0.128376781	0.283463267	0.135430715	0.047190688	0.092548404	"unknown"	"unknown"	"unknown"
"SCMC1_HUMAN"	"Q6NUK1"	"Calcium-binding mitochondrial carrier protein SCaMC-1 (multiple isoforms)"	2	2	0.050910657	0.108862958	0.039423651	0.070320304	0.180574231	0.501290347	0.045599433	0.003018419	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"SCRB2_HUMAN"	"Q14108"	"Lysosome membrane protein 2"	1	1	0.089081959	0.159911803	0.230035996	0.243741599	0.211837434	0.046769036	0.009688919	0.008933254	"unknown"	"Phenotype 3"	"Lysosome"
"SCRIB_HUMAN"	"Q14160"	"Protein scribble homolog (multiple isoforms)"	6	6	0.299574635	0.230934534	0.100149581	0.152885194	0.149512834	0.048785688	0.003898059	0.014259474	"PM"	"PM"	"PM"
"SDA1_HUMAN"	"Q9NVU7"	"Protein SDA1 homolog (multiple isoforms)"	1	1	0.123195068	0.121188067	0.033246566	0.094824219	0.140886923	0.073150912	0.013054888	0.400453357	"unknown"	"unknown"	"unknown"
"SDCB1_HUMAN"	"O00560"	"Syntenin-1 (multiple isoforms)"	2	2	0.167928113	0.262324462	0.05946756	0.258554072	0.189587313	0.038055556	0	0.024082924	"unknown"	"PM"	"PM"
"SEC62_HUMAN"	"Q99442"	"Translocation protein SEC62"	1	1	0.153547704	0.19583725	0.061693091	0.194236289	0.245451394	0.1338811	0.015353173	0	"ER"	"ER"	"ER"
"SEC63_HUMAN"	"Q9UGP8"	"Translocation protein SEC63 homolog"	4	4	0.138092469	0.146980192	0.122863521	0.142005537	0.226032381	0.136331511	0.065248212	0.022446177	"ER"	"ER"	"ER"
"SELB_HUMAN"	"P57772"	"Selenocysteine-specific elongation factor"	1	1	0.171809395	0.166314802	0.04212818	0.119281914	0.166472966	0.061746767	0.015126938	0.257119038	"unknown"	"Phenotype 5"	"Nucleus"
"SEP11_HUMAN"	"Q9NVA2"	"Septin-11 (multiple isoforms)"	2	2	0.21527736	0.216449321	0.078475819	0.173308737	0.172977041	0.071033333	0.031722557	0.040755832	"unknown"	"unknown"	"unknown"
"SEP15_HUMAN"	"O60613"	"15 kDa selenoprotein (multiple isoforms)"	1	1	0.12918249	0.18462462	0.066811424	0.180950032	0.294660799	0.100630665	0.014133032	0.029006938	"ER"	"ER"	"ER"
"SEPT2_HUMAN"	"Q15019"	"Septin-2 (multiple isoforms)"	1	1	0.204685911	0.205066302	0.086024571	0.17677282	0.196121489	0.069572266	0.028276623	0.033480018	"unknown"	"unknown"	"unknown"
"SERA_HUMAN"	"O43175"	"D-3-phosphoglycerate dehydrogenase"	5	5	0.139574405	0.132371863	0.075969339	0.094941852	0.077918865	0.028442114	0.008903968	0.441877595	"unknown"	"Phenotype 1"	"Cytosol"
"SERC_HUMAN"	"Q9Y617"	"Phosphoserine aminotransferase (multiple isoforms)"	1	1	0.074275604	0.091755872	0.024978491	0.056859372	0.048789715	0.023348898	0.002528119	0.677463929	"unknown"	"Phenotype 1"	"Cytosol"
"SERPH_HUMAN"	"P50454"	"Serpin H1"	2	2	0.159611384	0.143731648	0.108372437	0.145812866	0.230784354	0.129229708	0.054817682	0.02763992	"unknown"	"ER"	"ER"
"SETD4_HUMAN"	"Q9NVD3"	"SET domain-containing protein 4 (multiple isoforms)"	1	1	0.109936671	0.141709253	0.061877545	0.177474305	0.294950845	0.156954429	0.014793434	0.042303518	"unknown"	"ER"	"ER"
"SF3A3_HUMAN"	"Q12874"	"Splicing factor 3A subunit 3"	2	2	0.107348388	0.123429652	0.035688529	0.056061147	0.126129334	0.101432247	0.046390671	0.403520032	"unknown"	"unknown"	"unknown"
"SF3B3_HUMAN"	"Q15393"	"Splicing factor 3B subunit 3 (multiple isoforms)"	3	3	0.128374117	0.135321648	0.025306602	0.083270886	0.121137067	0.079917067	0.010890806	0.415781808	"unknown"	"unknown"	"unknown"
"SFPQ_HUMAN"	"P23246"	"Splicing factor, proline- and glutamine-rich (multiple isoforms)"	1	1	0.085124403	0.118520098	0.077570074	0.111581426	0.17281107	0.12187285	0.042012068	0.270508012	"unknown"	"unknown"	"unknown"
"SFXN1_HUMAN"	"Q9H9B4"	"Sideroflexin-1"	3	3	0.131855842	0.145325009	0.041227282	0.085153276	0.163650748	0.389536463	0.040995387	0.002255993	"unknown"	"Mitochondrion"	"Mitochondrion"
"SGPL1_HUMAN"	"O95470"	"Sphingosine-1-phosphate lyase 1"	1	1	0.173855057	0.171166099	0.120547254	0.183412967	0.240620325	0.110398297	0	0	"ER"	"ER"	"ER"
"SIA7D_HUMAN"	"Q9H4F1"	"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase"	2	2	0.137654608	0.153727436	0.099144019	0.192724961	0.236878572	0.121006335	0	0.058864069	"unknown"	"unknown"	"unknown"
"SIL1_HUMAN"	"Q9H173"	"Nucleotide exchange factor SIL1"	1	1	0.166533496	0.201170416	0.105831638	0.161570256	0.224678105	0.094067965	0	0.046148124	"ER"	"ER"	"ER"
"SLK_HUMAN"	"Q9H2G2"	"STE20-like serine/threonine-protein kinase (multiple isoforms)"	1	1	0.30519418	0.363619443	0.050913693	0.160571588	0.069269921	0.013736569	0	0.036694605	"PM"	"PM"	"PM"
"SLMAP_HUMAN"	"Q14BN4"	"Sarcolemmal membrane-associated protein (multiple isoforms)"	2	2	0.208938834	0.216584994	0.093053989	0.141666447	0.234986603	0.104769134	0	0	"unknown"	"unknown"	"unknown"
"SMC3_HUMAN"	"Q9UQE7"	"Structural maintenance of chromosomes protein 3"	1	1	0.085034108	0.147805944	0.084885705	0.118677149	0.227992388	0.119821115	0.10317234	0.11261125	"unknown"	"Mitochondrion"	"Mitochondrion"
"SMD2_HUMAN"	"P62316"	"Small nuclear ribonucleoprotein Sm D2"	1	1	0.111605434	0.150300447	0	0.099279925	0.138684192	0.037954116	0	0.462175886	"unknown"	"unknown"	"unknown"
"SMU1_HUMAN"	"Q2TAY7"	"WD40 repeat-containing protein SMU1"	1	1	0.154734226	0.179424255	0.033286835	0.113964618	0.110937906	0.057604722	0.026797421	0.323250016	"unknown"	"unknown"	"unknown"
"SMUF1_HUMAN"	"Q9HCE7"	"E3 ubiquitin-protein ligase SMURF1 (multiple isoforms)"	1	1	0.188931473	0.243699851	0.028690922	0.117770558	0.20181538	0.056944185	0	0.162147631	"unknown"	"unknown"	"unknown"
"SNAA_HUMAN"	"P54920"	"Alpha-soluble NSF attachment protein"	1	1	0.094862978	0.308346603	0.046430382	0.262957958	0.189395841	0.018759869	0	0.079246368	"unknown"	"PM"	"PM"
"SNAG_HUMAN"	"Q99747"	"Gamma-soluble NSF attachment protein"	1	1	0.164641151	0.185396659	0.178366486	0.208657159	0.18702304	0.05553733	0	0.020378175	"unknown"	"PM"	"PM"
"SND1_HUMAN"	"Q7KZF4"	"Staphylococcal nuclease domain-containing protein 1"	4	4	0.167136201	0.177245352	0.090183991	0.14168078	0.214583477	0.143560675	0.045171442	0.020438082	"unknown"	"ER"	"ER"
"SNG2_HUMAN"	"O43760"	"Synaptogyrin-2"	1	1	0.075076704	0.213569359	0.104324422	0.225489273	0.285988843	0.069200467	0	0.026350933	"PM"	"PM"	"PM"
"SNP23_HUMAN"	"O00161"	"Isoform SNAP-23b of Synaptosomal-associated protein 23"	1	1	0.274728564	0.245377039	0.099756558	0.156613965	0.165414915	0.042686782	0	0.015422177	"unknown"	"PM"	"PM"
"SNP47_HUMAN"	"Q5SQN1"	"Synaptosomal-associated protein 47 (multiple isoforms)"	1	1	0.159054099	0.229768192	0.16369082	0.210412617	0.172469127	0.064605145	0	0	"unknown"	"PM"	"PM"
"SNTB1_HUMAN"	"Q13884"	"Beta-1-syntrophin (multiple isoforms)"	1	1	0.210948475	0.218965389	0.135796236	0.148040566	0.174671593	0.083745328	0.027832412	0	"unknown"	"unknown"	"unknown"
"SNTB2_HUMAN"	"Q13425"	"Beta-2-syntrophin (multiple isoforms)"	3	3	0.284683742	0.214252735	0.106282176	0.152518909	0.183760202	0.052569166	0.005832224	0.000100846	"unknown"	"PM"	"PM"
"SNX2_HUMAN"	"O60749"	"Sorting nexin-2"	1	1	0.115674921	0.181330664	0.092548537	0.202674752	0.141565482	0.04101085	0.011668575	0.213526221	"unknown"	"PM"	"PM"
"SNX24_HUMAN"	"Q9Y343"	"Sorting nexin-24 (multiple isoforms)"	1	1	0.147438348	0.13895847	0.046088919	0.085103719	0.084689114	0	0	0.49772143	"unknown"	"Phenotype 1"	"Cytoskeleton"
"SNX27_HUMAN"	"Q96L92"	"Sorting nexin-27 (multiple isoforms)"	2	2	0.129604154	0.210581887	0.116677194	0.25908682	0.171056932	0.058915058	0	0.054077956	"unknown"	"PM"	"PM"
"SNX3_HUMAN"	"O60493"	"Sorting nexin-3 (multiple isoforms)"	1	1	0.075389288	0.190925891	0.052113429	0.269555024	0.228221427	0.05666792	0	0.12712702	"unknown"	"unknown"	"unknown"
"SNX30_HUMAN"	"Q5VWJ9"	"Sorting nexin-30"	1	1	0.050845438	0.084547434	0.217907354	0.325314941	0.236634983	0	0	0.08474985	"unknown"	"Golgi"	"Golgi"
"SNX6_HUMAN"	"Q9UNH7"	"Sorting nexin-6"	1	1	0.098371381	0.172150424	0.098868255	0.150772002	0.13392818	0.035623554	0.011879279	0.298406924	"unknown"	"Phenotype 5"	"unknown"
"SNX7_HUMAN"	"Q9UNH6"	"Sorting nexin-7 (multiple isoforms)"	1	1	0.076650355	0.110828523	0.145743251	0.116207709	0.085583309	0	0	0.464986853	"unknown"	"Phenotype 1"	"Cytoskeleton"
"SNX9_HUMAN"	"Q9Y5X1"	"Sorting nexin-9"	1	1	0.119109599	0.147875605	0.140338356	0.080684893	0.167804068	0.073351548	0.10890513	0.161930801	"unknown"	"unknown"	"unknown"
"SODC_HUMAN"	"P00441"	"Superoxide dismutase [Cu-Zn]"	1	1	0.079113601	0.088007279	0.072780971	0.079694001	0.080646276	0.031914244	0	0.567843627	"unknown"	"Phenotype 1"	"unknown"
"SORCN_HUMAN"	"P30626"	"Sorcin"	1	1	0.120866272	0.107257967	0.033747409	0.076829765	0.077476375	0.037888698	0.004283205	0.541650308	"unknown"	"Phenotype 1"	"unknown"
"SORT_HUMAN"	"Q99523"	"Sortilin"	1	1	0.142213802	0.324420638	0.059243066	0.24368878	0.188997481	0.031592797	0	0.009843435	"unknown"	"PM"	"PM"
"SP16H_HUMAN"	"Q9Y5B9"	"FACT complex subunit SPT16"	1	1	0.093004486	0.06008986	0	0	0.131106122	0.178511802	0.315771225	0.221516505	"unknown"	"Phenotype 4"	"Nucleus.Chromatin"
"SPCS2_HUMAN"	"Q15005"	"Signal peptidase complex subunit 2"	1	1	0.171787958	0.202083291	0.049938664	0.167388421	0.256478854	0.12724826	0.020111561	0.004962991	"ER"	"ER"	"ER"
"SPCS3_HUMAN"	"P61009"	"Signal peptidase complex subunit 3"	1	1	0.163455912	0.18740355	0.069017189	0.162129335	0.25468804	0.127204523	0.030163333	0.005938119	"ER"	"ER"	"ER"
"SPEE_HUMAN"	"P19623"	"Spermidine synthase"	1	1	0.090297424	0.086598593	0.049239483	0.052107109	0.041488873	0.010502812	0	0.669765707	"unknown"	"Phenotype 1"	"Cytosol"
"SPIT2_HUMAN"	"O43291"	"Kunitz-type protease inhibitor 2"	1	1	0.206104319	0.310160796	0.051244978	0.231429565	0.164807724	0.036252617	0	0	"unknown"	"PM"	"PM"
"SPSY_HUMAN"	"P52788"	"Spermine synthase (multiple isoforms)"	1	1	0.11676198	0.11973581	0.041761881	0.066013438	0.049275896	0.014873248	0.004343103	0.587234644	"unknown"	"Phenotype 1"	"Cytosol"
"SPTA2_HUMAN"	"Q13813"	"Spectrin alpha chain, brain (multiple isoforms)"	10	10	0.117012602	0.138365162	0.032307349	0.149642914	0.425331691	0.123003086	0.008038412	0.006298784	"unknown"	"unknown"	"unknown"
"SPTB2_HUMAN"	"Q01082"	"Spectrin beta chain, brain 1 (multiple isoforms)"	11	11	0.130448032	0.132564829	0.042082577	0.151941555	0.394060373	0.128982338	0.008939504	0.010980793	"unknown"	"unknown"	"unknown"
"SPTC1_HUMAN"	"O15269"	"Serine palmitoyltransferase 1"	2	2	0.169485258	0.179979904	0.057527458	0.180513054	0.258725902	0.119919411	0.020548175	0.013300839	"unknown"	"unknown"	"unknown"
"SPTC2_HUMAN"	"O15270"	"Serine palmitoyltransferase 2"	1	1	0.168705263	0.132567788	0.147526021	0.213856804	0.216780769	0.120563354	0	0	"ER"	"ER"	"ER"
"SPTN2_HUMAN"	"O15020"	"Spectrin beta chain, brain 2 (multiple isoforms)"	5	5	0.134331694	0.165904449	0.046137214	0.150538373	0.349804643	0.113992636	0.013907049	0.025383941	"unknown"	"unknown"	"unknown"
"SRBP2_HUMAN"	"Q12772"	"Sterol regulatory element-binding protein 2"	1	1	0.125234352	0.198296521	0.10617258	0.125464975	0.322181207	0.122650365	0	0	"unknown"	"unknown"	"unknown"
"SRC_HUMAN"	"P12931"	"Proto-oncogene tyrosine-protein kinase Src (multiple isoforms)"	1	1	0.237847677	0.263331498	0.185839119	0.174353106	0.10617477	0.032453829	0	0	"unknown"	"PM"	"PM"
"SRC8_HUMAN"	"Q14247"	"Src substrate cortactin"	1	1	0.131014823	0.188166107	0.068249367	0.13664918	0.156128741	0.066100383	0.011412496	0.242278904	"unknown"	"Phenotype 5"	"Cytoskeleton"
"SRP14_HUMAN"	"P37108"	"Signal recognition particle 14 kDa protein"	1	1	0.054830842	0.121805791	0	0.063986351	0.153807414	0.080977276	0	0.524592327	"unknown"	"unknown"	"unknown"
"SRPR_HUMAN"	"P08240"	"Signal recognition particle receptor subunit alpha"	1	1	0.076196955	0.162461494	0.164247216	0.185705952	0.246240831	0.165147551	0	0	"ER"	"ER"	"ER"
"SRPRB_HUMAN"	"Q9Y5M8"	"Signal recognition particle receptor subunit beta"	2	2	0.166167567	0.199486163	0.055850917	0.157948232	0.256968309	0.138261539	0.02322318	0.002094094	"ER"	"ER"	"ER"
"SRRT_HUMAN"	"Q9BXP5"	"Serrate RNA effector molecule homolog (multiple isoforms)"	1	1	0.056681371	0.06967506	0.02162537	0.032194284	0.048024977	0.033531221	0.011345999	0.726921718	"unknown"	"Phenotype 2"	"Cytosol.Nucleus"
"SRSF1_HUMAN"	"Q07955"	"Isoform ASF-3 of Serine/arginine-rich splicing factor 1"	1	1	0.022392467	0.055565827	0.019139573	0.040596372	0.082608635	0.070633252	0.019887877	0.689175997	"unknown"	"unknown"	"unknown"
"SRSF3_HUMAN"	"P84103"	"Serine/arginine-rich splicing factor 3"	2	2	0.127637361	0.124377758	0.04393862	0.100120868	0.15054109	0.099035118	0.02407033	0.330278855	"unknown"	"unknown"	"unknown"
"SRSF5_HUMAN"	"Q13243"	"Isoform SRP40-4 of Serine/arginine-rich splicing factor 5"	1	1	0.093933377	0.095681983	0.027883618	0.078289466	0.125613813	0.065183474	0.01163821	0.501776059	"unknown"	"unknown"	"unknown"
"SRSF7_HUMAN"	"Q16629"	"Serine/arginine-rich splicing factor 7 (multiple isoforms)"	1	1	0.115043093	0.101105087	0.027886308	0.077948368	0.11250294	0.098351364	0.02242156	0.444741281	"unknown"	"unknown"	"unknown"
