Lead gene name,Lead ID,Lead protein name,Majority protein IDs,Organellar markers,Profiled in how many Control Maps,Log2 Ratio H/L Con1_03K,Log2 Ratio H/L Con1_06K,Log2 Ratio H/L Con1_12K,Log2 Ratio H/L Con1_24K,Log2 Ratio H/L Con1_80K,Log2 Ratio H/L Con2_03K,Log2 Ratio H/L Con2_06K,Log2 Ratio H/L Con2_12K,Log2 Ratio H/L Con2_24K,Log2 Ratio H/L Con2_80K,Log2 Ratio H/L Con3_03K,Log2 Ratio H/L Con3_06K,Log2 Ratio H/L Con3_12K,Log2 Ratio H/L Con3_24K,Log2 Ratio H/L Con3_80K
TUBGCP4,Q9UGJ1,Gamma-tubulin complex component 4,Q9UGJ1;Q9UGJ1-2,,3,1.497484631,1.33468268,0.145481822,-0.764346455,-0.913515128,1.220144188,0.965396436,-0.274267567,-0.851625516,-0.877075535,1.356707253,1.190804468,-0.171011038,-1.097332095,-1.309109161
TUFM,P49411,"Elongation factor Tu, mitochondrial",P49411,,3,-1.098752709,-0.565609295,3.306947547,5.249559114,5.488804187,-0.991054229,-0.574991944,3.341843463,5.399000148,5.512637762,-0.876016035,-0.356605547,3.428276414,5.307501387,5.544732656
TVP23B,Q9NYZ1,Golgi apparatus membrane protein TVP23 homolog B,Q9NYZ1;Q96ET8-3;Q96ET8-2,,3,0.286881148,0.259784685,-0.243506123,-0.275891113,-0.134746285,0.373397649,0.031112841,-0.167004698,-0.041179592,-0.175321745,0.247927513,-0.116754568,-0.279476363,-0.396821145,0.052972275
TWF1,Q12792,Twinfilin-1,Q12792;Q12792-3;Q12792-4,,3,-0.656944722,-0.234550121,-0.466297123,-0.197153323,0.170950553,-0.91479292,-0.545739864,-0.611138189,-0.472188984,-0.217440463,-0.749183916,-0.503261563,0.344033092,-0.404229022,0.196355243
TXLNA,P40222,Alpha-taxilin,P40222,,3,2.484009198,2.115832299,-0.066155466,-1.092309411,-0.812156257,2.245252252,1.589811416,-0.413672394,-1.173286788,-1.028204485,1.820117678,1.280896942,-0.749596215,-1.776602165,-1.39088806
TXLNG,Q9NUQ3,Gamma-taxilin,Q9NUQ3;Q9NUQ3-2,,3,2.63131386,2.180116027,-0.041892312,-1.124157042,-0.801505846,2.452226412,1.659467937,-0.364199183,-1.153767466,-0.961451441,1.967980126,1.430124667,-0.689217831,-1.632450007,-1.219102023
TXN,P10599,Thioredoxin,P10599;P10599-2,,3,-0.93076529,-0.694204539,-0.819699346,-0.738890471,-0.211531441,-0.768764224,-0.998529201,-1.550169259,-0.881215037,-0.434831797,-0.943444216,-0.69457807,-0.710732103,-1.264616467,-0.293358943
TXN2,Q99757,"Thioredoxin, mitochondrial",Q99757,,3,-1.105100769,-0.596732278,3.31783948,3.959677434,4.312665174,-0.99734788,-0.593485098,1.794395071,3.713365893,5.33692603,-0.733195473,-0.428294069,3.64362534,5.17544476,5.482880543
TXNDC12,O95881,Thioredoxin domain-containing protein 12,O95881,ER,3,0.589188211,-0.692338331,-0.60537611,1.187767747,3.268149899,0.621805735,-0.708231437,-0.457632978,1.645148266,3.220778792,0.673737315,-0.652311669,-0.558240331,1.459746354,3.41467678
TXNDC17,Q9BRA2,Thioredoxin domain-containing protein 17,Q9BRA2,,1,,,,,,,,,,,-1.260324685,-0.839880097,-1.080453969,-1.781008099,-0.281491509
TXNDC5,Q8NBS9,Thioredoxin domain-containing protein 5,Q8NBS9;Q8NBS9-2,ER,3,0.581977846,-0.748238498,-0.629009964,1.338966304,3.817520935,0.595790071,-0.774502944,-0.441673582,2.00273852,3.941575862,0.70061727,-0.671554127,-0.514305269,1.627560148,3.975905274
TXNDC9,O14530,Thioredoxin domain-containing protein 9,O14530;O14530-2,,2,,,,,,0.473215434,0.071762669,0.054223347,-0.484388461,-1.237047441,0.53684865,0.525668007,0.270110276,-0.472008876,-1.496427372
TXNIP,Q9H3M7,Thioredoxin-interacting protein,Q9H3M7,,1,,,,,,,,,,,0.425244442,0.432318067,0.559442866,1.102523765,2.47264373
TXNL1,O43396,Thioredoxin-like protein 1,O43396,,3,0.98170655,1.419592823,0.722116238,0.462471189,-1.332607399,0.898634035,0.728747725,0.508631478,0.256889886,-1.431286851,0.733180773,1.131260215,0.611550123,0.039840265,-1.594878965
TXNRD1,Q16881,"Thioredoxin reductase 1, cytoplasmic",Q16881;Q16881-3;Q16881-4;Q16881-2;Q16881-6;Q16881-5;Q16881-7,,3,-0.843914091,-0.579576886,-0.981907116,-0.918060511,-0.331917193,-0.686127278,-0.677610317,-0.824980071,-0.924590594,-0.433097191,-0.722158042,-0.497424981,-0.810662482,-1.197732323,-0.228891954
TXNRD2,Q9NNW7,"Thioredoxin reductase 2, mitochondrial",Q9NNW7;Q9NNW7-2;Q9NNW7-3;Q9NNW7-4,,3,-1.066608654,-0.575206874,3.228757134,5.108733528,4.975217457,-1.003669107,-0.624265461,3.327543662,4.187451054,3.265586919,-0.842335353,-0.378625601,3.479101189,3.625504295,5.847571048
TYMS,P04818,Thymidylate synthase,P04818;P04818-2;P04818-3,,3,0.024177814,0.42921423,-0.416192117,-0.683089658,-0.671048676,-0.324021521,-0.090050289,-0.435729153,-0.732859761,-0.840525812,-0.587424395,-0.435221884,-0.979487131,-1.753263581,-1.278548591
TYSND1,Q2T9J0,Peroxisomal leader peptide-processing protease,Q2T9J0;Q2T9J0-2,Peroxisome,2,0.834306703,-0.843473941,-0.583376408,0.855431641,2.004645205,0.614003045,-0.785850321,-0.538303817,1.209328587,2.494646014,,,,,
TYW1,Q9NV66,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase,Q9NV66;Q6NUM6;Q9NV66-2,,1,,,,,,0.253142153,-0.64914071,-0.736508813,0.936892302,1.160533009,,,,,
U2AF1,Q01081,Splicing factor U2AF 35 kDa subunit,Q01081;Q01081-4,,3,-0.49524742,0.171334947,-1.113410835,-1.991828677,-2.1824586,-0.461819451,0.172359498,-0.814691616,-1.6127257,-1.858514891,-0.420375717,0.40653667,-0.681237764,-1.669235106,-1.781752
U2AF2,P26368,Splicing factor U2AF 65 kDa subunit,P26368;P26368-2,,3,-0.556478215,0.139076515,-1.043080963,-1.923960889,-2.166502663,-0.430081218,0.116231661,-0.779348106,-1.533409421,-1.762387336,-0.384263558,0.361543798,-0.649050214,-1.552114048,-1.520935037
U2SURP,O15042,U2 snRNP-associated SURP motif-containing protein,O15042;O15042-2;O15042-3,,3,-0.182655076,0.925163932,-0.471208668,-1.654898893,-1.865910519,-0.137457358,1.28936234,-0.394297076,-1.333770599,-1.810358853,0.037171338,1.138355774,-0.270956314,-1.507090596,-1.684827971
UACA,Q9BZF9,Uveal autoantigen with coiled-coil domains and ankyrin repeats,Q9BZF9;Q9BZF9-2,,3,0.01235413,-0.030015169,0.307311939,-0.334916541,-0.479210681,-0.226948908,0.228726355,-0.083477496,-0.084272605,0.289716448,-0.713544628,-0.100777956,0.072174417,-0.486549681,0.284277218
UBA1,P22314,Ubiquitin-like modifier-activating enzyme 1,P22314;P22314-2,,3,-1.261707737,-0.823932594,-1.403083935,-1.505738012,-0.609772563,-1.507377671,-1.297253814,-1.464106302,-1.488552202,-0.942002214,-1.344574894,-0.825235669,-1.12007471,-1.758623505,-0.599943049
UBA5,Q9GZZ9,Ubiquitin-like modifier-activating enzyme 5,Q9GZZ9;Q9GZZ9-2,,1,,,,,,-0.416885332,0.054779032,-0.395492137,-0.969791068,-0.517957167,,,,,
UBAC2,Q8NBM4,Ubiquitin-associated domain-containing protein 2,Q8NBM4;Q8NBM4-2;Q8NBM4-3;Q8NBM4-4,,3,0.410558198,-0.509758492,-0.610499267,0.596076424,2.819443383,0.482228746,-0.688241151,-0.785377799,1.110630508,2.454096911,0.412944073,-0.676849018,-0.691778939,0.90303827,2.296839139
UBAP2,Q5T6F2,Ubiquitin-associated protein 2,Q5T6F2,,3,2.36918727,1.732095501,-0.281123315,-1.198030185,-0.742048014,2.234194723,1.254291686,-0.51737885,-1.183113626,-0.863152396,2.065434446,1.048654702,-0.665225803,-1.476699007,-1.061059356
UBAP2L,Q14157-5,Ubiquitin-associated protein 2-like,Q14157-5;Q14157;Q14157-3,,3,2.324234562,1.767570056,-0.351552965,-1.274075656,-0.774182156,2.402176425,1.448689552,-0.502995751,-1.196772964,-0.83274485,2.258338011,1.362441834,-0.575787344,-1.443948322,-0.911994129
UBE2G2,P60604,Ubiquitin-conjugating enzyme E2 G2,P60604;P60604-2,,3,0.550506701,-0.515335942,-0.719875108,0.618708512,2.911499849,0.469885976,-0.61102801,-0.718307684,1.132905812,2.950151098,0.409363779,-0.688915455,-0.625800705,1.105007525,3.057155638
UBE2I,P63279,SUMO-conjugating enzyme UBC9,P63279,,3,0.307894776,0.232660757,-0.114316315,-0.333752417,-0.367154822,0.130008304,-0.099293527,-0.352215799,-0.311291459,-0.427750594,0.107821756,0.123003954,-0.244121119,-0.450202705,-0.461362515
UBE2L3,P68036-3,Ubiquitin-conjugating enzyme E2 L3,P68036-3;P68036;P68036-2,,3,-0.955591891,-0.47206891,-0.850974815,-0.716694541,-0.160346715,-1.26239976,-0.764812137,-0.743907204,-0.879674604,-0.386845572,-0.833593048,-0.205596611,-0.551373874,-0.90093376,-0.165272606
UBE2M,P61081,NEDD8-conjugating enzyme Ubc12,P61081,,3,-0.801883071,-0.214240226,-0.409910625,-0.470688771,-0.550443908,-0.738818242,-0.527117166,-0.708915151,-0.739492522,-0.748941442,-0.632740776,-0.321134831,-0.577164208,-0.877102033,0.988557451
UBE2N,P61088,Ubiquitin-conjugating enzyme E2 N,P61088;Q5JXB2,,3,-0.446364256,0.145090477,-0.232277412,-0.420491565,-0.522405559,-0.608474216,-0.216467913,-0.531135209,-0.676272544,-0.611953775,-0.365146559,-0.012344424,-0.328670391,-0.752777301,-0.510477616
UBE2S,Q16763,Ubiquitin-conjugating enzyme E2 S,Q16763,,1,,,,,,0.492109553,0.549225575,0.142870845,-0.921581444,-1.223036969,,,,,
UBE2V1,Q13404,Ubiquitin-conjugating enzyme E2 variant 1,Q13404;Q13404-7;Q13404-2;Q13404-8;Q13404-6,,3,-0.492991922,0.10795563,-0.437916357,-0.59331096,-0.479773896,-0.407019203,-0.259633657,-0.466197468,-0.677056605,-0.704841235,-0.517151717,-0.086752489,-0.716884229,-1.044776484,-0.746397924
UBE2V2,Q15819,Ubiquitin-conjugating enzyme E2 variant 2,Q15819,,2,,,,,,-0.6085842,-0.222010158,-0.528198647,-0.748408143,-0.597605249,-0.428779489,-0.09589746,-0.389564503,-0.916970491,-0.638770647
UBE4A,Q14139,Ubiquitin conjugation factor E4 A,Q14139;Q14139-2,,1,0.037733627,-0.982220587,-1.181771142,0.205642742,1.858179974,,,,,,,,,,
UBFD1,O14562,Ubiquitin domain-containing protein UBFD1,O14562,,3,0.21971064,0.485117645,0.301236441,-0.405642549,-0.694297912,-0.354796385,0.335025838,-0.622531934,-0.59570721,-0.863257371,0.018491749,0.493134922,-0.208194262,-0.733339373,-1.136505524
UBLCP1,Q8WVY7,Ubiquitin-like domain-containing CTD phosphatase 1,Q8WVY7,,3,0.517426885,0.876330305,0.267595722,-0.423274714,-0.953997953,0.053667449,0.299947954,-0.221505437,-0.731278174,-1.342305123,-0.005333391,0.692427198,-0.28655052,-1.202903992,-0.97244958
UBQLN1,Q9UMX0,Ubiquilin-1,Q9UMX0;Q9UMX0-2;Q9UMX0-3,,3,-0.365258056,-0.364422039,-0.843525717,-0.032241152,0.381504883,-0.392705199,-0.722610301,-0.543446147,-0.086737168,0.642840175,-0.484953701,-0.577874667,-0.975510101,-0.374972708,0.445408894
UBQLN2,Q9UHD9,Ubiquilin-2,Q9UHD9,,3,0.313594147,-0.040793682,-0.443869823,-0.515542165,-0.240639604,0.093830572,-0.275541809,-0.746761009,-0.580310105,-0.379957928,-0.365258056,-0.430236727,-0.867278402,-1.422249736,-0.530072358
UBR4,Q5T4S7,E3 ubiquitin-protein ligase UBR4,Q5T4S7;Q5T4S7-3;Q5T4S7-4,,2,-0.442398756,0.470823163,-0.112256392,-0.682140265,-0.783240952,-0.436666121,-0.440929187,-0.577702402,-0.429051395,-0.969762812,,,,,
UBTF,P17480,Nucleolar transcription factor 1,P17480,,3,-0.616702138,0.420940456,0.864413986,0.886042823,0.557875677,-0.826002733,-0.20727789,0.494057132,0.995158858,0.896930552,-0.806947418,0.085424656,0.247441471,0.710613602,0.597316631
UBXN1,Q04323,UBX domain-containing protein 1,Q04323;Q04323-2,,1,,,,,,-0.744317997,-1.147649524,-1.005666478,-0.483621703,0.36109457,,,,,
UBXN4,Q92575,UBX domain-containing protein 4,Q92575,ER,3,0.383165125,-0.550253761,-0.776083249,0.415650514,2.41467678,0.442545456,-0.617454475,-0.546814325,0.850239355,2.537494874,0.379399163,-0.541596996,-0.654830749,0.761795872,2.713673822
UCHL5,Q9Y5K5-2,Ubiquitin carboxyl-terminal hydrolase isozyme L5,Q9Y5K5-2;Q9Y5K5-4;Q9Y5K5-3,,3,0.505281211,1.013783815,0.694033266,0.43956995,-1.238578549,0.359071312,0.729095908,0.489029064,0.556208672,-1.334243417,0.423631952,0.66848225,0.84478735,0.353436218,-1.415807142
UFC1,Q9Y3C8,Ubiquitin-fold modifier-conjugating enzyme 1,Q9Y3C8,,2,,,,,,-0.139505931,-0.874269559,-0.635718937,1.010779839,1.870818419,0.143785225,-0.650861223,-0.72203905,0.724562965,2.744397937
UFD1L,Q92890,Ubiquitin fusion degradation protein 1 homolog,Q92890;Q92890-1;Q92890-3,,3,0.097880434,-0.125557113,-0.279301266,0.203389117,0.118625514,0.106214296,-0.0967303,-0.506352666,-0.151009579,0.057276965,-0.088837663,-0.278933631,-0.451819877,-0.181329378,-0.273918656
UFL1,O94874,E3 UFM1-protein ligase 1,O94874;O94874-2;O94874-3,,3,0.543000877,-0.611490818,-0.770018389,0.951140147,3.202355028,0.663936606,-0.6485752,-0.539624381,1.542456175,2.939207768,0.762646467,-0.524603778,-0.556287272,1.251749385,3.61022759
UFM1,P61960,Ubiquitin-fold modifier 1,P61960;P61960-2,,3,0.179001399,-0.537570692,-0.641783805,0.575312331,1.238481171,0.057831475,-0.638860501,-0.680821415,0.789353664,1.234746552,0.354000719,-0.528302678,-0.499646629,0.657914343,1.504417003
UFSP2,Q9NUQ7,Ufm1-specific protease 2,Q9NUQ7,,3,0.542802827,-0.736604965,-0.717904229,0.743040957,3.394788497,0.535754381,-0.680289588,-0.561749738,1.410558198,2.25592366,0.590146877,-0.349143552,-0.571600295,0.798506795,3.187862741
UGGT1,Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1,Q9NYU2;Q9NYU2-2,ER,3,0.542802827,-0.718473845,-0.656262457,1.28853575,3.813729894,0.583037624,-0.768174406,-0.460111649,1.878529177,3.795143529,0.640343282,-0.619713844,-0.494007476,1.622508723,3.931210275
UGGT2,Q9NYU1,UDP-glucose:glycoprotein glucosyltransferase 2,Q9NYU1,,1,,,,,,,,,,,0.480471945,-0.767707638,-0.781702394,0.561790462,2.615581087
UGP2,Q16851,UTP--glucose-1-phosphate uridylyltransferase,Q16851,,3,-1.115159859,-0.440087309,-0.872683686,-0.899452871,-0.658925117,-1.166081736,-0.736821332,-1.037147479,-1.247525418,-0.765327013,-0.716078228,-0.232226571,-0.597801741,-1.108176449,-0.341994223
UGT8,Q16880,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,Q16880,,3,0.385596696,-0.665523254,-0.58264163,1.129612738,3.824767853,0.438718677,-0.612328658,-0.631198133,1.49676911,1.293605911,0.229957009,-0.693201152,-0.543067719,1.174022842,2.705977902
UHRF1,Q96T88,E3 ubiquitin-protein ligase UHRF1,Q96T88;Q96T88-2,,1,,,,,,-1.606254329,0.551196067,-0.112615106,-0.340020657,-0.404668213,,,,,
UMPS,P11172,Uridine 5-monophosphate synthase,P11172;P11172-3;P11172-2,,3,-1.2739361,-0.463051912,-0.368066901,0.087462841,0.450591032,-1.228367919,-0.860530505,-0.173254252,-0.098011344,0.496411216,-0.710425184,-0.223693838,0.153286521,-0.005738899,0.331475926
UNC45A,Q9H3U1-2,Protein unc-45 homolog A,Q9H3U1-2;Q9H3U1,,3,-0.530197359,-0.024839417,-0.51399621,-0.347839367,0.166586914,-0.619425688,-0.366540889,-0.677702622,-0.680937055,0.077926579,-0.655921445,-0.317714371,-0.684178756,-0.757671884,0.056444801
Uncharacterized protein FLJ45252,Q6ZSR9,Uncharacterized protein FLJ45252,Q6ZSR9,,1,,,,,,-0.603402068,0.291957116,0.184851546,-0.319513602,-0.525537998,,,,,
UNG,P13051,Uracil-DNA glycosylase,P13051,,2,-0.531739925,-0.059735507,1.158724796,0.41196851,-0.160701463,,,,,,-0.885553013,-0.395245456,0.855909988,0.017636903,-0.330701054
UNK,Q9C0B0,RING finger protein unkempt homolog,Q9C0B0,,2,,,,,,2.157076057,1.488206488,-0.237948897,-1.03889532,-0.870598275,2.351854439,1.544040194,-0.817358547,-1.513543044,-1.380633945
UPF1,Q92900,Regulator of nonsense transcripts 1,Q92900;Q92900-2,,3,1.927365535,1.085152681,-0.113551303,-0.953439094,-0.975651949,1.782534376,0.869160738,-0.156160835,-0.774132811,-1.011064511,1.767273419,0.771970068,-0.337320517,-1.117536932,-1.150657206
UPF2,Q9HAU5,Regulator of nonsense transcripts 2,Q9HAU5,,3,1.466914195,1.367874244,0.262433158,-0.617321682,-1.077923967,1.447843644,1.272799586,0.077106244,-0.695465595,-1.248107862,1.114367025,1.149454487,0.211884402,-0.864097444,-1.24625856
UPF3B,Q9BZI7,Regulator of nonsense transcripts 3B,Q9BZI7;Q9BZI7-2,,3,1.685312266,1.419646753,0.204265945,-0.730511967,-1.287148937,1.400210007,1.050188223,-0.061932558,-0.846298412,-1.326660675,1.267116262,1.156331891,0.032100843,-0.901769113,-1.419545744
UPP1,Q16831,Uridine phosphorylase 1,Q16831,,3,1.520749097,1.717210299,0.133432007,-0.904710168,-1.201012194,2.479256434,1.372172052,-0.419217747,-0.843914091,-1.125667289,1.798340891,0.601886645,-0.408684414,-1.31882963,-1.48681248
UQCC2,Q9BRT2,Ubiquinol-cytochrome-c reductase complex assembly factor 2,Q9BRT2,,1,-1.11425385,-0.555417738,3.189144553,4.757450016,4.708518345,,,,,,,,,,
UQCR10,Q9UDW1,Cytochrome b-c1 complex subunit 9,Q9UDW1;Q9UDW1-2,,1,-1.135459231,-0.535164474,2.946525013,4.326896827,4.154939594,,,,,,,,,,
UQCRB,P14927,Cytochrome b-c1 complex subunit 7,P14927;P14927-2,Mitochondrion,3,-1.07813717,-0.516903977,3.107721342,4.256784236,5.419033185,-1.133463868,-0.586947571,2.82397349,2.418972489,5.236913502,-0.816723116,-0.324184069,3.318461465,5.020813304,5.659639187
UQCRC1,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial",P31930,Mitochondrion,3,-1.085864139,-0.55217751,3.143670959,4.8666113,5.431188348,-1.028999139,-0.64191887,2.857841694,4.866660751,5.505986175,-0.857416651,-0.344391715,3.298746282,4.895157181,5.507033457
UQCRC2,P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial",P22695,Mitochondrion,3,-1.071936727,-0.492200287,3.074248523,4.773627167,5.054457803,-1.002252362,-0.553532014,2.878999928,4.680042993,5.240924865,-0.868489534,-0.291080012,3.294973569,4.853646405,5.265174318
UQCRFS1,P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",P47985;P0C7P4,,3,-1.191227811,-0.650566779,2.632431091,2.801303539,4.715124607,-1.034130772,-0.634419434,2.860784063,4.583398734,5.581140311,-0.929528235,-0.403427365,1.611927767,1.947666157,5.502107789
UQCRH,P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",P07919,,3,-1.097486442,-0.58115161,2.893168026,4.684818738,5.342448075,-1.057902177,-0.649457493,2.755015736,4.821914259,5.392489162,-0.911478439,-0.343091817,3.241413107,4.989774816,5.38770718
UQCRQ,O14949,Cytochrome b-c1 complex subunit 8,O14949,Mitochondrion,2,,,,,,-1.06818081,-0.593920537,2.63957948,4.48123435,4.709731759,-0.955004446,-0.378044266,3.188321793,3.701770822,5.411832963
URI1,O94763,Unconventional prefoldin RPB5 interactor 1,O94763;O94763-3;O94763-2,,2,2.192446694,2.023255352,-0.400663161,-1.06996668,-0.88790042,1.022829402,1.402503901,-0.358916447,-1.005985155,-0.949338109,,,,,
USE1,Q9NZ43,Vesicle transport protein USE1,Q9NZ43,,1,,,,,,0.246347277,-0.691103296,-0.559324146,0.430071128,0.656908183,,,,,
USMG5,Q96IX5,Up-regulated during skeletal muscle growth protein 5,Q96IX5,,2,,,,,,-1.007173573,-0.564008778,2.989920104,4.536674618,5.097400107,-1.130049652,-0.667194697,3.128788294,4.687900522,5.219013592
USO1,O60763,General vesicular transport factor p115,O60763,,3,-0.634464225,-0.141111885,0.049212535,-0.446678821,0.767908995,-0.267235875,-0.260272847,-0.152051184,-0.227556884,0.804218807,-0.233582934,0.250355272,0.242815884,-0.01547627,1.2282338
USP10,Q14694,Ubiquitin carboxyl-terminal hydrolase 10,Q14694;Q14694-3;Q14694-2,,3,2.546709289,1.864255491,-0.264252555,-1.283843148,-0.9761911,2.588996402,1.566474224,-0.396270408,-1.237387547,-1.086017264,2.246712101,1.332220987,-0.608694192,-1.624955006,-1.331844559
USP14,P54578,Ubiquitin carboxyl-terminal hydrolase 14,P54578;P54578-2;P54578-3,,3,-0.000346288,0.404467197,-0.083783255,-0.201808438,-1.009233882,0.000721167,0.05338942,-0.066079948,-0.206378745,-1.131186827,0.016353684,0.452595435,0.103665483,-0.381141166,-0.996743188
USP33,Q8TEY7,Ubiquitin carboxyl-terminal hydrolase 33,Q8TEY7;Q8TEY7-2;Q8TEY7-3,,3,0.150299708,-0.348261721,-0.268556054,0.581881464,2.177279996,0.037733627,-0.623265095,-0.468950476,0.691444831,2.200504353,-0.277586438,-1.10097909,-0.727498979,0.08841301,1.587220954
USP39,Q53GS9,U4/U6.U5 tri-snRNP-associated protein 2,Q53GS9;Q53GS9-3;Q53GS9-2,,3,0.809085118,1.024319679,-0.372916175,-1.204632009,-1.824034754,0.95746891,1.0223323,-0.291874579,-1.240315772,-1.62602334,0.758217884,1.262914176,-0.094202419,-1.276694833,-1.63648126
USP5,P45974,Ubiquitin carboxyl-terminal hydrolase 5,P45974;P45974-2,,3,-1.328543569,-1.125258107,-1.286128257,-1.293182153,-0.581302701,-1.584760538,-1.287923727,-1.453873536,-1.478707996,-0.906115355,-0.8659894,-0.829023817,-0.99844273,-1.600336696,-0.571107238
USP7,Q93009,Ubiquitin carboxyl-terminal hydrolase 7,Q93009;Q93009-3,,3,-0.409738126,-0.133669611,-0.424590847,-0.76915757,-1.430120094,-0.662163338,0.128425389,-0.204565509,-0.613100784,-1.234465254,-0.720112745,0.244399991,-0.104154531,-0.812916397,-1.392440057
USP8,P40818,Ubiquitin carboxyl-terminal hydrolase 8,P40818;P40818-2,,3,1.416029011,1.18516881,-0.1345879,-0.404496339,-0.751295159,0.924479992,0.65681668,-0.345692786,-0.503527424,-0.796109773,1.632733526,0.611550123,-0.57565833,-0.897892852,-1.104573281
USP9X,Q93008,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,Q93008;Q93008-1,,2,,,,,,-0.701740533,-0.10489906,-0.958757018,-1.250783267,-0.571128672,-0.726782527,-0.120654953,-0.275733916,-1.248759106,-0.561621973
UTP14A,Q9BVJ6,U3 small nucleolar RNA-associated protein 14 homolog A,Q9BVJ6;Q9BVJ6-3;Q9BVJ6-2,,1,,,,,,-0.961507629,1.755699458,0.142478791,-0.600227339,-1.543130784,,,,,
UTP18,Q9Y5J1,U3 small nucleolar RNA-associated protein 18 homolog,Q9Y5J1,,3,-0.062158472,1.294135481,-0.416038115,-1.417116477,-1.479472146,-0.630282271,1.051232872,-0.600380441,-1.158268357,-1.675212434,-1.376020798,1.31823006,-0.50678308,-1.774182156,-1.940257102
UTP20,O75691,Small subunit processome component 20 homolog,O75691,,2,-0.238102031,1.954047379,-0.005376833,-1.012897465,-1.335335128,-0.548290379,1.303225478,-0.154024282,-1.103270902,-1.412346979,,,,,
UTRN,P46939,Utrophin,P46939;P46939-2,Actin binding proteins,3,-1.226341187,-0.43225987,-0.018220396,0.837701091,1.808755717,-1.067727128,-0.544098118,0.303809967,1.593258146,0.355692898,-0.82963905,-0.649185961,0.157173094,1.146068641,-0.251401374
VAC14,Q08AM6,Protein VAC14 homolog,Q08AM6,Endosome,3,2.394376945,0.891574725,-0.393614628,-0.518122443,-0.979942348,1.709334754,0.682573297,-0.370601411,-0.207261234,-0.933435444,1.884128993,0.767824268,-0.518122443,-0.405642549,-0.937132259
VAMP3,Q15836,Vesicle-associated membrane protein 3,Q15836,,3,0.571725344,0.379510067,-0.324798304,-0.356254613,-0.250834766,0.589284107,0.195221593,-0.326841616,-0.126738005,-0.098103994,0.603881483,0.201006466,-0.319333578,-0.372617287,-0.04504438
VAMP7,P51809,Vesicle-associated membrane protein 7,P51809;P51809-3;P51809-2,Endosome,3,1.63895425,-0.087656716,-0.769747791,-0.143739325,0.135797512,1.688090817,-0.208661003,-0.79859197,0.241718175,0.229464873,1.885222921,-0.121109901,-0.645073978,-0.055831215,0.238175419
VAMP8,Q9BV40,Vesicle-associated membrane protein 8,Q9BV40,Endosome,3,0.810813242,0.175173266,-0.721230164,-0.493052835,0.234623941,0.943358763,0.080794082,-0.597692576,-0.107383601,0.36960607,0.778881397,0.026162654,-0.705288098,-0.460111649,0.224781194
VANGL1,Q8TAA9,Vang-like protein 1,Q8TAA9;Q8TAA9-2,Plasma membrane,3,-0.583938551,-0.525724914,-0.325647826,0.904426293,2.933402677,-0.504796051,-0.469110231,-0.140777826,1.401193551,2.721941313,-0.527512229,-0.515521541,-0.033495702,0.876015907,2.237471941
VAPA,Q9P0L0,Vesicle-associated membrane protein-associated protein A,Q9P0L0,,3,0.142478791,-0.56317721,-0.53497633,0.847916755,2.488823464,0.187261005,-0.602197038,-0.399939624,1.331475926,2.652922393,0.29207495,-0.430761693,-0.34916193,1.221072783,2.822628187
VAPB,O95292,Vesicle-associated membrane protein-associated protein B/C,O95292,ER,3,0.113700499,-0.556053931,-0.553108595,0.873970646,2.734742131,0.213378391,-0.618783087,-0.349125175,1.485684428,2.831451664,0.279530726,-0.422945868,-0.318523748,1.313594147,3.132659092
VARS,P26640,Valine--tRNA ligase,P26640,,3,1.162532318,1.294429602,0.240619629,-0.642729524,-1.16575803,1.052137623,0.910425673,-0.059570111,-0.767314687,-1.371123775,0.978708171,0.920445757,-0.017139638,-0.865831642,-1.366652494
VASN,Q6EMK4,Vasorin,Q6EMK4,,3,-0.345197874,-0.363976362,-0.286233812,0.894992331,3.173815029,-0.226206173,-0.341354346,-0.263958026,0.945233123,2.393498575,-0.791832375,-0.62613467,-0.672335627,0.419431022,2.098554307
VASP,P50552,Vasodilator-stimulated phosphoprotein,P50552,,3,-0.408148274,0.416515504,0.6098495,0.170566057,-0.176674545,-0.522177633,0.083111227,0.351289098,0.129876461,-0.098675466,-0.690334846,0.013640911,0.369382725,-0.091294674,-0.233837394
VAT1,Q99536,Synaptic vesicle membrane protein VAT-1 homolog,Q99536;Q99536-3;Q99536-2,,3,-0.218363316,-0.151169777,0.346758372,0.373620373,0.282499113,-0.175191422,-0.410063975,0.150169706,0.474462002,0.291485686,-0.301212559,-0.467453624,0.264836648,0.185359135,0.174150712
VBP1,P61758,Prefoldin subunit 3,P61758,,3,0.612210935,0.819095896,-0.175256582,-0.923167304,-0.329214038,0.363339312,0.629846179,-0.872234672,-1.247080179,-0.950090478,-0.385469179,-0.266541529,-1.343878939,-2.344904673,-1.279633969
