"Accession number","Accession number","ENV %","STR %","THY %","Total Spectral count","ENV (spectral count)","STR (spectral count)","THY (spectral count)","TOT (spectral count)",LOC_Training,LOC_Test,"cTP (ChloroP)","TargetP (PPDB)","Description (TAIR)","MapManBin (PPDB)","Curated Location (PPDB)","Location (TAIR)","Subcellular loc MF120725","Subplastidial loc MF120725","Subsubplastidial loc 120725","TMHMM (PPDB)","Calc.MW (PPDB)","Calc.PI (PPDB)","Length (nb of aa)","ProteomicsPub. (PPDB)","GFP/YFP loc. (PPDB)"
AT3G55610.1,AT3G55610,0,100,0,2,0,2,0,0,STR," -",-,_,"delta 1-pyrroline-5-carboxylate synthetase B / P5CS B (P5CS2), identical to SP:P54","13.1.2.2.1 amino acid metabolism.synthesis.glutamate family.proline.delta 1-pyrroline-5-carboxylate synthetase"," -"," -",Unknown,N/A,N/A,0,78.87,6.34,726," -"," -"
AT3G58160.1,AT3G58160,0,100,0,2,0,1,0,1," -"," -",-,_,"XIJ (Myosin-like protein XIJ) ","31.1 cell.organisation"," -"," -",Unknown,N/A,N/A,0,141.41,5.74,1242,"15539469(vacuole); "," -"
AT3G61540.1,AT3G61540,0,100,0,3,0,3,0,0," -"," -",Y,C,"peptidase family protein, similar to prolyl aminopeptidase (proline iminopeptidase","29.5 protein.degradation"," -"," -",Unknown,N/A,N/A,0,57.58,6.87,515,"15215502(Vacuolar proteome); "," -"
AT4G02990.1,AT4G02990,0,100,0,2,0,2,0,0," -"," -",Y,M,"mitochondrial transcription termination factor family protein / mTERF family prote","27.3.99 RNA.regulation of transcription.unclassified"," -"," -",Unknown,N/A,N/A,0,61.55,6.33,541," -"," -"
AT4G03080.1,AT4G03080,0,24.5286785531586,75.4713214468414,2,0,1,1,0," -"," -",-,_,"kelch repeat-containing serine/threonine phosphoesterase family protein, contains ","29.4 protein.postranslational modification"," -"," -",Unknown,N/A,N/A,0,96.14,5.91,881," -"," -"
AT4G03205.1,AT4G03205,0,100,0,18,0,15,0,3," -"," -",Y,C,"HEMF2; coproporphyrinogen oxidase ","19.8 tetrapyrrole synthesis.coproporphyrinogen III oxidase"," -"," -",Unknown,N/A,N/A,0,26.13,7.09,233," -"," -"
AT4G09430.1,AT4G09430,0,100,0,1,0,1,0,0," -"," -",-,_,"disease resistance protein (TIR-NBS-LRR class), putative, domain signature TIR-NBS","20.1 stress.biotic"," -"," -",Unknown,N/A,N/A,0,118.37,7.55,1039," -"," -"
AT4G11175.1,AT4G11175,0,24.5286785531586,75.4713214468414,4,0,1,1,2," -"," -",Y,M,"translation initiation factor IF-1, chloroplast, putative, similar to Swiss-Prot:P","29.2.3 protein.synthesis.initiation"," -"," -",Unknown,N/A,N/A,0,15.73,10.15,141," -","11251102(Plastid  -SUBA); "
AT4G12770.1,AT4G12770,TOT,TOT,TOT,2,0,0,0,2," -"," -",Y,_,"auxilin-related, low similarity to SP:Q27974 Auxilin {Bos taurus} | chr4:7506378-7","31.4 cell. vesicle transport"," -"," -",Unknown,N/A,N/A,0,100.3,6.58,891," -"," -"
AT4G13940.1,AT4G13940,0,100,0,3,0,3,0,0," -"," -",-,_,"EMB1395 | adenosylhomocysteinase / S-adenosyl-L-homocysteine hydrolase / AdoHcyase (SAHH)","13.2.3.4 amino acid metabolism.degradation.aspartate family.methionine"," -"," -",unknown,N/A,N/A,0,53.37,5.66,485,"15215502(Vacuolar proteome); 16242667(mature Pollen); 16358359(cell suspension (Gamborg)); 16358359(cell suspension (M&Skoog)); 16526091(Cu-binding root); 16400686(floem_sap B. napa); 15815986(Silique); 15815986(seedling); 15276459(trichomes); 11402211,12"," -"
AT4G21670.1,AT4G21670,0,100,0,9,0,9,0,0," -"," -",-,_,"similar to double-stranded RNA-binding domain (DsRBD)-containing protein [Arabidop","27.4 RNA.RNA binding"," -"," -",Unknown,N/A,N/A,0,108.42,5.81,967," -"," -"
AT4G22130.1,AT4G22130,0,100,0,6,0,3,0,3," -"," -",-,S,"similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis","30.2.5 signalling.receptor kinases.leucine rich repeat V"," -"," -",Unknown,N/A,N/A,2,76.08,6.92,703,"15308754(plasma membrane (phosphorylated)); "," -"
AT4G25900.1,AT4G25900,0,0,100,2,0,0,2,0," -"," -",-,S,"aldose 1-epimerase family protein, similar to apospory-associated protein C; APOC ","3.5 minor CHO metabolism.others"," -"," -",unknown,N/A,N/A,1,36.25,9.65,318,"14595688(Cell Wall proteome); 15593128(Cell Wall proteome); 16247729(mature Pollen); 15815986(seedling); 16618929(PlasmaMembrane-LOPIT-callus); "," -"
AT4G33090.1,AT4G33090,0,0,100,3,0,0,2,1," -"," -",-,_,"aminopeptidase M, similar to SP:Q11011 Puromycin-sensitive aminopeptidase (EC 3.4.","29.5 protein.degradation"," -","plasma membrane",Unknown,N/A,N/A,0,98.18,5.33,879," -"," -"
AT4G34290.1,AT4G34290,0,24.5286785531586,75.4713214468414,4,0,2,2,0," -"," -",Y,C,"SWIB complex BAF60b domain-containing protein, contains Pfam profile PF02201: BAF6","35.1 not assigned.no ontology"," -"," -",Unknown,N/A,N/A,0,15.99,9.79,144," -"," -"
AT4G36150.1,AT4G36150,0,0,100,2,0,0,1,1," -"," -",Y,C,"disease resistance protein (TIR-NBS-LRR class), putative, domain signature TIR-NBS","20.1 stress.biotic"," -"," -",Unknown,N/A,N/A,1,134.07,7.38,1179," -"," -"
AT5G02240.1,AT5G02240,0,100,0,22,0,22,0,0," -"," -",-,_,"expressed protein | chr5:451421-453155 FORWARD | Aliases: T1E22.5","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,27.1,6.19,253,"15815986(Silique); 15815986(seedling); 15815986(Leaf); 11402211,12068122,15047896,16679420,17028149(seed-all-Jobpapers); "," -"
AT5G03300.1,AT5G03300,0,100,0,7,0,7,0,0," -"," -",-,_,"adenosine kinase 2 (ADK2), contains Pfam profile: PF00294 pfkB family carbohydrate","23.3.2.1 nucleotide metabolism.salvage.nucleoside kinases.adenosine kinase"," -"," -",unknown,N/A,N/A,0,37.84,5.14,345,"16358359(cell suspension (Gamborg)); 16526091(Cu-binding root); 16400686(floem_sap B. napa); 15815986(Silique); 15815986(seedling); 15276459(trichomes); "," -"
AT5G04710.1,AT5G04710,0,100,0,21,0,21,0,0," -"," -",Y,C,"aspartyl aminopeptidase, putative, similar to SP:Q9ULA0 Aspartyl aminopeptidase (E","29.5.4 protein.degradation.aspartate protease"," -"," -",Unknown,N/A,N/A,0,57.86,6.49,526," -"," -"
AT5G05570.1,AT5G05570,TOT,TOT,TOT,2,0,0,0,2," -"," -",-,M,"transducin family protein / WD-40 repeat family protein, similar to unknown protei","35.1 not assigned.no ontology"," -"," -",Unknown,N/A,N/A,0,122.66,5.47,1124," -"," -"
AT5G06670.1,AT5G06670,0,100,0,1,0,1,0,0," -"," -",Y,C,"kinesin motor protein-related ","31.1 cell.organisation"," -"," -",Unknown,N/A,N/A,0,110.71,5.74,992," -"," -"
AT5G07760.1,AT5G07760,0,100,0,10,0,2,0,8," -"," -",Y,C,"formin homology 2 domain-containing protein / FH2 domain-containing protein, conta","35.1.20 not assigned.no ontology.formin homology 2 domain-containing protein"," -"," -",Unknown,N/A,N/A,0,95.54,7.42,853," -"," -"
AT5G15880.1,AT5G15880,0,100,0,2,0,2,0,0," -"," -",-,_,"expressed protein | chr5:5185791-5188050 FORWARD | Aliases: F1N13.20, F1N13_20","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,1,39.57,5.32,348," -"," -"
AT5G16440.1,AT5G16440,0,100,0,2,0,2,0,0," -"," -",Y,C,"similar to MutT/nudix family protein [Arabidopsis thaliana] (TAIR:At1g79690.1); si","16.1.2.7 secondary metabolism.isoprenoids.mevalonate pathway.isopentenyl pyrophosphate:dimethyllallyl pyrophosphate isomerase"," -"," -",Unknown,N/A,N/A,0,33.21,5.68,291,"15052571(soluble leaf); "," -"
AT5G20250.1,AT5G20250,0,100,0,8,0,7,0,1," -"," -",-,_,"similar to alkaline alpha galactosidase, putative [Arabidopsis thaliana] (TAIR:At3","3.1.2.2 minor CHO metabolism.raffinose family.raffinose synthases.putative"," -"," -",Unknown,N/A,N/A,0,83.11,6.21,749," -"," -"
AT5G22620.1,AT5G22620,0,100,0,5,0,5,0,0," -"," -",Y,C,"phosphoglycerate/bisphosphoglycerate mutase family protein, weak similarity to SP:","35.1 not assigned.no ontology"," -"," -",unknown,N/A,N/A,0,53.11,6.64,482," -"," -"
AT5G24870.1,AT5G24870,0,100,0,2,0,2,0,0," -"," -",-,_,"zinc finger (C3HC4-type RING finger) family protein, similar to Pfam domain, PF000","29.5.11.4.2 protein.degradation.ubiquitin.E3.RING"," -"," -",Unknown,N/A,N/A,0,56.79,9.36,520," -"," -"
AT5G26000.1,AT5G26000,TOT,TOT,TOT,5,0,0,0,5," -"," -",-,S,"glycosyl hydrolase family 1 protein, contains Pfam PF00232 : Glycosyl hydrolase fa","16.5.1 secondary metabolism.sulfur-containing.glucosinolates","not plastid"," -",Unknown,N/A,N/A,0,61.13,5.6,541,"15028209(Total chloroplast); 15539469(vacuole); 15821981(crude&pure 80S ribosome); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AT5G36210.1,AT5G36210,0,100,0,2,0,2,0,0," -"," -",Y,C,"expressed protein | chr5:14265143-14270460 REVERSE | Aliases: MAB16.20","29.5 protein.degradation"," -"," -",Unknown,N/A,N/A,0,75.21,5.11,730,"15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AT5G36890.1,AT5G36890,0,100,0,3,0,3,0,0," -"," -",-,M,"glycosyl hydrolase family 1 protein, pcontains Pfam PF00232 : Glycosyl hydrolase f","26.3 misc.gluco-, galacto- and mannosidases"," -"," -",Unknown,N/A,N/A,0,56.07,5.38,490,"16358359(cell suspension (M&Skoog)); "," -"
AT5G38480.1,AT5G38480,0,100,0,2,0,1,0,1," -"," -",-,_,"GRF3 (GENERAL REGULATORY FACTOR 3); protein phosphorylated amino acid binding ","30.7 signalling.14-3-3 proteins"," -"," -",Unknown,N/A,N/A,0,28.6,4.74,255,"16287169(Cell Wall proteome); 15539469(vacuole); 16358359(cell suspension (M&Skoog)); 16619310(14-3-3 proteins); 11402211,12068122,15047896,16679420,17028149(seed-all-Jobpapers); "," -"
AT5G40370.1,AT5G40370,TOT,TOT,TOT,2,0,0,0,2," -"," -",-,S,"glutaredoxin, putative, similar to glutaredoxin (Ricinus communis) SWISS-PROT:P551","21.4 redox.glutaredoxins"," -"," -",Unknown,N/A,N/A,0,11.75,6.71,111,"15539469(vacuole); 15815986(Silique); 15276459(trichomes); 15734904(S-nitrosylated suspension cells or leaf); "," -"
AT5G40410.1,AT5G40410,0,0,100,1,0,0,1,0," -"," -",-,M,"similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana","35.1.5 not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"," -"," -",Unknown,N/A,N/A,0,68.67,8.71,608," -"," -"
AT5G44316.1,AT5G44316,0,100,0,4,0,4,0,0," -"," -",Y,C,"ATP-binding-cassette transporter, putative, similar to ATP-binding-cassette transp","35.1 not assigned.no ontology"," -"," -",Unknown,N/A,N/A,0,53.08,5.93,470," -"," -"
AT5G46420.1,AT5G46420,0,100,0,3,0,3,0,0," -"," -",Y,C,"16S rRNA processing protein RimM family, contains weak similarity to Swiss-Prot:O7","27.1 RNA.processing"," -"," -",Unknown,N/A,N/A,0,73.78,5.61,653," -"," -"
AT5G47860.1,AT5G47860,0,100,0,7,0,4,0,3," -"," -",Y,C,"expressed protein | chr5:19398789-19401648 FORWARD | Aliases: MCA23.20, MCA23_20","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,47.78,8.19,431," -"," -"
AT5G52960.1,AT5G52960,0,100,0,5,0,5,0,0," -"," -",Y,C,"expressed protein, similar to unknown protein (pir :S77140) | chr5:21494372-214956","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,19.16,8.26,170," -"," -"
AT5G53850.1,AT5G53850,0,100,0,7,0,5,0,2," -"," -",-,_,"haloacid dehalogenase-like hydrolase family protein, low similarity to enolase-pho","3.5 minor CHO metabolism.others"," -"," -",Unknown,N/A,N/A,0,45.02,5.87,402,"15815986(Leaf); "," -"
AT5G60930.1,AT5G60930,TOT,TOT,TOT,5,0,0,0,5," -"," -",-,_,"chromosome-associated kinesin, putative, microtubule-associated motor KIF4 , Mus m","31.1 cell.organisation"," -"," -",Unknown,N/A,N/A,0,145.22,6.76,1294," -"," -"
AT5G63980.1,AT5G63980,0,100,0,16,0,13,0,3," -"," -",Y,_,"3'(2'),5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase / FIERY","23.2 nucleotide metabolism.degradation"," -"," -",Unknown,N/A,N/A,0,37.56,5.02,407,"16207701(chloroplast stroma); "," -"
AT2G21195.1,AT2G21195,100,0,0,1,1,0,0,0," -"," -",-,_,"expressed protein | chr2:9090246-9090885 FORWARD | Aliases: None","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,10.36,8.93,93," -"," -"
AT2G29720.1,AT2G29720,50.9590958577428,0,49.0409041422572,2,1,0,1,0," -"," -",-,M,"monooxygenase family protein, nearly identical to CTF2B (GI:4164578)(Plant Physiol","26.7 misc.oxidases - copper, flavone etc."," -"," -",Unknown,N/A,N/A,0,46.88,9.52,427," -"," -"
AT1G11320.1,AT1G11320,100,0,0,2,2,0,0,0," -"," -",-,_,"expressed protein, identical to hypothetical protein GB:AAD49990 GI:5734725 from (","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,46.89,6.54,424,"16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT2G27490.1,AT2G27490,100,0,0,2,2,0,0,0," -"," -",-,_,"dephospho-CoA kinase family, similar to Dephospho-CoA kinase (EC 2.7.1.24) (Dephos","35.1 not assigned.no ontology"," -"," -",Unknown,N/A,N/A,0,25.74,9.54,232,"14760709(Vacuolar proteome); 16618929(UNKNOWN-LOPIT-callus); "," -"
AT3G28220.1,AT3G28220,100,0,0,2,2,0,0,0," -"," -",-,_,"meprin and TRAF homology domain-containing protein / MATH domain-containing protei","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,1,42.88,8.59,370,"12938931(Total chloroplast envelope); 15539469(vacuole); "," -"
AT3G57090.1,AT3G57090,100,0,0,2,2,0,0,0," -"," -",-,_,"expressed protein | chr3:21139509-21141167 FORWARD | Aliases: F24I3.170","26.33*  misc. tetratricopeptide repeat (TPR) unknown function"," -"," -",Unknown,N/A,N/A,1,18.69,5.54,170," -"," -"
AT4G13150.1,AT4G13150,100,0,0,2,2,0,0,0," -"," -",-,_,"expressed protein | chr4:7651532-7652585 REVERSE | Aliases: F17N18.40, F17N18_40","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,12.77,9.16,119," -"," -"
AT4G17540.1,AT4G17540,100,0,0,2,2,0,0,0," -"," -",-,_,"expressed protein | chr4:9775868-9777827 FORWARD | Aliases: DL4805W, FCAALL.37","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,31.75,9.56,294," -"," -"
AT4G28440.1,AT4G28440,100,0,0,3,2,0,0,1," -"," -",Y,C,"DNA-binding protein-related, contains weak similarity to G-quartet DNA binding pro","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,16.45,9.46,153," -"," -"
AT5G19850.1,AT5G19850,100,0,0,2,2,0,0,0," -"," -",Y,C,"hydrolase, alpha/beta fold family protein, low similarity to hydrolase (Terrabacte","35.1 not assigned.no ontology"," -"," -",Unknown,N/A,N/A,0,40.1,6.09,359," -"," -"
AT5G51690.1,AT5G51690,100,0,0,2,2,0,0,0," -"," -",-,M,"1-aminocyclopropane-1-carboxylate synthase, putative / ACC synthase, putative, sim","17.5.1.1 hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase"," -"," -",Unknown,N/A,N/A,1,55.21,7.02,495," -"," -"
AT1G66820.1,AT1G66820,100,0,0,3,3,0,0,0," -"," -",-,_,"glycine-rich protein | chr1:24933703-24934214 FORWARD | Aliases: F4N21.5, F4N21_5","35.1.40 not assigned.no ontology.glycine rich proteins"," -"," -",Unknown,N/A,N/A,2,11.04,7.77,109," -"," -"
AT1G71240.1,AT1G71240,100,0,0,3,3,0,0,0," -"," -",Y,M,"expressed protein, contains Pfam profile: PF04842 plant protein of unknown functio","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,2,92.87,9.4,824," -"," -"
AT3G46980.1,AT3G46980,100,0,0,3,3,0,0,0,ENV," -",-,_,"transporter-related, low similarity to brain specific Na+-dependent inorganic phos","34.7 transport.phosphate"," -"," -",Unknown,N/A,N/A,12,58.24,9.79,533," -"," -"
AT5G09995.2,AT5G09995,100,0,0,3,3,0,0,0," -"," -",Y,C,"expressed protein | chr5:3125039-3126379 REVERSE | Aliases: None","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,1,22.44,9.5,205," -"," -"
AT5G56730.1,AT5G56730,100,0,0,3,3,0,0,0," -"," -",-,_,"peptidase M16 family protein / insulinase family protein, contains Pfam domain, PF","29.5.7 protein.degradation.metalloprotease"," -"," -",Unknown,N/A,N/A,1,107.98,5.4,956,"16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT1G22740.1,AT1G22740,100,0,0,4,4,0,0,0," -"," -",-,M,"RAB7 (Ras-related protein 7); GTP binding ","30.5 signalling.G-proteins"," -"," -",Unknown,N/A,N/A,0,22.94,5.28,203,"15539469(vacuole); ","11844103(Vacuole  -SUBA); "
AT1G25290.1,AT1G25290,100,0,0,4,4,0,0,0," -"," -",-,C,"rhomboid family protein, contains PFAM domain PF01694, Rhomboid family | chr1:8867","35.1 not assigned.no ontology"," -"," -",Unknown,N/A,N/A,2,38.22,10.79,343," -"," -"
AT1G64850.1,AT1G64850,100,0,0,4,4,0,0,0," -"," -",-,_,"calcium-binding EF hand family protein, contains INTERPRO:IPR002048 calcium-bindin","30.3 signalling.calcium"," -"," -",Unknown,N/A,N/A,0,18.09,6.11,162," -"," -"
AT3G10680.1,AT3G10680,100,0,0,4,4,0,0,0," -"," -",Y,C,"heat shock protein-related, contains weak similarity to Pfam profile PF00011: Hsp2","20.2.1 stress.abiotic.heat"," -"," -",Unknown,N/A,N/A,1,54.19,8.95,490," -"," -"
AT3G63390.1,AT3G63390,100,0,0,4,4,0,0,0," -"," -",-,_,"expressed protein | chr3:23422141-23422943 REVERSE | Aliases: MAA21.20","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,19.16,5.58,175," -"," -"
AT4G15820.1,AT4G15820,100,0,0,4,4,0,0,0," -"," -",Y,M,"wound-responsive protein-related, contains weak similarity to KED (Nicotiana tabac","20.2.4 stress.abiotic.touch/wounding"," -"," -",Unknown,N/A,N/A,1,51.21,5.15,460," -"," -"
AT5G04830.1,AT5G04830,100,0,0,4,4,0,0,0," -"," -",-,_,"expressed protein | chr5:1402110-1403846 REVERSE | Aliases: MUK11.15, MUK11_15","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,20.29,8.43,178," -"," -"
AT5G63050.1,AT5G63050,100,0,0,4,4,0,0,0," -"," -",-,M,"EMB2759 | expressed protein | chr5:25309661-25312221 FORWARD | Aliases: MDC12.1, MDC12_1,","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,2,39.29,9.41,345," -"," -"
AT1G49510.1,AT1G49510,100,0,0,5,5,0,0,0," -"," -",Y,C,"EMB1273 | expressed protein | chr1:18330586-18332229 FORWARD | Aliases: F13F21.5, F13F21_","33.99 development.unspecified"," -"," -",Unknown,N/A,N/A,3,27.38,9.73,240," -"," -"
AT1G55450.1,AT1G55450,100,0,0,5,5,0,0,0," -"," -",-,_,"embryo-abundant protein-related, similar to embryo-abundant protein GI:1350531 fro","27.3.99 RNA.regulation of transcription.unclassified; 33.99 development.unspecified"," -"," -",Unknown,N/A,N/A,0,34.47,6.75,311," -"," -"
AT1G64970.1,AT1G64970,100,0,0,5,5,0,0,0," -"," -",Y,C,"expressed protein | chr1:24137050-24139723 REVERSE | Aliases: F13O11.27, F13O11_27","16.1.3.5 secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol methyltransferase"," -"," -",Unknown,N/A,N/A,0,38.07,6.71,348," -"," -"
AT4G24460.1,AT4G24460,100,0,0,5,5,0,0,0," -"," -",Y,C,"expressed protein | chr4:12642898-12645438 FORWARD | Aliases: T22A6.290, T22A6_290","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,10,46.68,9.93,431," -"," -"
AT2G43240.1,AT2G43240,100,0,0,6,6,0,0,0,ENV," -",-,_,"nucleotide-sugar transporter family protein, weak similarity to SP:P78382 CMP-sial","34.2 transporter.sugars"," -"," -",Unknown,N/A,N/A,8,86.95,8.92,406," -"," -"
AT4G13140.1,AT4G13140,100,0,0,7,7,0,0,0," -"," -",-,_,"expressed protein | chr4:7650322-7651141 REVERSE | Aliases: F17N18.30, F17N18_30","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,2,14.79,9.38,137," -"," -"
AT3G45890.1,AT3G45890,100,0,0,12,12,0,0,0," -"," -",Y,C,"expressed protein, contains Pfam domain, PF04884: Protein of unknown function, DUF","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,66.38,6.4,608,"16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT2G37860.3,AT2G37860,100,0,0,35,35,0,0,0," -"," -",Y,C,"expressed protein | chr2:15863710-15865998 FORWARD | Aliases: T8P21.23, T8P21_23","33.99 development.unspecified"," -"," -",Unknown,N/A,N/A,2,37.35,5.57,347,"16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT3G11950.1,AT3G11950,94.2127802759169,0,5.78721972408308,50,47,0,3,0," -"," -",-,_,"UbiA prenyltransferase family protein, contains Pfam profile PF01040: UbiA prenylt","16.1 secondary metabolism.isoprenoids"," -"," -",Unknown,N/A,N/A,7,106.65,5.15,572,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); "," -"
AT3G28760.1,AT3G28760,0,100,0,4,0,4,0,0," -"," -",Y,C,"similar to unnamed protein product [Vitis vinifera] (GB:CAO14940.1); contains InterPro domain 3-dehydroquinate synthase, prokaryotic-type (InterPro:IPR002812) ","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,0,47.05,6.69,422," -"," -"
AT5G57345.1,AT5G57345,0,0,100,9,0,0,7,2," -"," -",Y,C,"expressed protein | chr5:23246652-23247861 REVERSE | Aliases: None","35.2 not assigned.unknown"," -"," -",Unknown,N/A,N/A,2,20.19,9.19,188," -"," -"
AT4G02620.1,AT4G02620,100,0,0,3,3,0,0,0,ENV," -",-,_,"vacuolar ATPase subunit F family protein, contains weak similarity to vacuolar ATP","34.1.1 transport.p- and v-ATPases.H+-transporting two-sector ATPase",vacuole," -",vacuole,N/A,N/A,0,14.26,6.07,128,"15215502(Vacuolar proteome); 15539469(vacuole); "," -"
AT2G36830.1,AT2G36830,100,0,0,6,6,0,0,0,ENV," -",-,_,"major intrinsic family protein / MIP family protein, contains Pfam profile: MIP PF","34.19.2 transport.Major Intrinsic Proteins.TIP"," -","vacuolar membrane (sensu Magnoliophyta)",vacuole,N/A,N/A,7,25.62,6.02,251,"12766230(Total chloroplast envelope); 15539469(vacuole); ","11844103(Vacuole  -SUBA); 16183846(Vacuole  -SUBA); "
AT4G11150.1,AT4G11150,100,0,0,6,6,0,0,0,ENV," -",-,_,"EMB2448 | vacuolar ATP synthase subunit E / V-ATPase E subunit / vacuolar proton pump E s","34.1.1 transport.p- and v-ATPases.H+-transporting two-sector ATPase",vacuole,"vacuolar membrane (sensu Magnoliophyta)",vacuole,N/A,N/A,0,26.06,6.04,230,"14760709(Vacuolar proteome); 15215502(Vacuolar proteome); 15539469(vacuole); 15734919(80S cytolic ribosomes); 16358359(cell suspension (Gamborg)); 15815986(Silique); 15815986(seedling); 15815986(Leaf); 16618929(vacuole-LOPIT-callus); "," -"
AT1G12840.1,AT1G12840,100,0,0,18,16,0,0,2,ENV," -",-,M,"vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump","34.1 transport.p- and v-ATPases",vacuole,"plasma membrane & hydrogen-transporting ATPase V1 domain",vacuole,N/A,N/A,0,42.62,5.4,375,"14760709(Vacuolar proteome); 15215502(Vacuolar proteome); 15539469(vacuole); 16618929(vacuole-LOPIT-callus); "," -"
AT4G39080.1,AT4G39080,100,0,0,16,16,0,0,0,ENV," -",-,_,"vacuolar proton ATPase, putative, similar to Swiss-Prot:Q93050 vacuolar proton tra","34.1 transport.p- and v-ATPases"," -","vacuolar membrane (sensu Magnoliophyta)",vacuole,N/A,N/A,6,92.83,5.65,821,"15215502(Vacuolar proteome); 15539469(vacuole); 16618929(vacuole-LOPIT-callus); "," -"
AT1G76030.1,AT1G76030,100,0,0,45,45,0,0,0,ENV," -",-,_,"vacuolar ATP synthase subunit B / V-ATPase B subunit / vacuolar proton pump B subu","34.1.1 transport.p- and v-ATPases.H+-transporting two-sector ATPase",vacuole," -",vacuole,N/A,N/A,0,54.1,4.98,486,"15028209(Total chloroplast); 15215502(Vacuolar proteome); 15539469(vacuole); 16358359(cell suspension (Gamborg)); 16502469(cell suspension-CD-down); 15815986(seedling); 15815986(Leaf); "," -"
AT1G78900.1,AT1G78900,100,0,0,53,52,0,0,1,ENV," -",-,_,"VHA-A | Encodes catalytic subunit A of the vacuolar ATP synthase.  Mutants are devoid of ","34.1 transport.p- and v-ATPases",vacuole," -",vacuole,N/A,N/A,0,68.81,5.11,623,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 14760709(Vacuolar proteome); 15215502(Vacuolar proteome); 16287169(Cell Wall proteome); 15539469(vacuole); 16242667(mature Pollen); 16358359(cell susp"," -"
AT4G13670.1,AT4G13670,83.1530486623909,0,16.8469513376091,23,19,0,4,0," -"," -",Y,C,"peptidoglycan-binding domain-containing  protein, similar to spore cortex-lytic en","26.29* misc. DnaJ domain with unknown function"," -","thylakoid membrane (sensu Viridiplantae) & plastid chromosome",C,STR,Nucleoid,0,44.02,4.84,387,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 15322131(Thylakoid-stripped); 16326926(nucleoids); "," -"
AT1G14410.1,AT1G14410,0,100,0,7,0,1,0,6," -"," -",Y,C,"DNA-binding protein-related, similar to DNA-binding protein p24 GI:9651810 from (S","27.3.67 RNA.regulation of transcription.putative transcription regulator","plastid stroma","plastid chromosome & chloroplast",C,STR,Nucleoid,0,29.05,9.38,263,"16326926(nucleoids); 15815986(seedling); ","15967440(Plastid  -SUBA); "
AT1G74850.1,AT1G74850,0,100,0,4,0,3,0,1," -"," -",Y,C,"pentatricopeptide (PPR) repeat-containing protein, contains Pfam profile PF01535: ","28.3* DNA.plastid nucleoid interacting","plastid nucleoid","plastid chromosome",C,STR,Nucleoid,0,96.32,5.67,862,"15028209(Total chloroplast); 16326926(nucleoids); "," -"
AT1G80480.1,AT1G80480,0,100,0,43,0,43,0,0," -",STR,Y,C,"PRLI-interacting factor L, putative, similar to PRLI-interacting factor L (Arabido","28.3* DNA.plastid nucleoid interacting","plastid stroma","plastid chromosome",C,STR,Nucleoid,0,49.48,5.67,444,"16326926(nucleoids); "," -"
AT2G02740.1,AT2G02740,0,100,0,11,0,4,0,7," -"," -",Y,C,"transcription factor, putative, similar to DNA-binding protein p24 (Solanum tubero","27.3.82 RNA.regulation of transcription.plant TF (pbf2)","plastid nucleoid","plastid chromosome & chloroplast",C,STR,Nucleoid,0,29.72,9.53,268,"16326926(nucleoids); ","15967440(Plastid  -SUBA); "
