Protein.ID,TAIR.annotation,Gene.name,Gene.family,markers,Localization.assigned.by.the.Naive.Bayesian.classifier_start.below.threshold.,Average.Posterior.Probability,Known.Predicted.function,Refered.to.in.discussion.or.figures,Previous.high.confidence.localizations.see.Supplementary.references.,Proteins.with.one.TMD.used.in.the.TMD.analysis,TMD.Span.start,TMD.Span.end,Orientation.of.the.TMD,Number.of.four.plex.labelings.in.which.the.protein.is.observed,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT5G19550,"Nitrogen metabolism. Major cytosolic isoenzyme controlling aspartate biosynthesis in the light.",ASP2,"Aspartate aminotransferase",,Other,1,,,,,NA,NA,,8,0.3194,0.2548,0.202,0.224,0.3175,0.1935,0.216,0.273,0.3745,0.1985,0.20575,0.22075,0.2715,0.199,0.25625,0.27275,0.3366666667,0.1846666667,0.203,0.2753333333,0.198,0.2916666667,0.2573333333,0.2536666667,0.233125,0.223875,0.267125,0.276,0.3646666667,0.1787777778,0.2373333333,0.2195555556
AT5G65430,"member of 14-3-3 proteins. This protein is reported to interact with the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1",GRF8,2003/03/14,Other,Other,1,,,"Nucleus GFP (Paul et al., 2005)",,NA,NA,,4,0.2529483709,0.2197698038,0.2537819695,0.2735695044,0.2691989824,0.2071634211,0.2534799377,0.2702269248,0.2619034422,0.1829773786,0.27970547,0.2754303224,0.2239408517,0.1892213882,0.2913385248,0.2954647155,0.341,0.192,0.21,0.258,0.127,0.2945,0.2615,0.3165,0.179,0.2061428571,0.279,0.3355714286,0.26825,0.208,0.258,0.2655
AT2G16060,"Encodes a class 1 nonsymbiotic hemoglobin induced by low oxygen levels with very high oxygen affinity.  It is not likely to be a hemoglobin transporter because of its extremely high affinity for oxygen.  Overexpression impairs cold stress-induced nitric oxide (NO) production.",HB1,"Plant globin",,Other,1,,,,,NA,NA,,8,0.2304444444,0.2618888889,0.2266666667,0.2806666667,0.324,0.18,0.2035,0.2925,0.2533333333,0.2061666667,0.2505,0.2895,0.245,0.187,0.276,0.2915,0.361,0.2003333333,0.2053333333,0.2336666667,0.2555,0.2435,0.27675,0.224,0.2862857143,0.2128571429,0.2472857143,0.2535714286,0.3865454545,0.1569090909,0.2269090909,0.2299090909
AT3G24830,"Ribosomal protein L13 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic ribosome, cytosolic large ribosomal subunit, large ribosomal subunit, membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L13 (InterPro:IPR005822), Ribosomal protein L13, eukaryotic/archaeal (InterPro:IPR005755); BEST Arabidopsis thaliana protein match is: Ribosomal protein L13 family protein (TAIR:AT3G07110.1); Has 2057 Blast hits to 2057 proteins in 651 species: Archae - 298; Bacteria - 471; Metazoa - 343; Fungi - 197; Plants - 326; Viruses - 0; Other Eukaryotes - 422 (source: NCBI BLink).",RPL13AB,"Ribosomal protein L13P",Other,Other,1,,,Ribosome,,NA,NA,,3,0.2589854085,0.2493677748,0.2168834072,0.2747759462,0.3317104019,0.2030831604,0.2055114311,0.2597450387,0.2566,0.2188,0.2104,0.314,0.2676666667,0.225,0.2098333333,0.2973333333,0.2604753197,0.2082572231,0.2253960126,0.3059050597,0.1893208034,0.2581021621,0.2799598505,0.2726142771,0.2639807872,0.2140007285,0.2489969869,0.2730266189,0.305,0.169,0.27,0.255
AT3G16450,"Mannose-binding lectin superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to zinc ion, response to cold; LOCATED IN: nucleus; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: LP.04 four leaves visible, seedling growth; CONTAINS InterPro DOMAIN/s: Mannose-binding lectin (InterPro:IPR001229); BEST Arabidopsis thaliana protein match is: myrosinase-binding protein-like protein-300B (TAIR:AT3G16440.1); Has 1665 Blast hits to 784 proteins in 42 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 2; Plants - 1654; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).",,"Mannose-binding lectin",,Other,1,,,,,NA,NA,,4,0.3284563637,0.2359177061,0.1931877639,0.2424891112,0.3949438936,0.1826338826,0.1871201006,0.2353757568,0.3444366963,0.1990234665,0.1820267053,0.2745320985,0.3261115724,0.1838732376,0.208703405,0.2812961542,0.3623333333,0.1846666667,0.19,0.2631666667,0.23,0.24,0.282,0.248,0.2436111111,0.2213333333,0.2627777778,0.2723333333,0.3927142857,0.161,0.2352857143,0.211
AT1G50200,"Alanyl-tRNA synthetase (ALATS); FUNCTIONS IN: alanine-tRNA ligase activity, ligase activity, forming aminoacyl-tRNA and related compounds, nucleotide binding, nucleic acid binding, ATP binding; INVOLVED IN: alanyl-tRNA aminoacylation, response to cadmium ion; LOCATED IN: mitochondrion, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain (InterPro:IPR018163), Alanyl-tRNA synthetase, class IIc (InterPro:IPR002318), Alanyl-tRNA synthetase, class IIc, anti-codon-binding domain (InterPro:IPR018162), Alanyl-tRNA synthetase, class IIc, core domain (InterPro:IPR018165), Threonyl/alanyl tRNA synthetase, SAD (InterPro:IPR012947), Alanyl-tRNA synthetase, class IIc, N-terminal (InterPro:IPR018164), Phosphoesterase, DHHA1 (InterPro:IPR003156); BEST Arabidopsis thaliana protein match is: Alanyl-tRNA synthetase, class IIc (TAIR:AT5G22800.1); Has 14725 Blast hits to 14601 proteins in 3159 species: Archae - 403; Bacteria - 7275; Metazoa - 708; Fungi - 195; Plants - 148; Viruses - 0; Other Eukaryotes - 5996 (source: NCBI BLink).",ALATS,"Alanyl-tRNA synthetase",,Other,1,,,,,NA,NA,,5,0.241389164,0.2349529561,0.2447482891,0.2789449858,0.284,0.2116666667,0.239,0.2656666667,0.236717243,0.21407568,0.257013787,0.2922102512,0.2271678144,0.2110945297,0.261176708,0.3005157987,0.2628,0.1938,0.2434,0.3,0.1832,0.241,0.2724,0.3034,0.2064,0.2052,0.2502,0.3382,0.34275,0.16575,0.22025,0.27125
AT5G02870,"Ribosomal protein L4/L1 family; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: in 8 components; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L4/L1e (InterPro:IPR002136), Ribosomal protein L4/L1e, eukaryotic/archaeal, conserved site (InterPro:IPR013000); BEST Arabidopsis thaliana protein match is: Ribosomal protein L4/L1 family (TAIR:AT3G09630.1); Has 1138 Blast hits to 1137 proteins in 402 species: Archae - 316; Bacteria - 12; Metazoa - 270; Fungi - 177; Plants - 117; Viruses - 0; Other Eukaryotes - 246 (source: NCBI BLink).",RPL4D,"Ribosomal protein L4P",Other,Other,1,,,Ribosome,,NA,NA,,8,0.2397857143,0.283,0.2242142857,0.253,0.331,0.2345,0.2025,0.2321666667,0.271,0.248,0.232,0.249,0.2168,0.2148,0.2446,0.3238,0.3372857143,0.1744285714,0.2157142857,0.2725714286,0.18,0.257,0.278,0.286,0.2335,0.23325,0.262,0.2715,0.343,0.1753333333,0.2493333333,0.2326666667
AT3G51800,"putative nuclear DNA-binding protein G2p (AtG2) mRNA,","ATG2 / CPR","Peptidase M24",Other,Other,1,,,"Nucleus GFP (Zhang et al., 2005)",,NA,NA,,4,0.3285331315,0.226151746,0.2024245784,0.2429126856,0.3896012027,0.1860084177,0.1932808352,0.2312085461,0.3565512998,0.1940645926,0.188276576,0.2611255506,0.3292794387,0.1876221662,0.2117562222,0.2713013137,0.363375,0.177125,0.20075,0.25875,0.2166666667,0.2313333333,0.2826666667,0.2693333333,0.24425,0.222,0.25925,0.27425,0.415,0.1525454545,0.2074545455,0.2247272727
AT2G21660,"Encodes a small glycine-rich RNA binding protein that is part of a negative-feedback loop through which AtGRP7 regulates the circadian oscillations of its own transcript.  Gene expression is induced by cold. GRP7 appears to promote stomatal opening and reduce tolerance under salt and dehydration stress conditions, but, promotes stomatal closing and thereby increases stress tolerance under conditions of cold tolerance. Loss of function mutations have increased susceptibility to pathogens suggesting a role in mediating innate immune response. Mutants are also late flowering in a non-photoperiodic manner and are responsive to vernalization suggesting an interaction with the autonomous flowering pathway.   There is a reduction of mRNA export from the nucleus in grp7 mutants. GRP7:GFP fusion proteins can be found in the cytosol and nucleus.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).",GRP7,RNP-1,Other,Other,1,,,"Nucleus and Cytosol GFP (Lummer et al., 2011)",,NA,NA,,5,0.16075,0.2215,0.304,0.314,0.2990977287,0.1993710704,0.2580354728,0.2434868722,0.303,0.215,0.29,0.191,0.2521139024,0.2190184258,0.2822203619,0.2466917213,0.3805,0.186,0.2185,0.2145,0.2012,0.2794,0.2368,0.2826,0.2534545455,0.2486363636,0.2582727273,0.2395454545,0.3456800775,0.1870500495,0.2277383331,0.2395313742
AT3G09440,"Heat shock protein 70 (Hsp 70) family protein; FUNCTIONS IN: ATP binding; INVOLVED IN: protein folding, response to cadmium ion, response to karrikin, response to heat; LOCATED IN: in 7 components; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Heat shock protein 70, conserved site (InterPro:IPR018181), Heat shock protein Hsp70 (InterPro:IPR001023), Heat shock protein 70 (InterPro:IPR013126); BEST Arabidopsis thaliana protein match is: heat shock cognate protein 70-1 (TAIR:AT5G02500.1); Has 34172 Blast hits to 33801 proteins in 4833 species: Archae - 161; Bacteria - 16465; Metazoa - 3857; Fungi - 1750; Plants - 1254; Viruses - 309; Other Eukaryotes - 10376 (source: NCBI BLink).",HSP70-3,Hsp70,,Other,1,,,,,NA,NA,,7,0.2355006371,0.2406483254,0.2315421919,0.292320609,0.2683333333,0.1716666667,0.234,0.3263333333,0.193,0.247,0.258,0.302,0.2058,0.1766,0.244,0.3736,0.2615,0.205,0.228,0.3055,0.2333333333,0.2536666667,0.324,0.1896666667,0.2572,0.259,0.2454,0.2382,0.37325,0.165,0.2235,0.23825
AT3G09630,"Ribosomal protein L4/L1 family; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: in 9 components; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L4/L1e (InterPro:IPR002136), Ribosomal protein L4/L1e, eukaryotic/archaeal, conserved site (InterPro:IPR013000); BEST Arabidopsis thaliana protein match is: Ribosomal protein L4/L1 family (TAIR:AT5G02870.1); Has 1142 Blast hits to 1141 proteins in 405 species: Archae - 316; Bacteria - 17; Metazoa - 269; Fungi - 177; Plants - 117; Viruses - 0; Other Eukaryotes - 246 (source: NCBI BLink).",RPL4A,"Ribosomal protein L4P",Other,Other,1,,,Ribosome,,NA,NA,,8,0.213,0.298,0.269,0.221,0.3978,0.1942,0.1992,0.209,0.304,0.2105,0.1895,0.2955,0.262875,0.2175,0.216125,0.3035,0.3638,0.189,0.1802,0.2672,0.195,0.229,0.305,0.27,0.261,0.2348333333,0.2525,0.2513333333,0.3296666667,0.1978333333,0.2233333333,0.2493333333
AT2G44100,"GDP dissociation inhibitor involved in vesicular membrane traffic",GDI1,GDI,,Other,1,,,,,NA,NA,,4,0.333163464,0.2233013678,0.2016767932,0.2418641952,0.3903711848,0.1789946236,0.1947669905,0.2359207789,0.3905,0.1865,0.188,0.235,0.351,0.1893333333,0.1906666667,0.2693333333,0.3271138763,0.1928953027,0.2135403129,0.2665087085,0.2004434838,0.2634823728,0.2687621131,0.2672874597,0.2673333333,0.238,0.249,0.246,0.311,0.169,0.249,0.271
AT1G16820,"vacuolar ATP synthase catalytic subunit-related / V-ATPase-related / vacuolar proton pump-related; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 8 growth stages; BEST Arabidopsis thaliana protein match is: vacuolar ATP synthase subunit A (TAIR:AT1G78900.2); Has 151 Blast hits to 150 proteins in 46 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 137; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).",,ATPase,,Other,1,,,,,NA,NA,,4,0.3263618246,0.2199223985,0.2110420477,0.2427088969,0.3781609068,0.1796028228,0.2074061303,0.2348706866,0.3533122653,0.188031511,0.1921874372,0.2664888247,0.3251056503,0.1804265829,0.2257597062,0.2686854834,0.3704705882,0.1950588235,0.2162941176,0.2184705882,0.191,0.2515,0.2795,0.278,0.2516666667,0.2253333333,0.2806666667,0.243,0.3904285714,0.1657142857,0.2412857143,0.2024285714
AT3G09840,"Encodes a cell division cycle protein, a member of AAA-type ATPases gene family. Expressed throughout the plant in regions of cell division. Within the cell, sub-cellular localization varies depending on the stage of the cell cycle.Mutants in which the expression of CDC48A is altered show defects in cytokinesis, cell expansion and cell differentiation.",CDC48,"AAA ATPase",,Other,1,,,,,NA,NA,,4,0.2405,0.2205,0.2395,0.2995,0.3086666667,0.234,0.1963333333,0.2613333333,0.2589268094,0.2149048621,0.2342181372,0.2919513962,0.2537461484,0.2104168907,0.2433141273,0.2925005662,0.2973938607,0.1999068402,0.2247715775,0.2779346628,0.1881285646,0.2690748813,0.2733974817,0.2694190382,0.243,0.2205714286,0.2732857143,0.2631428571,0.377,0.17,0.219,0.2336666667
AT1G78380,"Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.",GSTU19,GST,,Other,1,,,,,NA,NA,,6,0.3301502364,0.2102819336,0.2081577571,0.2514554207,0.3855078898,0.1705050548,0.2013183349,0.2426919443,0.3846666667,0.1693333333,0.1933333333,0.2526666667,0.35725,0.17625,0.1995,0.267,0.334,0.1938,0.2142,0.2582,0.1583333333,0.2903333333,0.2803333333,0.2703333333,0.2447,0.2193,0.2721,0.264,0.3925555556,0.1545555556,0.2236666667,0.229
AT3G12500,"encodes a basic chitinase involved in ethylene/jasmonic acid mediated signalling pathway during systemic acquired resistance based on expression analyses.",HCHIB,GH19,,Other,1,,,,,NA,NA,,3,0.271,0.2085,0.2275,0.2935,0.275,0.193,0.2165,0.316,0.2431932287,0.1906786368,0.2287854334,0.3373299221,0.2453685521,0.1939420152,0.241202426,0.319489382,0.2582560944,0.1997451477,0.239660014,0.3023863493,0.1785125202,0.2727300142,0.2642327977,0.2845345953,0.2795,0.2185,0.24,0.262,0.3107693638,0.1793458755,0.2509684352,0.2589171242
AT5G09810,"Member of Actin gene family.Mutants are defective in germination and root growth.",ACT7,Actin,,Other,1,,,"ER/Vacuole LOPIT (Sadowski et al., 2008)",,NA,NA,,8,0.3488,0.2236,0.1996,0.228,0.36075,0.161875,0.2105,0.267,0.3366666667,0.1931111111,0.2153888889,0.2548888889,0.3021538462,0.1924615385,0.2273076923,0.278,0.3482333333,0.1902666667,0.2049,0.2568333333,0.2380697674,0.243,0.2823488372,0.2367906977,0.240755102,0.2296122449,0.2649387755,0.2645918367,0.3200322581,0.1869032258,0.2544516129,0.2386129032
AT5G11920,"Encodes a protein with fructan exohydrolase (FEH) activity acting on both inulin and levan-type fructans (1- and 6-FEH). The enzyme does not have invertase activity.",cwINV6,GH32,,Other,1,,,,,NA,NA,,5,0.414,0.204,0.1915,0.1905,0.3295,0.2045,0.184,0.2825,0.2838949715,0.1856531604,0.2199866268,0.3104378959,0.238,0.198,0.235,0.329,0.2730596,0.1976135888,0.2246148995,0.304741024,0.1840687665,0.2677710393,0.2677790169,0.2803827176,0.2683333333,0.219,0.238,0.2746666667,0.216,0.22,0.275,0.289
AT2G09990,"Ribosomal protein S5 domain 2-like superfamily protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic small ribosomal subunit, cytosolic ribosome, cell wall, chloroplast, membrane; EXPRESSED IN: guard cell, callus, leaf; EXPRESSED DURING: seedling growth; CONTAINS InterPro DOMAIN/s: Ribosomal protein S9 (InterPro:IPR000754), Ribosomal protein S5 domain 2-type fold (InterPro:IPR020568), Ribosomal protein S9, conserved site (InterPro:IPR020574), Ribosomal protein S5 domain 2-type fold, subgroup (InterPro:IPR014721); BEST Arabidopsis thaliana protein match is: Ribosomal protein S5 domain 2-like superfamily protein (TAIR:AT5G18380.1); Has 7467 Blast hits to 7467 proteins in 2677 species: Archae - 233; Bacteria - 4861; Metazoa - 362; Fungi - 182; Plants - 151; Viruses - 0; Other Eukaryotes - 1678 (source: NCBI BLink).",RPS9P,"Ribosomal protein S9P",Other,Other,1,,,Ribosome,,NA,NA,,6,0.314,0.2615,0.2055,0.2195,0.3935,0.219,0.1925,0.195,0.277,0.254,0.219,0.249,0.317,0.1996,0.2198,0.2632,0.324,0.1681666667,0.1940833333,0.31375,0.186875,0.244875,0.285,0.283125,0.2534600406,0.2060506165,0.2472889001,0.2932419954,0.3317531931,0.1664667919,0.2369995822,0.2647649472
AT4G13940,"Encodes a S-adenosyl-L-homocysteine hydrolase required for DNA methylation-dependent gene silencing.",HOG1,Adenosylhomocysteinase,,Other,1,,,,,NA,NA,,8,0.3456666667,0.225,0.212,0.2173333333,0.3156666667,0.2193333333,0.2076666667,0.2573333333,0.3595714286,0.1757142857,0.2157142857,0.2487142857,0.3020909091,0.1891818182,0.2273636364,0.2813636364,0.35375,0.179,0.206125,0.261125,0.2405,0.2475,0.2875,0.225,0.2498571429,0.2248571429,0.2591428571,0.2661428571,0.4006,0.1654,0.2292,0.2048
AT1G35720,"Encodes a member of the annexin gene family, a diverse, multigene family of calcium-dependent, membrane-binding proteins. The protein was determined to have peroxidase activity. This activity is thought to be dependent on the presence of post-translational modifications (most likely phosphorylation). The protein was shown to be present as a mixture of monomer and homodimer. The homodimerization seems to be dependent on the presence of Ca2+ or H2O2. The dimerization was prevented by the addition of DTT, &#946;-mercaptoethanol and TCEP. Annat1 mRNA is expressed in flowers, roots,leaves and stems and is most abundant in stems. mRNA levels are increased in response to oxidative stress.  Developmental expression patterns suggest a role in Golgi-mediated polysaccharide secretion.",ANNAT1,Annexin,,Other,1,Transport,,,,NA,NA,,5,0.305299244,0.2414817246,0.2267244935,0.2265544152,0.3504047821,0.2150409715,0.2207111815,0.2138861856,0.3258466327,0.2087708731,0.2628230641,0.2025622711,0.27575,0.2085,0.26875,0.2465,0.416,0.1735,0.1845,0.2265,0.185,0.257,0.297,0.26,0.237,0.2345,0.244,0.284,0.37,0.181,0.191,0.258
AT5G26260,"TRAF-like family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: hypocotyl, root, callus; CONTAINS InterPro DOMAIN/s: TRAF-like (InterPro:IPR008974), MATH (InterPro:IPR002083); BEST Arabidopsis thaliana protein match is: TRAF-like family protein (TAIR:AT5G26280.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",,"MATH and TRAF-like domain containing",,Other,1,,,,,NA,NA,,8,0.2261666667,0.2406666667,0.2513333333,0.2821666667,0.3005,0.1821666667,0.2323333333,0.2851666667,0.31725,0.173,0.24,0.27,0.263,0.2024,0.252,0.2825,0.3152,0.1648,0.2024,0.3176,0.182,0.28775,0.25825,0.27125,0.23805,0.23295,0.2679,0.2613,0.2716666667,0.223,0.2416666667,0.2639166667
AT3G49010,"Encodes 60S ribosomal protein L13. Homolog of human breast basic conserved 1 (BBC1).",BBC1,"Ribosomal protein L13e",Other,Other,1,,,"Ribosome, ER/Vacuole LOPIT (Sadowski et al., 2008)",,NA,NA,,7,0.242,0.2471,0.2346,0.2762,0.3214,0.2394,0.2254,0.2132,0.317,0.1946666667,0.2306666667,0.2583333333,0.2819481643,0.2171892575,0.2299385691,0.270859976,0.3766923077,0.1812307692,0.1874615385,0.2547692308,0.2023333333,0.2375,0.2981666667,0.2626666667,0.2916666667,0.2113333333,0.2503333333,0.246,0.381,0.16,0.23125,0.2275
AT5G65620,"Zincin-like metalloproteases family protein; FUNCTIONS IN: metalloendopeptidase activity; INVOLVED IN: proteolysis; LOCATED IN: cytosol, chloroplast, chloroplast stroma; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase M3A/M3B, thimet/oligopeptidase F (InterPro:IPR001567); BEST Arabidopsis thaliana protein match is: Zincin-like metalloproteases family protein (TAIR:AT5G10540.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",,Peptidase,,Other,1,,,,,NA,NA,,3,0.3483917892,0.236197913,0.1913455231,0.2240881036,0.4029986041,0.1914009888,0.184788085,0.2208882891,0.3802728904,0.2176394378,0.1728333552,0.2292942351,0.375,0.212,0.185,0.229,0.3422601597,0.191264533,0.1994836707,0.2670363017,0.2022368995,0.2580956861,0.2733437125,0.2662892057,0.2272,0.2196,0.28,0.273,0.353,0.172,0.219,0.256
AT5G62740,"HYPERSENSITIVE-INDUCED RESPONSE PROTEIN 1 (HIR1); INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: plasma membrane, vacuole, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Band 7 protein (InterPro:IPR001107); BEST Arabidopsis thaliana protein match is: SPFH/Band 7/PHB domain-containing membrane-associated protein family (TAIR:AT1G69840.7); Has 5648 Blast hits to 5647 proteins in 1784 species: Archae - 171; Bacteria - 3783; Metazoa - 267; Fungi - 306; Plants - 270; Viruses - 3; Other Eukaryotes - 848 (source: NCBI BLink).",HIR1,"Band 7",,Other,1,,,"ER/Vacuole LOPIT (Sadowski et al., 2008)",,NA,NA,,8,0.361,0.2387777778,0.1933333333,0.2067777778,0.432,0.196,0.177,0.195,0.3645,0.194,0.2075,0.23375,0.2612857143,0.1921428571,0.2672857143,0.2791428571,0.384875,0.199375,0.191,0.225,0.2153333333,0.2588888889,0.2708888889,0.2544444444,0.2321111111,0.2255555556,0.2734444444,0.2688888889,0.3813571429,0.173,0.2271428571,0.2182857143
AT1G11910,"Encodes an aspartic proteinase that forms a heterodimer and is stable over a broad pH range (ph 3-8).",APA1,"Peptidase A1",,Other,1,Transport,,,,NA,NA,,6,0.2801301227,0.2353018569,0.2385019084,0.2461005762,0.3256153105,0.2089367245,0.2302245363,0.2352209732,0.34,0.201,0.241,0.218,0.272,0.2435,0.271,0.213,0.223,0.228,0.2365,0.3125,0.148125,0.302125,0.279,0.270375,0.242,0.24275,0.23925,0.27625,0.331,0.1758,0.2398,0.2534
AT3G11510,"Ribosomal protein S11 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic small ribosomal subunit, cytosolic ribosome, nucleolus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S11 (InterPro:IPR001971), Ribosomal S11, conserved site (InterPro:IPR018102); BEST Arabidopsis thaliana protein match is: Ribosomal protein S11 family protein (TAIR:AT2G36160.1); Has 8773 Blast hits to 8773 proteins in 2901 species: Archae - 250; Bacteria - 4863; Metazoa - 587; Fungi - 162; Plants - 736; Viruses - 0; Other Eukaryotes - 2175 (source: NCBI BLink).",RPS14B,"Ribosomal protein S11P",Other,Other,1,,,"Ribosome, ER/Vacuole LOPIT (Sadowski et al., 2008)",,NA,NA,,4,0.2886278874,0.238461682,0.2213679919,0.2515731243,0.3628990616,0.1971525736,0.2069397478,0.2330479454,0.304,0.255,0.199,0.242,0.3077924601,0.2295708109,0.2121325527,0.2505180105,0.276453481,0.2090392907,0.2273325735,0.287212554,0.152,0.261,0.27,0.317,0.305,0.211,0.215,0.268,0.373,0.166,0.225,0.235
AT4G23850,"long-chain acyl-CoA synthetase 4 (LACS4); FUNCTIONS IN: catalytic activity; INVOLVED IN: fatty acid biosynthetic process; LOCATED IN: plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: AMP-binding, conserved site (InterPro:IPR020845), AMP-dependent synthetase/ligase (InterPro:IPR000873); BEST Arabidopsis thaliana protein match is: AMP-dependent synthetase and ligase family protein (TAIR:AT4G11030.1); Has 52797 Blast hits to 49694 proteins in 3271 species: Archae - 966; Bacteria - 33480; Metazoa - 2301; Fungi - 1946; Plants - 2035; Viruses - 1; Other Eukaryotes - 12068 (source: NCBI BLink).",LACS4,"ATP-dependent AMP-binding synthetase/ligase",,Other,1,,,,,NA,NA,,8,0.32075,0.21825,0.20075,0.26,0.39,0.173,0.186,0.251,0.354,0.198,0.219375,0.2285,0.2802222222,0.1897777778,0.2287777778,0.3011111111,0.2556,0.2239333333,0.2460666667,0.2744666667,0.1980833333,0.2766666667,0.2825,0.2423333333,0.2418125,0.24975,0.2538125,0.25475,0.3552222222,0.1652222222,0.2326666667,0.2467777778
AT3G54840,"Encodes a novel Rab-like  GTP-ase that is localized to the peripheral membrane of the endosome.",ARA6,"RAB GTPase",,Other,1,"Protein trafficking",,,,NA,NA,,6,0.3105,0.245,0.208,0.2365,0.423,0.176,0.1826666667,0.219,0.3295,0.189,0.23175,0.24975,0.279,0.208,0.2555,0.25725,0.3219220634,0.2040974235,0.2171263008,0.2568795652,0.22025,0.2685,0.2665,0.24475,0.2722894993,0.2140375849,0.2434387855,0.2702736708,0.331,0.1645,0.2375,0.266
AT1G43170,"Encodes a cytoplasmic ribosomal protein.",RP1,"Ribosomal protein L3A",Other,Other,1,,,"Ribosome, ER/Vacuole LOPIT (Sadowski et al., 2008)",,NA,NA,,8,0.2681538462,0.2697692308,0.2313846154,0.2306153846,0.3494117647,0.2232352941,0.2142941176,0.2131764706,0.2835,0.225,0.2215,0.27,0.2549259259,0.2177777778,0.2304814815,0.2968148148,0.3456216216,0.1944324324,0.2032702703,0.2564594595,0.1930833333,0.2567916667,0.277875,0.2725,0.2691428571,0.2214285714,0.2472142857,0.2623571429,0.3545555556,0.1667407407,0.2300740741,0.2486296296
AT4G39260,"Encodes a glycine-rich protein with RNA binding domain at the N-terminus. Protein is structurally similar to proteins induced by stress in other plants. Gene expression is induced by cold. Transcript undergoes circadian oscillations that is depressed by overexpression of AtGRP7.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).",CCR1,RNP-1,Other,Other,1,,,"Nucleus GFP (Pendle et al., 2005)",,NA,NA,,8,0.21325,0.2785,0.25825,0.25,0.2676666667,0.2446666667,0.233,0.2546666667,0.294,0.219,0.259,0.228,0.13675,0.198,0.322,0.343,0.3476,0.1756,0.2248,0.252,0.1428,0.294,0.2548,0.3084,0.2661111111,0.2376666667,0.2598888889,0.2364444444,0.3554,0.1868,0.2356,0.2226
