  Protein IDs,  Majority protein IDs,  Protein names,  Gene names,  Organelle,  Protein complex,  Main organelle_all,  Second organelle_all,  Alpha_all,  Corr_all,  Main organelle_LFD,  Second organelle_LFD,  Alpha_LFD,  Corr_LFD,  Main organelle_HFD3,  Second organelle_HFD3,  Alpha_HFD3,  Corr_HFD3,  Main organelle_HFD12,  Second organelle_HFD12,  Alpha_HFD12,  Corr_HFD12,,,,,,,,,,
O08580;G3UY24;G3UZQ2,O08580;G3UY24;G3UZQ2,Steroid hormone receptor ERR1,Esrra,,,Nucleus,Cytoplasm,0.0537142,0.71808,,,NaN,NaN,Nucleus,ER,0,0.601521,Nucleus,PM,0,0.686797,,,,,,,,,,
O08605;A2A8W8;F6VT22,O08605;A2A8W8,MAP kinase-interacting serine/threonine-protein kinase 1,Mknk1,,,Cytoplasm,ER,0.275214,0.177188,,,NaN,NaN,Nucleus,Cytoplasm,0.206791,0.0307564,,,NaN,NaN,,,,,,,,,,
O08747;E9PVI4;O08747-2,O08747;E9PVI4;O08747-2,Netrin receptor UNC5C,Unc5c,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
O08848,O08848,60 kDa SS-A/Ro ribonucleoprotein,Trove2,,,Cytoplasm,Endosome,0.469849,0.147061,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Endosome,0.0866414,0.0519111,,,,,,,,,,
O08856,O08856,RNA polymerase II elongation factor ELL,Ell,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.357164,0.190877,,,NaN,NaN,,,,,,,,,,
O08911,O08911,Mitogen-activated protein kinase 12,Mapk12,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.357164,0.190877,,,NaN,NaN,,,,,,,,,,
O08919,O08919,Numb-like protein,Numbl,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
O08983;E9PYL0;E9Q045;Q3U309,O08983;E9PYL0;E9Q045;Q3U309,Hermansky-Pudlak syndrome 1 protein homolog,Hps1,,,Cytoplasm,Endosome,0.492278,0.153596,,,NaN,NaN,,,NaN,NaN,Nucleus,Endosome,0.147909,-0.00691492,,,,,,,,,,
O09165,O09165,Calsequestrin-1,Casq1,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
O35144;E9QM06;D3YZ08;O35144-2,O35144;E9QM06;D3YZ08;O35144-2,Telomeric repeat-binding factor 2,Terf2,,,Cytoplasm,Nucleus,0.864115,0.274084,,,NaN,NaN,Nucleus,Peroxisome,0.083019,0.484982,,,NaN,NaN,,,,,,,,,,
O35239,O35239,Tyrosine-protein phosphatase non-receptor type 9,Ptpn9,,,Cytoplasm,LD,1,0.42551,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Endosome,0,0.853986,,,,,,,,,,
O35298,O35298,Acyloxyacyl hydrolase;Acyloxyacyl hydrolase small subunit;Acyloxyacyl hydrolase large subunit,Aoah,,,Cytoplasm,Lysosome,0.495312,0.187113,,,NaN,NaN,Nucleus,Lysosome,0.199883,0.0568902,,,NaN,NaN,,,,,,,,,,
O35316,O35316,Sodium- and chloride-dependent taurine transporter,Slc6a6,,,PM,ER,0,0.335303,,,NaN,NaN,,,NaN,NaN,Golgi-LD,PM,0.171022,0.061323,,,,,,,,,,
O35345;Q4FJZ2;A2ADZ6,O35345;Q4FJZ2,Importin subunit alpha-7;Importin subunit alpha,Kpna6,,,Cytoplasm,Golgi,0.779956,0.229001,,,NaN,NaN,Nucleus,Golgi,0.329786,0.47828,Golgi-LD,Cytoplasm,0.0958524,0.0226752,,,,,,,,,,
O35445,O35445,E3 ubiquitin-protein ligase RNF5,Rnf5,,,Cytoplasm,Endosome,0.509696,0.177069,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Endosome,0.110847,0.0442119,,,,,,,,,,
O35601;O35601-2;F6V072,O35601;O35601-2,FYN-binding protein,Fyb,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
O35615,O35615,Zinc finger protein ZFPM1,Zfpm1,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
O35664;O35664-2;O35664-3;H3BJ04;F7BJH9;F6XX07,O35664;O35664-2;O35664-3;H3BJ04;F7BJH9;F6XX07,Interferon alpha/beta receptor 2,Ifnar2;Gm21970,,,Cytoplasm,Golgi,0.846096,0.317487,,,NaN,NaN,Nucleus,Golgi,0.346613,0.153602,,,NaN,NaN,,,,,,,,,,
O35942;F6TQF4,O35942;F6TQF4,Serine/threonine-protein kinase Nek2,Nek2;Irak1,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
O35949,O35949,Elongation of very long chain fatty acids protein 3,Elovl3,,,Mitochondria,Peroxisome,0.992019,0.26628,,,NaN,NaN,Nucleus,Peroxisome,0.213629,0.0577732,,,NaN,NaN,,,,,,,,,,
O35980,O35980,Endonuclease III-like protein 1,Nthl1,,,Cytoplasm,Nucleus,0.864115,0.274084,,,NaN,NaN,Nucleus,Peroxisome,0.083019,0.484982,,,NaN,NaN,,,,,,,,,,
O35984;B2FDH2;D6RCU6;B2FDH3;H3BK27;G3UXL9;Q3UR63;V9GXB8;O35317-2;O35317,O35984;B2FDH2;D6RCU6;B2FDH3;H3BK27;G3UXL9;Q3UR63;V9GXB8;O35317-2;O35317,Pre-B-cell leukemia transcription factor 2;Pre-B-cell leukemia transcription factor 3,Pbx2;Pbx3,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.292761,,,NaN,NaN,,,,,,,,,,
O54824;O54824-2,O54824;O54824-2,Pro-interleukin-16;Interleukin-16,Il16,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.292761,,,NaN,NaN,,,,,,,,,,
O54890,O54890,Integrin beta-3,Itgb3,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.601521,,,NaN,NaN,,,,,,,,,,
O55057;M0QWG6,O55057;M0QWG6,"Retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit delta",Pde6d,,,Cytoplasm,ER,0.273152,0.187817,,,NaN,NaN,Nucleus,Cytoplasm,0.207612,0.0147405,,,NaN,NaN,,,,,,,,,,
O55186,O55186,CD59A glycoprotein,Cd59a,,,PM,ER,0,0.230787,,,NaN,NaN,Nucleus,Lysosome,0.192123,0.036425,,,NaN,NaN,,,,,,,,,,
O55236;Q9DCC1,O55236;Q9DCC1,mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase,Rngtt,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.292761,,,NaN,NaN,,,,,,,,,,
O55240;D3Z0N7;F7CWI9;D3YZQ7,O55240;D3Z0N7;F7CWI9,11-cis retinol dehydrogenase,Rdh5,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.177299,0.044273,,,NaN,NaN,,,,,,,,,,
O70161;O70161-2;F8WHW6;O70161-3;E0CYP4;F6SMP3;F7C0X9,O70161;O70161-2;F8WHW6;O70161-3,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,Pip5k1c,,,PM,ER,0,0.230787,,,NaN,NaN,Nucleus,PM,0.150388,0.0496875,,,NaN,NaN,,,,,,,,,,
O70172;F6RJE8;A2ASS3,O70172;F6RJE8,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,Pip4k2a,,,Cytoplasm,ER,0.275214,0.177188,,,NaN,NaN,Nucleus,Cytoplasm,0.206764,0.0322113,,,NaN,NaN,,,,,,,,,,
O70333;F6TQQ9,O70333;F6TQQ9,Cysteine-rich PDZ-binding protein,Cript,,,Cytoplasm,Lysosome,0.495312,0.187113,,,NaN,NaN,Nucleus,Lysosome,0.199883,0.0568902,,,NaN,NaN,,,,,,,,,,
O70348;G3UZV8;G3UZ39,O70348;G3UZV8;G3UZ39,Decapping and exoribonuclease protein,Dxo,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
O70451,O70451,Monocarboxylate transporter 2,Slc16a7,,,PM,Endosome,0.264446,0.527871,,,NaN,NaN,PM,Cytoplasm,0.288555,0.519002,PM,Endosome,0.528142,0.535447,,,,,,,,,,
O70468;Q3TF37;E9Q9T8;Q3UIK0,O70468;Q3TF37;E9Q9T8;Q3UIK0,"Myosin-binding protein C, cardiac-type",Mybpc3,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
O70622;O70622-2,O70622;O70622-2,Reticulon-2,Rtn2,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
O88188,O88188,Lymphocyte antigen 86,Ly86,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,Nucleus,Lysosome,0.202726,0.0981506,,,NaN,NaN,,,,,,,,,,
O88207,O88207,Collagen alpha-1(V) chain,Col5a1,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
O88286;G5E8J8;F6ZBR8;O88286-2;O88286-3;O88286-4,O88286;G5E8J8;F6ZBR8;O88286-2;O88286-3,Protein Wiz,Wiz,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.292761,,,NaN,NaN,,,,,,,,,,
O88396,O88396,"GrpE protein homolog 2, mitochondrial",Grpel2,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
O88502,O88502,"High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8A",Pde8a,,,Cytoplasm,PM,0.680643,0.400698,,,NaN,NaN,PM,ER,0,0.368966,Nucleus,Lysosome,0.299933,0.215275,,,,,,,,,,
O88622;G3X8U8;O88622-2;E9Q954,O88622;G3X8U8;O88622-2,Poly(ADP-ribose) glycohydrolase,Parg,,,Cytoplasm,ER,0.269712,0.236996,,,NaN,NaN,Nucleus,Cytoplasm,0.216012,0.0348334,,,NaN,NaN,,,,,,,,,,
O88623;O88623-4;O88623-2;O88623-3,O88623;O88623-4;O88623-2;O88623-3,Ubiquitin carboxyl-terminal hydrolase 2,Usp2,,,Mitochondria,Peroxisome,0.992019,0.26628,,,NaN,NaN,Nucleus,Peroxisome,0.213629,0.0577732,,,NaN,NaN,,,,,,,,,,
O88803,O88803,Leukocyte cell-derived chemotaxin-2,Lect2,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
O88824;D3Z4D1,O88824;D3Z4D1,Protein JTB,Jtb,,,Cytoplasm,Golgi,0.786249,0.140207,,,NaN,NaN,Nucleus,Golgi,0.30006,0.0203347,,,NaN,NaN,,,,,,,,,,
O88845;O88845-2;O88845-3,O88845,"A-kinase anchor protein 10, mitochondrial",Akap10,,,Cytoplasm,ER,0.269712,0.236996,,,NaN,NaN,Nucleus,LD,0.63329,0.109783,,,NaN,NaN,,,,,,,,,,
O88939;O88939-2;D3YVF8;D3Z4C3,O88939;O88939-2,Zinc finger and BTB domain-containing protein 7A,Zbtb7a,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
O88942;Q9DBQ6;Q6P7T9;B5B2N7;B5B2N2;O88942-3;O88942-2;Q60591;Q8K120;P97305;Q8C443;A2AQC8;B5B2R5;Q3UZ64;Q60591-4;Q8K120-2;Q60591-2;P97305-3;P97305-2,O88942;Q9DBQ6;Q6P7T9;B5B2N7;B5B2N2;O88942-3;O88942-2,"Nuclear factor of activated T-cells, cytoplasmic 1",Nfatc1,,,PM,Peroxisome,0.435931,0.1889,,,NaN,NaN,,,NaN,NaN,Nucleus,Peroxisome,0.18032,-0.00930976,,,,,,,,,,
O88968,O88968,Transcobalamin-2,Tcn2,,,Cytoplasm,Golgi,0.779779,0.271721,,,NaN,NaN,Golgi,Endosome,0,0.465815,Nucleus,Cytoplasm,0.187284,0.00686686,,,,,,,,,,
O88990,O88990,Alpha-actinin-3,Actn3,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
O89026;G5E843,O89026;G5E843,Roundabout homolog 1,Robo1,,,PM,Endosome,0.289762,0.160723,,,NaN,NaN,,,NaN,NaN,Nucleus,Endosome,0.121757,0.14899,,,,,,,,,,
P00796;P06281,P00796;P06281,Renin-2;Renin-2 heavy chain;Renin-2 light chain;Renin-1,Ren2;Ren1,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,Nucleus,Lysosome,0.202726,0.0981506,,,NaN,NaN,,,,,,,,,,
P01635,P01635,Ig kappa chain V-V region K2,,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
P01646;P01645;P01644;P04946;P01648;P01647,P01646;P01645;P01644,Ig kappa chain V-V region HP 123E6;Ig kappa chain V-V region HP 93G7;Ig kappa chain V-V region HP R16.7,,,,Endosome,PM,0.417622,0.528762,,,NaN,NaN,Golgi,Endosome,0.22604,0.420041,Endosome,Lysosome,0.324459,0.417061,,,,,,,,,,
P01679;P01678;P01677;P01676;P01675;A0A075B5L5;A0A0G2JGE7,P01679;P01678;P01677;P01676;P01675;A0A075B5L5;A0A0G2JGE7,Ig kappa chain V-VI region J539;Ig kappa chain V-VI region SAPC 10;Ig kappa chain V-VI region TEPC 601/TEPC 191;Ig kappa chain V-VI region XRPC 24;Ig kappa chain V-VI region XRPC 44,Igkv4-86,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,Nucleus,Lysosome,0.202726,0.0981506,,,NaN,NaN,,,,,,,,,,
P01741,P01741,Ig heavy chain V region,,,,Mitochondria,ER,0.0265024,0.216097,,,NaN,NaN,Nucleus,Peroxisome,0.200525,0.0202328,,,NaN,NaN,,,,,,,,,,
P02089,P02089,Hemoglobin subunit beta-2,Hbb-b2,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
P03975,P03975,IgE-binding protein,Iap,,,PM,ER,0,0.335303,,,NaN,NaN,,,NaN,NaN,Nucleus,Lysosome,0.145673,0.0162735,,,,,,,,,,
P06240;E9Q696,P06240;E9Q696,Proto-oncogene tyrosine-protein kinase LCK;Non-specific protein-tyrosine kinase,Lck,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,Nucleus,Lysosome,0.198228,0.0511439,,,NaN,NaN,,,,,,,,,,
P06795;A0A0G2JGL4,P06795,Multidrug resistance protein 1B,Abcb1b,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.180149,0.0421092,,,NaN,NaN,,,,,,,,,,
P08074;F6YNX9,P08074,Carbonyl reductase [NADPH] 2,Cbr2,,,Mitochondria,Peroxisome,0.723563,0.452233,,,NaN,NaN,Mitochondria,ER,0.0124077,0.448945,,,NaN,NaN,,,,,,,,,,
P08556;A0A0G2JGP4;Q9D091;A0A0G2JE25,P08556;A0A0G2JGP4;Q9D091;A0A0G2JE25,GTPase NRas,Nras,,,Cytoplasm,ER,0.268852,0.252555,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Cytoplasm,0.0884732,0.0237218,,,,,,,,,,
P09542;A0A0G2JDW2;A0A0G2JDM3,P09542;A0A0G2JDW2;A0A0G2JDM3,Myosin light chain 3,Myl3,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
P0C605-2;P0C605,P0C605-2,cGMP-dependent protein kinase 1,Prkg1,,,Cytoplasm,LD,1,0.564296,,,NaN,NaN,Nucleus,LD,0.714462,0.399133,,,NaN,NaN,,,,,,,,,,
P0C7L0;D3Z5R4;E9Q2D0;P0C7L0-2,P0C7L0;D3Z5R4;E9Q2D0;P0C7L0-2,WAS/WASL-interacting protein family member 3,Wipf3,,,Cytoplasm,ER,0.2804,0.128902,,,NaN,NaN,Nucleus,Cytoplasm,0.197851,0.00641882,,,NaN,NaN,,,,,,,,,,
P0DJF2,P0DJF2,"Protein PET117 homolog, mitochondrial",Pet117,,,PM,Nucleus,1,0.502451,,,NaN,NaN,,,NaN,NaN,Nucleus,PM,0,0.484361,,,,,,,,,,
P12242,P12242,Mitochondrial brown fat uncoupling protein 1,Ucp1,,,Cytoplasm,LD,1,0.564296,,,NaN,NaN,Nucleus,LD,0.714462,0.399133,,,NaN,NaN,,,,,,,,,,
P12790;O55071;G3X8Q9,P12790,Cytochrome P450 2B9,Cyp2b9,,,PM,Peroxisome,0.365694,0.378363,,,NaN,NaN,,,NaN,NaN,ER,Lysosome,0.299678,0.928397,,,,,,,,,,
P13020,P13020,Gelsolin,Gsn,,,Cytoplasm,Endosome,0.492278,0.153596,,,NaN,NaN,,,NaN,NaN,Nucleus,Endosome,0.144266,0.00107917,,,,,,,,,,
P13412;A2A6K0;A2A6J8,P13412;A2A6K0;A2A6J8,"Troponin I, fast skeletal muscle",Tnni2,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.601521,,,NaN,NaN,,,,,,,,,,
P13504;Q8C833,P13504;Q8C833,"Interleukin-1 receptor type 1;Interleukin-1 receptor type 1, membrane form;Interleukin-1 receptor type 1, soluble form",Il1r1,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.180149,0.0421092,,,NaN,NaN,,,,,,,,,,
P13542;Q8BGE8,P13542,Myosin-8,Myh8,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
P13745,P13745,"Glutathione S-transferase A1;Glutathione S-transferase A1, N-terminally processed",Gsta1,,,Cytoplasm,ER,0.277695,0.167253,,,NaN,NaN,,,NaN,NaN,Nucleus,Cytoplasm,0.193259,0.0101921,,,,,,,,,,
P13864;J3QNW0;P13864-2,P13864;J3QNW0;P13864-2,DNA (cytosine-5)-methyltransferase 1;DNA (cytosine-5)-methyltransferase,Dnmt1,,,Cytoplasm,Endosome,0.492278,0.153596,,,NaN,NaN,,,NaN,NaN,Nucleus,Endosome,0.204429,0.0192241,,,,,,,,,,
P16627,P16627,Heat shock 70 kDa protein 1-like,Hspa1l,,,Cytoplasm,Golgi,0.846096,0.317487,,,NaN,NaN,Nucleus,Golgi,0.353576,0.160398,,,NaN,NaN,,,,,,,,,,
P16882-2,P16882-2,Growth hormone receptor;Growth hormone-binding protein,Ghr,,,Cytoplasm,Lysosome,0.495312,0.187113,,,NaN,NaN,Nucleus,Lysosome,0.199883,0.0568902,,,NaN,NaN,,,,,,,,,,
P17809,P17809,"Solute carrier family 2, facilitated glucose transporter member 1",Slc2a1,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
P18293,P18293,Atrial natriuretic peptide receptor 1,Npr1,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.177299,0.044273,,,NaN,NaN,,,,,,,,,,
P18528;A0A075B5P9;P18529,P18528,Ig heavy chain V region 6.96,,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.366452,0.21419,,,NaN,NaN,,,,,,,,,,
P18608;D3Z607,P18608;D3Z607,Non-histone chromosomal protein HMG-14,Hmgn1,,,PM,Nucleus,1,0.502451,,,NaN,NaN,,,NaN,NaN,Nucleus,ER,0,0.504487,,,,,,,,,,
P18828;P18828-2;E0CYT6,P18828;P18828-2,Syndecan-1,Sdc1,,,Cytoplasm,Lysosome,0.500002,0.226591,,,NaN,NaN,,,NaN,NaN,Nucleus,Lysosome,0.154207,0.0263981,,,,,,,,,,
P20801,P20801,"Troponin C, skeletal muscle",Tnnc2,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.601521,,,NaN,NaN,,,,,,,,,,
P21300,P21300,Aldose reductase-related protein 1,Akr1b7,,,Cytoplasm,ER,0.235273,0.346307,,,NaN,NaN,Nucleus,Cytoplasm,0.216012,0.0348334,Golgi-LD,Cytoplasm,0.0884732,0.0237218,,,,,,,,,,
P22361;H3BL72;H3BKV2,P22361;H3BL72,Hepatocyte nuclear factor 1-alpha,Hnf1a,,,Endosome,Cytoplasm,0.502579,0.268761,,,NaN,NaN,Nucleus,Golgi,0.385005,0.114015,Golgi-LD,Endosome,0.121109,0.0856453,,,,,,,,,,
P23204,P23204,Peroxisome proliferator-activated receptor alpha,Ppara,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
P23927,P23927,Alpha-crystallin B chain,Cryab,,,Cytoplasm,LD,0.7436,0.49679,,,NaN,NaN,Cytoplasm,Peroxisome,0.215845,0.669406,Golgi-LD,Endosome,0,0.834217,,,,,,,,,,
P24788;A2A9P6;P24788-2,P24788;A2A9P6;P24788-2,Cyclin-dependent kinase 11B,Cdk11b,,,Nucleus,Cytoplasm,0.0537142,0.71808,,,NaN,NaN,Nucleus,ER,0,0.825836,Nucleus,PM,0,0.686797,,,,,,,,,,
P26187,P26187,Methylated-DNA--protein-cysteine methyltransferase,Mgmt,,,Nucleus,Cytoplasm,0.165072,0.450291,,,NaN,NaN,Cytoplasm,Golgi,0.721148,0.291404,Nucleus,PM,0,0.686797,,,,,,,,,,
P26928;E0CXN0,P26928;E0CXN0,Hepatocyte growth factor-like protein;Hepatocyte growth factor-like protein alpha chain;Hepatocyte growth factor-like protein beta chain,Mst1,,,PM,Endosome,0.25195,0.233189,,,NaN,NaN,Nucleus,Peroxisome,0.215295,0.0142287,Golgi-LD,Lysosome,0.179419,0.06536,,,,,,,,,,
P27661,P27661,Histone H2AX,H2afx,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.357164,0.190877,,,NaN,NaN,,,,,,,,,,
P29387,P29387,Guanine nucleotide-binding protein subunit beta-4,Gnb4,,,Cytoplasm,Lysosome,0.495312,0.187113,,,NaN,NaN,Nucleus,Lysosome,0.199883,0.0568902,,,NaN,NaN,,,,,,,,,,
P29452,P29452,Caspase-1;Caspase-1 subunit p20;Caspase-1 subunit p10,Casp1,,,Cytoplasm,ER,0.268852,0.252555,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Cytoplasm,0.094624,0.0119236,,,,,,,,,,
P29533;Q3UPN1;A0A0G2JFP9;Q544V4;P29533-2,P29533;Q3UPN1,Vascular cell adhesion protein 1,Vcam1,,,Cytoplasm,Lysosome,0.539321,0.378193,,,NaN,NaN,PM,Lysosome,0.0636428,0.381836,,,NaN,NaN,,,,,,,,,,
P30275;B0R0E9;B0R0F0;A2ARP5,P30275,"Creatine kinase U-type, mitochondrial",Ckmt1,,,PM,Endosome,0.295193,0.0828256,,,NaN,NaN,Nucleus,Endosome,0.16572,0.0392798,,,NaN,NaN,,,,,,,,,,
P30412,P30412,Peptidyl-prolyl cis-trans isomerase C,Ppic,,,PM,Endosome,0.26796,0.153495,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Lysosome,0.136495,0.0325862,,,,,,,,,,
P30677,P30677,Guanine nucleotide-binding protein subunit alpha-14,Gna14,,,PM,Cytoplasm,0.308972,0.480358,,,NaN,NaN,PM,Cytoplasm,0.294723,0.488754,Golgi-LD,PM,0.171022,0.061323,,,,,,,,,,
P32037,P32037,"Solute carrier family 2, facilitated glucose transporter member 3",Slc2a3,,,Cytoplasm,Nucleus,0.864115,0.274084,,,NaN,NaN,Nucleus,Mitochondria,0.105074,0.0621976,,,NaN,NaN,,,,,,,,,,
P35330;G5E8M9;B1ARJ2,P35330;G5E8M9;B1ARJ2,Intercellular adhesion molecule 2,Icam2,,,PM,Endosome,0.358411,0.362488,,,NaN,NaN,PM,Endosome,0.229674,0.36432,PM,Endosome,0.4151,0.197036,,,,,,,,,,
P35569;Q543V3,P35569;Q543V3,Insulin receptor substrate 1,Irs1,,,Cytoplasm,Golgi,0.846096,0.317487,,,NaN,NaN,Nucleus,Golgi,0.346613,0.153602,,,NaN,NaN,,,,,,,,,,
P35583;G3UYH0;G5E8P5,P35583;G3UYH0;G5E8P5,Hepatocyte nuclear factor 3-beta,Foxa2,,,PM,Endosome,0.295193,0.0828256,,,NaN,NaN,Nucleus,Lysosome,0.173902,0.0161394,,,NaN,NaN,,,,,,,,,,
P35917,P35917,Vascular endothelial growth factor receptor 3,Flt4,,,PM,Endosome,0.215623,0.272058,,,NaN,NaN,Nucleus,Lysosome,0.248312,0.249001,PM,Endosome,0.403673,0.217456,,,,,,,,,,
P39655;Q8C587,P39655;Q8C587,"Arachidonate 12-lipoxygenase, 12S-type",Alox12,,,Cytoplasm,Golgi,0.846096,0.317487,,,NaN,NaN,Nucleus,Golgi,0.346613,0.153602,,,NaN,NaN,,,,,,,,,,
P39688;D3YZ57;P39688-2,P39688;D3YZ57;P39688-2,Tyrosine-protein kinase Fyn;Non-specific protein-tyrosine kinase,Fyn,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.187306,0.0425988,,,NaN,NaN,,,,,,,,,,
P39749;Q91Z50,P39749;Q91Z50,Flap endonuclease 1,Fen1,,,Mitochondria,Nucleus,1,0.266255,,,NaN,NaN,Nucleus,Lysosome,0.140381,0.211558,Golgi-LD,Lysosome,0.13135,0.0361942,,,,,,,,,,
P39876;E9QAB2,P39876,Metalloproteinase inhibitor 3,Timp3,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.321379,0.0996539,,,NaN,NaN,,,,,,,,,,
P41245,P41245,Matrix metalloproteinase-9,Mmp9,,,Cytoplasm,PM,0.676811,0.385502,,,NaN,NaN,Nucleus,Lysosome,0.266485,0.153438,,,NaN,NaN,,,,,,,,,,
P41593;A0A0G2JG89;A0A0G2JE85,P41593;A0A0G2JG89;A0A0G2JE85,Parathyroid hormone/parathyroid hormone-related peptide receptor,Pth1r,,,Mitochondria,ER,0.0265024,0.216097,,,NaN,NaN,Mitochondria,ER,0.0333769,0.22147,,,NaN,NaN,,,,,,,,,,
P41731,P41731,CD63 antigen,Cd63,,,PM,ER,0,0.230787,,,NaN,NaN,Nucleus,Peroxisome,0.1868,0.00468418,,,NaN,NaN,,,,,,,,,,
P42128;Q3UCQ1;A0A0G2JG71;Q3UCQ1-2,P42128,Forkhead box protein K1,Foxk1,,,Cytoplasm,LD,1,0.46594,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Endosome,0,0.800439,,,,,,,,,,
