"protein ID","gene name","GI number","protein name","protein description",COG,aproNOG,PSORTb,"LipoP prediction","topology class","BOMP betabarrel","Li OM protein",POI,"selected marker protein",identified,"Cytu OGEprot","Cyti OGEprot","Tmu OGEprot","Tmi OGEprot","Imu OGEprot","Imi OGEprot","Omu OGEprot","Omi OGEprot","Cytu Gelfilt","Cyti Gelfilt","Tmu Gelfilt","Tmi Gelfilt","Imu Gelfilt","Imi Gelfilt","Cytu OGEpep","Cyti OGEpep","Tmu OGEpep","Tmi OGEpep","Imu OGEpep","Imi OGEpep","Omu OGEpep","Omi OGEpep","normalized spectral count proportion (TM)","exclusive localization","predominant localization","P-score Cyt","P-score TM","spectral count proportion (OM)","exclusive localization","predominant localization","P-score IM","P-score OM","predominant localization","KNN classification (based on markers)","KNN classification (based on pred. SCL)","potential SCL change","OM candidate","PP candidate (KNN, l=9 constraint)","PP candidates (KNN, l=8 constraint)","KNN based potential SCL change"
BH14140,infA,49476078,"translation initiation factor IF-1","stimulates the activities of the other two initiation factors, IF-2 and IF-3","COG0361 (Translation initiation factor 1 (IF-1))","aproNOG10173 (Translation initiation factor IF-1)",Cytoplasmic,,,,,,,1,60,78.4380952380952,1,0,0,0,2,0,29,5.40952380952381,42,14.025974025974,24,2,20,36.5142857142857,3,4.20779220779221,19,21,0,2,0.22,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH14150,,49476079,"hypothetical protein",,"COG0086 (DNA-directed RNA polymerase, beta' subunit/160 kD subunit)",,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14160;BH14970,,"49476080 | 49476154","transcriptional regulator",,"COG1396 (Predicted transcriptional regulators)",,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14170,,49476081,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14180,,49476082,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG1495 (Disulfide bond formation protein DsbB)","aproNOG11391 (Disulfide bond formation protein)","Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,13,4.20779220779221,11,8,0,0,0,0,0,1.4025974025974,0,0,0,0,15,0,81,49,1,0,1,TM,TM,0,10,0.00666666666667,,IM,9.9,0,IM,IM,IM,,,,,
BH14190,,49476083,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,"Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,,,,0,0,0,IM,IM,9.2,0,IM,,IM,,,,,
BH14200,,49476084,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14210,,49476085,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14220,,49476086,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14230,,49476087,"transcriptional regulator",,"COG1396 (Predicted transcriptional regulators)",,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14240,,49476088,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,,secreted,,,,,1,0,0,0,0,0,0,0,0,0,0,10,5.61038961038961,45,5,2,2.7047619047619,15,19.6363636363636,25,14,7,4,0.91,,TM,0,10,0.22,,,8.6,0.8,,IM,IM,,,,,
BH14250,,49476089,"hypothetical protein",,"COG1192 (ATPases involved in chromosome partitioning)",,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14270,vapA5,49476090,"virulence-associated protein",,"COG3093 (Plasmid maintenance system antidote protein)",,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14290,purE,49476091,"phosphoribosylaminoimidazole carboxylase I",,"COG0041 (Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase)","aproNOG04229 (Phosphoribosylaminoimidazole carboxylase, catalytic subunit)","Cytoplasmic Membrane",,transmembrane,,,,,1,10,21.6380952380952,13,9.81818181818182,10,4,0,0,0,0,0,0,0,0,15,14.8761904761905,0,2.80519480519481,16,7,2,1,0.29,,Cyt,10,0,,,,,,Cyt,,Cyt,,,,,
BH14300,purK,49476092,"phosphoribosylaminoimidazole carboxylase ATPase subunit","With PurE catalyzes the conversion of aminoimidazole ribonucleotide to carboxyaminoimidazole ribonucleotide in the de novo purine nucleotide biosynthetic pathway","COG0026 (Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase))","aproNOG02375 (Phosphoribosylaminoimidazole carboxylase ATPase subunit)","Cytoplasmic Membrane",,,,,,,1,48,45.9809523809524,0,1.4025974025974,0,0,0,0,3,13.5238095238095,0,2.80519480519481,0,0,21,22.9904761904762,7,5.61038961038961,25,26,8,0,0.1,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH14310,,49476093,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14320,,49476094,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14330,,49476095,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14340,rpmJ,49476096,"50S ribosomal protein L36","smallest protein in the large subunit; similar to what is found with protein L31 and L33 several bacterial genomes contain paralogs which may be regulated by zinc; the protein from Thermus thermophilus has a zinc-binding motif and contains a bound zinc ion; the proteins in this group do not have the motif",,"aproNOG11324 (What is found with protein L31 and L33 several bacterial genomes contain paralogs which may be regulated by zinc; the protein from Thermus thermophilus has a zinc-binding motif and contains a bound zinc ion; the proteins in this group do not have the motif)",Unknown,,,,,"Ribosome 50S",,1,0,0,10,2.80519480519481,0,0,18,4,6,0,28,5.61038961038961,24,33,8,6.76190476190476,0,0,0,0,0,0,0.69,,,0,0.9,1,,,,,,,Cyt,,,,,
BH14350,,49476097,"signal peptide protein",,"COG0457 (FOG: TPR repeat)",aproNOG09935,Cytoplasmic,,transmembrane,,,,,1,0,0,6,0,2,2,0,0,0,0,7,0,0,0,0,0,8,5.61038961038961,13,9,2,1,1,TM,TM,0,10,0.10344827586207,,IM,7.7,0,IM,IM,IM,,,,,
BH14360,,49476098,"resolvase fragment-like protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14370,,49476099,"DNA-binding protein",,"COG1396 (Predicted transcriptional regulators)","aproNOG06865 (Transcriptional regulator protein)",Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14380,,49476100,"DNA binding protein",,"COG1396 (Predicted transcriptional regulators)","aproNOG06865 (Transcriptional regulator protein)",Cytoplasmic,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14390,,49476101,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14400,,49476102,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0212 (5-formyltetrahydrofolate cyclo-ligase)","aproNOG08733 (5-Formyltetrahydrofolate cyclo-ligase)",Cytoplasmic,,,,,,,1,10,9.46666666666667,0,0,2,1,0,0,2,6.76190476190476,0,0,0,3,0,0,0,1.4025974025974,8,6,0,0,0.05,,Cyt,10,0,,,,,,Cyt,,Cyt,,,,,
BH14410,,49476103,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG1692 (Uncharacterized protein conserved in bacteria)",aproNOG00550,Cytoplasmic,,,,,,,1,4,1.35238095238095,0,0,2,2,0,0,0,0,0,0,0,0,3,2.7047619047619,1,1.4025974025974,2,3,1,1,0.18,,Cyt,9.9,0,,,,,,Cyt,,Cyt,,,,,
BH14420,murA,49476104,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase","adds enolpyruvyl to UDP-N-acetylglucosamine as a component of cell wall formation; gram-positive bacteria have 2 copies of MurA which are active","COG0766 (UDP-N-acetylglucosamine enolpyruvyl transferase)","aproNOG02575 (Udp-N-Acetylglucosamine 1-carboxyvinyltransferase; adds enolpyruvyl to UDP-N-acetylglucosamine as a component of cell wall formation; gram-positive bacteria have 2 copies of MurA which are active)",Cytoplasmic,,,,,,,1,0,0,4,0,0,0,0,0,0,2.7047619047619,0,12.6233766233766,3,0,5,10.8190476190476,36,50.4935064935065,75,63,41,32,0.85,,TM,0,9.9,0.34597156398104,,,0.6,9.2,,IM,IM,,,,,
BH14430,,49476105,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14450,,49476106,"phage-like protein",,,"aproNOG07347 (Exonuclease)",Cytoplasmic,,,,,,,1,6,0,5,0,7,0,0,0,0,0,0,0,4,0,0,1.35238095238095,14,8.41558441558442,17,5,3,0,0.79,,TM,0,6.4,0.09375,,IM,8.7,0,IM,IM,IM,,,,,
BH14460,,49476107,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1.4025974025974,6,0,0,0,0.84,,TM,0.2,4.7,0,IM,IM,8.8,0,IM,,IM,,,,,
BH14470,,49476108,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Cytoplasmic,,,,,,,1,4,4.05714285714286,5,4.20779220779221,5,3,7,1,0,0,0,0,1,0,4,0,2,0,10,1,3,2,0.48,,Cyt,5,0,,,,,,Cyt,,Cyt,,,,,
BH14480,,49476109,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,,,,,,,1,2,2.7047619047619,0,0,0,0,0,0,2,0,0,1.4025974025974,0,0,0,1.35238095238095,3,5.61038961038961,0,1,0,0,0.55,,,2.4,0.2,0,,,,,,,Cyt,,,,,
BH14490,,49476110,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG3756 (Uncharacterized protein conserved in bacteria)",,Cytoplasmic,,,,,,,1,0,0,42,0,10,0,60,14,0,0,4,0,31,0,5,0,29,14.025974025974,73,14,69,48,0.95,,TM,0,10,0.66319444444444,,OM,0,10,OM,IM,OM,,x,,,
BH14500,,49476111,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14510,,49476112,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Extracellular,,,,1,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1.35238095238095,3,0,1,0,0,0,0.24,,Cyt,9.3,0,,,,,,Cyt,,Cyt,,,,,
BH14520,,49476113,"phage-like protein",,"COG0358 (DNA primase (bacterial type))","aproNOG11341 (DNA primase/helicase)",Cytoplasmic,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,22,9.81818181818182,85,7,24,6,0.91,,TM,0,9.9,0.24390243902439,,IM,5.4,0.4,IM,IM,IM,,,,,
BH14530,,49476114,"hypothetical protein (expressed, exptl. proteomics evidence)",,,aproNOG20396,Unknown,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,4,4,3,1,TM,TM,0,8.2,0.38888888888889,,,1.4,7.2,,IM,IM,,,,,
BH14540,,49476115,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14550,,49476116,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14560,,49476117,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14570,,49476118,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14580,,49476119,"hypothetical protein",,,aproNOG17816,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14590,,49476120,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14600,,49476121,"phage related lysozyme",,"COG3772 (Phage-related lysozyme (muraminidase))","aproNOG11257 (Lysozyme protein)",Unknown,,transmembrane,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.4025974025974,12,0,0,0,1,TM,TM,0,8.7,0,IM,IM,9.9,0,IM,,IM,,,,,
BH14610,,49476122,"hypothetical protein",,,,Unknown,,transmembrane,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14620,,49476123,"hypothetical protein",,,,Unknown,,transmembrane,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14650,,49476124,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14660,,49476125,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG1238 (Predicted membrane protein)",aproNOG04387,"Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80519480519481,5,2,0,0,1,TM,TM,0,5.8,0,IM,IM,9.2,0,IM,,IM,,,,,
BH14670,,49476126,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG1495 (Disulfide bond formation protein DsbB)","aproNOG08691 (Bond formation protein)","Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,,,,0,0,0,IM,IM,10,0,IM,,IM,,,,,
BH14680,,49476127,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG1633 (Uncharacterized conserved protein)",aproNOG02124,"Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,0,0,0,IM,IM,6.6,0,IM,,IM,,,,,
BH14690,dut,49476128,"deoxyuridine 5'-triphosphate nucleotidohydrolase","catalyzes the formation of dUMP from dUTP","COG0756 (dUTPase)","aproNOG07288 (This enzyme is involved in nucleotide metabolism: it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA (By similarity))",Unknown,,,,,,,1,39,40.5714285714286,10,8.41558441558442,7,2,0,0,7,0,0,0,3,2,8,20.2857142857143,1,0,14,9,1,1,0.14,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH14700,exbD,49476129,"biopolymer transport exbD protein",,"COG0848 (Biopolymer transport protein)","aproNOG07821 (Transport protein ExbD)","Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1.4025974025974,0,0,0,0,6,4.20779220779221,4,4,0,0,1,TM,TM,0,9.7,0,IM,IM,5.7,0,IM,IM,IM,,,,,
BH14710,exbB,49476130,"biopolymer transport exbB protein",,"COG0811 (Biopolymer transport proteins)","aproNOG00199 (Protein transporter)","Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,60,19.6363636363636,37,41,0,0,0,0,1,29.4545454545455,22,3,0,0,34,28.0519480519481,48,43,6,2,1,TM,TM,0,10,0.04519774011299,,IM,10,0,IM,IM,IM,,,,,
BH14720,,49476131,"hypothetical protein (expressed, exptl. proteomics evidence)",,,aproNOG21384,Unknown,,,,,,,1,0,0,8,12.6233766233766,0,1,35,13,0,0,0,9.81818181818182,0,1,0,2.7047619047619,10,16.8311688311688,18,26,20,23,0.95,,TM,0,10,0.66911764705882,,OM,0,10,OM,IM,OM,,x,,,
BH14730,,49476132,"hypothetical protein (expressed, exptl. proteomics evidence)",,,aproNOG20324,"Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3,2,,,,0,0,0.19230769230769,,,8.4,0.7,,,IM,,,,,
BH14740,glmM,49476133,"phosphoglucosamine mutase","catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate","COG1109 (Phosphomannomutase)","aproNOG00004 (Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity) protein)",Cytoplasmic,,,,,,,1,7,4.05714285714286,198,50.4935064935065,137,79,19,2,10,9.46666666666667,19,35.0649350649351,81,42,9,12.1714285714286,80,60.3116883116883,140,77,51,22,0.9,,TM,0,10,0.17836812144212,,IM,9.8,0.2,IM,,IM,,,,,
BH14750,ftsH,49476134,"cell division protein ftsH",,"COG0465 (ATP-dependent Zn proteases)","aproNOG01285 (Atp-Dependent metalloprotease FtsH)","Cytoplasmic Membrane",,transmembrane,,,,,1,60,14.8761904761905,774,231.428571428571,315,319,27,3,56,41.9238095238095,92,165.506493506494,242,247,94,127.12380952381,228,162.701298701299,345,252,110,39,0.81,,TM,0,10,0.12695035460993,,IM,10,0,IM,Cyt,IM,,,,,
BH14760,,49476135,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0037 (Predicted ATPase of the PP-loop superfamily implicated in cell cycle control)","aproNOG08374 (Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine protein)",Cytoplasmic,,transmembrane,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,4.20779220779221,20,20,3,0,1,TM,TM,0,9.9,0.06818181818182,,IM,5.9,0,IM,IM,IM,,,,,
BH14780,,49476136,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,"Outer Membrane",,secreted,,,,,1,0,0,29,58.9090909090909,29,24,0,0,1,0,5,0,0,0,24,39.2190476190476,10,5.61038961038961,9,0,4,1,0.63,,,0,0,0.07462686567164,,,,,,,Cyt,,,,,
BH14790,pal,49476137,"peptidoglycan-associated lipoprotein",,"COG2885 (Outer membrane protein and related peptidoglycan-associated (lipo)proteins)","aproNOG05916 (Peptidoglycan-Associated lipoprotein)","Outer Membrane",SpII,,,1,,OM,1,8,6.76190476190476,84,39.2727272727273,37,34,63,28,9,8.11428571428571,11,57.5064935064935,78,22,4,6.76190476190476,61,32.2597402597403,115,55,92,40,0.87,,TM,0,10,0.48060344827586,,OM,0,10,OM,OM,OM,,x,,,
BH14800,,49476138,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG3820 (Uncharacterized protein conserved in bacteria)",aproNOG04098,Cytoplasmic,,,,,,,1,50,67.6190476190476,50,18.2337662337662,11,8,10,3,55,52.7428571428571,22,15.4285714285714,32,45,62,64.9142857142857,27,26.6493506493507,54,35,12,7,0.31,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH14810,,49476139,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0217 (Uncharacterized conserved protein)",aproNOG01109,Unknown,,,,,,,1,28,50.0380952380952,13,2.80519480519481,5,8,1,0,76,51.3904761904762,15,0,7,22,29,36.5142857142857,9,7.01298701298701,8,9,7,1,0.15,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,x,x,
BH14830,,49476140,"hypothetical protein",,"COG3311 (Predicted transcriptional regulator)",,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH14840,tolB,49476141,"translocation protein TolB","forms dimers; may be involved in cell envelope integrity; interacts with outer membrane proteins and with the C-terminal domain of inner membrane protein TolA","COG0823 (Periplasmic component of the Tol biopolymer transport system)","aproNOG01324 (Translocation protein TolB; forms dimers; may be involved in cell envelope integrity; interacts with outer membrane proteins and with the C-terminal domain of inner membrane protein TolA)",Periplasmic,,transmembrane,,,,PP,1,157,204.209523809524,62,9.81818181818182,44,8,2,0,38,85.2,5,7.01298701298701,47,6,29,47.3333333333333,36,28.0519480519481,57,20,3,2,0.21,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,x,x,
BH14850,tolA,49476142,"tolA protein",,,,Unknown,,transmembrane,,,,IM,1,0,0,27,0,8,0,0,0,0,0,13,2.80519480519481,12,5,0,4.05714285714286,45,39.2727272727273,66,43,2,1,0.97,,TM,0,10,0.025,,IM,9.1,0,IM,IM,IM,,,,,
BH14860,tolR,49476143,"tolR protein",,"COG0848 (Biopolymer transport protein)","aproNOG08876 (Biopolymer transport protein, ExbD/TolR)","Cytoplasmic Membrane",,transmembrane,,,,IM,1,0,0,46,12.6233766233766,42,16,0,0,0,0,11,16.8311688311688,25,28,1,1.35238095238095,13,19.6363636363636,36,19,6,2,0.98,,TM,0,10,0.06611570247934,,IM,10,0,IM,IM,IM,,,,,
BH14870,tolQ,49476144,"inner membrane tolQ protein",,"COG0811 (Biopolymer transport proteins)","aproNOG00800 (Protein transporter)","Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,60,16.8311688311688,13,5,9,1,1,1.35238095238095,1,14.025974025974,13,2,0,0,18,5.61038961038961,51,38,22,2,0.98,,TM,0,10,0.24113475177305,,,4.9,4.9,,IM,,,,,,
BH14880,,49476145,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0824 (Predicted thioesterase)","aproNOG08811 (Thioesterase)",Cytoplasmic,,,,,,,1,19,17.5809523809524,4,0,4,9,0,0,2,0,1,4.20779220779221,5,7,1,1.35238095238095,10,28.0519480519481,22,38,1,1,0.54,,,2.3,0,0.02666666666667,,,,,,,Cyt,,,,,
BH14890,ruvB,49476146,"Holliday junction DNA helicase RuvB","promotes strand exchange during homologous recombination; RuvAB complex promotes branch migration; RuvABC complex scans the DNA during branch migration and resolves Holliday junctions at consensus sequences; forms hexameric rings around opposite DNA arms; requires ATP for branch migration and orientation of RuvAB complex determines direction of migration","COG2255 (Holliday junction resolvasome, helicase subunit)","aproNOG01119 (Holliday junction DNA helicase RuvB; promotes strand exchange during homologous recombination; RuvAB complex promotes branch migration; RuvABC complex scans the DNA during branch migration and resolves Holliday junctions at consensus sequences; forms hexameric rings around opposite DNA arms; requires ATP for branch migration and orientation of RuvAB complex determines direction of migration)",Cytoplasmic,,,,,,,1,0,0,26,16.8311688311688,9,25,1,0,6,6.76190476190476,0,2.80519480519481,12,0,7,4.05714285714286,26,35.0649350649351,66,42,6,3,0.82,,TM,0,9.6,0.06578947368421,,IM,10,0,IM,IM,IM,,,,,
BH14900,ruvA,49476147,"Holliday junction DNA helicase RuvA","plays an essential role in ATP-dependent branch migration of the Holliday junction","COG0632 (Holliday junction resolvasome, DNA-binding subunit)","aproNOG00050 (The ruvA-ruvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is an helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of ruvB (By similarity))",Cytoplasmic,,,,,,,1,1,1.35238095238095,0,0,0,0,0,0,2,0,2,0,0,0,8,4.05714285714286,2,0,8,5,4,0,0.2,,Cyt,9.9,0,,,,,,Cyt,,Cyt,,,,,
BH14910,ruvC,49476148,"Holliday junction resolvase","endonuclease; resolves Holliday structures; forms a complex of RuvABC; the junction binding protein RuvA forms a hexameric ring along with the RuvB helicase and catalyzes branch migration; RuvC then interacts with RuvAB to resolve the Holliday junction by nicking DNA strands of like polarity","COG0817 (Holliday junction resolvasome, endonuclease subunit)","aproNOG03558 (Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group (By similarity))",Cytoplasmic,,,,,,,1,8,1.35238095238095,20,1.4025974025974,12,12,0,0,0,0,0,2.80519480519481,3,0,0,0,15,0,47,26,5,1,0.81,,TM,0,8,0.05825242718447,,IM,10,0,IM,IM,IM,,,,,
BH14920,,49476149,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG5317 (Uncharacterized protein conserved in bacteria)",aproNOG08210,Cytoplasmic,,,,,,,1,0,0,9,0,0,0,0,0,3,0,0,2.80519480519481,9,1,0,0,6,1.4025974025974,6,5,0,0,0.86,,TM,0,8.4,0,IM,IM,9.8,0,IM,,IM,,,,,
BH14930,opgC,49476150,"opgC protein",,"COG4645 (Uncharacterized protein conserved in bacteria)",aproNOG01667,"Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,TM,TM,0,2.5,0,IM,IM,8.3,0,IM,,IM,,,,,
BH14940,thiE2,49476151,"thiamine-phosphate pyrophosphorylase","catalyzes the formation of thiamine monophosphate from 2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate and 4-methyl-5-(2-phosphono-oxyethyl)-thiazole","COG0352 (Thiamine monophosphate synthase)","aproNOG04535 (Thiamine-Phosphate pyrophosphorylase; catalyzes the formation of thiamine monophosphate from 2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate and 4-methyl-5-(2-phosphono-oxyethyl)-thiazole)",Cytoplasmic,,,,,,,1,6,14.8761904761905,0,0,0,0,0,0,0,0,0,0,0,0,2,4.05714285714286,0,0,2,3,1,0,0,Cyt,Cyt,10,0,,,,,,Cyt,,Cyt,,,,,
BH14950,,49476152,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG4271 (Predicted nucleotide-binding protein containing TIR -like domain)",aproNOG10945,Cytoplasmic,,,,,,,1,6,8.11428571428571,13,2.80519480519481,4,0,0,0,0,0,6,0,0,4,4,1.35238095238095,8,4.20779220779221,19,12,3,0,0.64,,,0.1,0.3,0.07894736842105,,,,,,,,,,,,
BH14960,,49476153,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
